cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_hurto
05,ANTIOQUIA,05021,ALEJANDRIA,2023,1,1
05,ANTIOQUIA,05021,ALEJANDRIA,2023,4,3
05,ANTIOQUIA,05021,ALEJANDRIA,2024,1,1
05,ANTIOQUIA,05021,ALEJANDRIA,2025,2,1
05,ANTIOQUIA,05021,ALEJANDRIA,2025,7,2
05,ANTIOQUIA,05030,AMAGA,2003,1,1
05,ANTIOQUIA,05030,AMAGA,2003,3,1
05,ANTIOQUIA,05030,AMAGA,2003,6,1
05,ANTIOQUIA,05030,AMAGA,2003,8,1
05,ANTIOQUIA,05030,AMAGA,2004,1,1
05,ANTIOQUIA,05030,AMAGA,2004,2,1
05,ANTIOQUIA,05030,AMAGA,2004,3,1
05,ANTIOQUIA,05030,AMAGA,2004,7,1
05,ANTIOQUIA,05030,AMAGA,2005,4,2
05,ANTIOQUIA,05030,AMAGA,2005,5,1
05,ANTIOQUIA,05030,AMAGA,2006,2,1
05,ANTIOQUIA,05030,AMAGA,2006,3,1
05,ANTIOQUIA,05030,AMAGA,2006,4,1
05,ANTIOQUIA,05030,AMAGA,2007,8,1
05,ANTIOQUIA,05030,AMAGA,2009,7,1
