cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,hectareas_coca
91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),2001,191.8
91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),2001,65.0
91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),2001,0.0
91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),2001,0.0
91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),2001,6.0
91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),2001,212.3
91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),2001,0.0
91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),2001,33.0
05,ANTIOQUIA,05031,AMALFI,2001,36.6
05,ANTIOQUIA,05040,ANORÍ,2001,201.3
05,ANTIOQUIA,05045,APARTADÓ,2001,0.0
05,ANTIOQUIA,05055,ARGELIA,2001,0.0
05,ANTIOQUIA,05107,BRICEÑO,2001,24.2
05,ANTIOQUIA,05120,CÁCERES,2001,229.1
05,ANTIOQUIA,05134,CAMPAMENTO,2001,0.0
05,ANTIOQUIA,05142,CARACOLÍ,2001,0.0
05,ANTIOQUIA,05147,CAREPA,2001,0.0
05,ANTIOQUIA,05148,CARMEN DE VIBORAL,2001,0.0
05,ANTIOQUIA,05154,CAUCASIA,2001,95.1
05,ANTIOQUIA,05172,CHIGORODÓ,2001,0.0
05,ANTIOQUIA,05197,COCORNÁ,2001,0.0
05,ANTIOQUIA,05234,DABEIBA,2001,40.0
05,ANTIOQUIA,05250,EL BAGRE,2001,452.3
05,ANTIOQUIA,05284,FRONTINO,2001,1.0
05,ANTIOQUIA,05310,GÓMEZ PLATA,2001,25.0
05,ANTIOQUIA,05361,ITUANGO,2001,134.7
05,ANTIOQUIA,05425,MACEO,2001,8.0
05,ANTIOQUIA,05475,MURINDÓ,2001,0.0
05,ANTIOQUIA,05480,MUTATÁ,2001,1.0
05,ANTIOQUIA,05483,NARIÑO,2001,0.0
05,ANTIOQUIA,05495,NECHÍ,2001,15.7
05,ANTIOQUIA,05490,NECOCLÍ,2001,0.0
05,ANTIOQUIA,05579,PUERTO BERRÍO,2001,0.0
05,ANTIOQUIA,05585,PUERTO NARE,2001,0.0
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2001,0.0
05,ANTIOQUIA,05604,REMEDIOS,2001,443.3
05,ANTIOQUIA,05628,SABANALARGA,2001,0.0
05,ANTIOQUIA,05649,SAN CARLOS,2001,1.0
05,ANTIOQUIA,05652,SAN FRANCISCO,2001,22.9
05,ANTIOQUIA,05660,SAN LUIS,2001,13.0
05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,2001,0.0
05,ANTIOQUIA,05667,SAN RAFAEL,2001,9.2
05,ANTIOQUIA,05670,SAN ROQUE,2001,92.0
05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,2001,3.9
05,ANTIOQUIA,05736,SEGOVIA,2001,211.6
05,ANTIOQUIA,05756,SONSÓN,2001,1.0
05,ANTIOQUIA,05790,TARAZÁ,2001,684.2
05,ANTIOQUIA,05819,TOLEDO,2001,0.0
05,ANTIOQUIA,05837,TURBO,2001,0.0
05,ANTIOQUIA,05842,URAMITA,2001,3.6
05,ANTIOQUIA,05847,URRAO,2001,0.0
05,ANTIOQUIA,05854,VALDIVIA,2001,124.2
05,ANTIOQUIA,05858,VEGACHÍ,2001,66.4
05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,2001,0.0
05,ANTIOQUIA,05885,YALÍ,2001,89.8
05,ANTIOQUIA,05887,YARUMAL,2001,2.0
05,ANTIOQUIA,05890,YOLOMBÓ,2001,71.9
05,ANTIOQUIA,05893,YONDÓ (Casabe),2001,0.7
05,ANTIOQUIA,05895,ZARAGOZA,2001,281.8
81,ARAUCA,81065,ARAUQUITA,2001,0.0
81,ARAUCA,81300,FORTUL,2001,265.8
81,ARAUCA,81591,PUERTO RONDÓN,2001,44.0
81,ARAUCA,81736,SARAVENA,2001,138.3
81,ARAUCA,81794,TAME,2001,396.2
13,BOLÍVAR,13006,ACHÍ,2001,1.0
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2001,0.0
13,BOLÍVAR,13042,ARENAL,2001,53.4
13,BOLÍVAR,13074,BARRANCO DE LOBA,2001,0.0
13,BOLÍVAR,13160,CANTAGALLO,2001,0.0
13,BOLÍVAR,13268,EL PEÑÓN,2001,0.0
13,BOLÍVAR,13458,MONTECRISTO,2001,103.1
13,BOLÍVAR,13473,MORALES,2001,184.4
13,BOLÍVAR,13490,NOROSI,2001,0.0
13,BOLÍVAR,13600,RIOVIEJO,2001,194.5
13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2001,0.0
13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2001,0.0
13,BOLÍVAR,13670,SAN PABLO,2001,0.0
13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2001,0.0
13,BOLÍVAR,13744,SIMITÍ,2001,0.0
13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),2001,61.5
15,BOYACÁ,15212,COPER,2001,0.0
15,BOYACÁ,15223,CUBARÁ,2001,47.3
15,BOYACÁ,15401,LA VICTORIA,2001,0.0
15,BOYACÁ,15442,MARIPÍ,2001,0.0
15,BOYACÁ,15480,MUZO,2001,0.0
15,BOYACÁ,15507,OTANCHE,2001,6.7
15,BOYACÁ,15531,PAUNA,2001,1.0
15,BOYACÁ,15572,PUERTO BOYACÁ,2001,28.5
15,BOYACÁ,15580,QUÍPAMA,2001,0.0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2001,0.0
15,BOYACÁ,15696,SANTA SOFÍA,2001,0.0
15,BOYACÁ,15832,TUNUNGUÁ,2001,0.0
17,CALDAS,17433,MANZANARES,2001,0.0
17,CALDAS,17495,NORCASIA,2001,0.0
17,CALDAS,17541,PENSILVANIA,2001,0.0
17,CALDAS,17662,SAMANÁ,2001,0.0
17,CALDAS,17867,VICTORIA,2001,0.0
18,CAQUETÁ,18029,ALBANIA,2001,180.0
18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2001,40.0
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2001,0.0
18,CAQUETÁ,18205,CURILLO,2001,754.1
18,CAQUETÁ,18247,EL DONCELLO,2001,41.0
18,CAQUETÁ,18256,EL PAUJIL,2001,149.0
18,CAQUETÁ,18001,FLORENCIA,2001,0.0
18,CAQUETÁ,18460,MILÁN,2001,525.9
18,CAQUETÁ,18410,MONTAÑITA,2001,568.6
18,CAQUETÁ,18479,MORELIA,2001,2.0
18,CAQUETÁ,18592,PUERTO RICO,2001,118.0
18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2001,653.8
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2001,0.0
18,CAQUETÁ,18756,SOLANO,2001,0.0
18,CAQUETÁ,18785,SOLITA,2001,757.9
18,CAQUETÁ,18860,VALPARAÍSO,2001,832.5
19,CAUCA,19022,ALMAGUER,2001,0.0
19,CAUCA,19050,ARGELIA,2001,206.3
19,CAUCA,19075,BALBOA,2001,19.0
19,CAUCA,19100,BOLÍVAR,2001,0.0
19,CAUCA,19110,BUENOS AIRES,2001,0.0
19,CAUCA,19130,CAJIBÍO,2001,30.5
19,CAUCA,19137,CALDONO,2001,0.0
19,CAUCA,19142,CALOTO,2001,0.0
19,CAUCA,19212,CORINTO,2001,0.0
19,CAUCA,19256,EL TAMBO,2001,0.0
19,CAUCA,19290,FLORENCIA,2001,0.0
19,CAUCA,19318,GUAPI,2001,55.4
19,CAUCA,19364,JAMBALÓ,2001,0.0
19,CAUCA,19392,LA SIERRA,2001,0.0
19,CAUCA,19397,LA VEGA,2001,0.0
19,CAUCA,19418,LÓPEZ,2001,58.0
19,CAUCA,19450,MERCADERES,2001,0.0
19,CAUCA,19455,MIRANDA,2001,0.0
19,CAUCA,19473,MORALES,2001,102.0
19,CAUCA,19532,PATÍA  (El Bordo),2001,0.0
19,CAUCA,19533,PIAMONTE,2001,899.2
19,CAUCA,19548,PIENDAMÓ,2001,0.0
19,CAUCA,19622,ROSAS,2001,0.0
19,CAUCA,19701,SANTA ROSA,2001,0.0
19,CAUCA,19698,SANTANDER DE QUILICHAO,2001,0.0
19,CAUCA,19760,SOTARÁ (Paispamba),2001,24.0
19,CAUCA,19780,SUÁREZ,2001,2.0
19,CAUCA,19785,SUCRE,2001,0.0
19,CAUCA,19807,TIMBÍO,2001,40.9
19,CAUCA,19809,TIMBIQUÍ,2001,188.7
19,CAUCA,19821,TORIBÍO,2001,0.0
20,CESAR,20178,CHIRIGUANÁ,2001,0.0
20,CESAR,20310,GONZÁLEZ,2001,0.0
20,CESAR,20517,PAILITAS,2001,0.0
20,CESAR,20710,SAN ALBERTO,2001,0.0
20,CESAR,20770,SAN MARTÍN,2001,0.0
27,CHOCÓ,27006,ACANDÍ,2001,0.0
27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),2001,0.0
27,CHOCÓ,27050,ATRATO (Yuto),2001,0.0
27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),2001,0.0
27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),2001,0.0
27,CHOCÓ,27099,BOJAYÁ (Bellavista),2001,0.0
27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),2001,0.0
27,CHOCÓ,27205,CONDOTO,2001,0.0
27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,2001,0.0
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,2001,0.0
27,CHOCÓ,27361,ISTMINA,2001,0.0
27,CHOCÓ,27372,JURADÓ,2001,0.0
27,CHOCÓ,27413,LLORÓ,2001,0.0
27,CHOCÓ,27425,MEDIO ATRATO (Beté),2001,0.0
27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),2001,0.0
27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),2001,0.0
27,CHOCÓ,27491,NÓVITA,2001,0.0
27,CHOCÓ,27495,NUQUÍ,2001,0.0
27,CHOCÓ,27001,QUIBDÓ,2001,0.0
27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),2001,0.0
27,CHOCÓ,27600,RÍO QUITO (Paimadó),2001,0.0
27,CHOCÓ,27615,RIOSUCIO,2001,354.0
27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,2001,0.0
27,CHOCÓ,27745,SIPÍ,2001,0.0
27,CHOCÓ,27787,TADÓ,2001,0.0
27,CHOCÓ,27800,UNGUÍA,2001,0.0
27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),2001,0.0
23,CÓRDOBA,23350,LA APARTADA,2001,6.6
23,CÓRDOBA,23466,MONTELÍBANO,2001,40.6
23,CÓRDOBA,23580,PUERTO LIBERTADOR,2001,270.8
23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2001,0.0
23,CÓRDOBA,23807,TIERRALTA,2001,322.0
23,CÓRDOBA,23855,VALENCIA,2001,0.0
25,CUNDINAMARCA,25148,CAPARRAPÍ,2001,0.0
25,CUNDINAMARCA,25518,PAIME,2001,0.0
25,CUNDINAMARCA,25823,TOPAIPÍ,2001,0.0
25,CUNDINAMARCA,25885,YACOPÍ,2001,1.6
94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),2001,363.8
94,GUAINÍA,94001,INIRIDA,2001,276.0
94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),2001,0.0
94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),2001,221.0
94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),2001,68.0
94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),2001,191.0
95,GUAVIARE,95015,CALAMAR,2001,0.0
95,GUAVIARE,95025,EL RETORNO,2001,0.0
95,GUAVIARE,95200,MIRAFLORES,2001,0.0
95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2001,0.0
44,LA GUAJIRA,44090,DIBULLA,2001,193.7
44,LA GUAJIRA,44001,RIOHACHA,2001,0.0
47,MAGDALENA,47053,ARACATACA,2001,0.0
47,MAGDALENA,47189,CIÉNAGA,2001,11.7
47,MAGDALENA,47288,FUNDACIÓN,2001,0.0
47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),2001,438.6
50,META,50350,LA MACARENA,2001,0.0
50,META,50400,LEJANÍAS,2001,0.0
50,META,50325,MAPIRIPÁN,2001,0.0
50,META,50330,MESETAS,2001,533.7
50,META,50450,PUERTO CONCORDIA,2001,147.2
50,META,50568,PUERTO GAITÁN,2001,111.4
50,META,50577,PUERTO LLERAS,2001,45.8
50,META,50573,PUERTO LÓPEZ,2001,0.0
50,META,50590,PUERTO RICO,2001,0.0
50,META,50683,SAN JUAN DE ARAMA,2001,35.3
50,META,50689,SAN MARTÍN,2001,0.0
50,META,50370,URIBE,2001,880.2
50,META,50711,VISTAHERMOSA,2001,0.0
52,NARIÑO,52036,ANCUYA,2001,0.0
52,NARIÑO,52079,BARBACOAS,2001,713.7
52,NARIÑO,52110,BUESACO,2001,0.0
52,NARIÑO,52207,CONSACÁ,2001,0.0
52,NARIÑO,52210,CONTADERO,2001,2.0
52,NARIÑO,52215,CÓRDOBA,2001,1.0
52,NARIÑO,52227,CUMBAL,2001,0.0
52,NARIÑO,52233,CUMBITARA,2001,3.0
52,NARIÑO,52250,EL CHARCO,2001,984.5
52,NARIÑO,52254,EL PEÑOL,2001,0.0
52,NARIÑO,52256,EL ROSARIO,2001,28.2
52,NARIÑO,52260,EL TAMBO,2001,0.0
52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),2001,37.4
52,NARIÑO,52356,IPIALES,2001,0.0
52,NARIÑO,52381,LA FLORIDA,2001,0.0
52,NARIÑO,52385,LA LLANADA,2001,0.0
52,NARIÑO,52390,LA TOLA,2001,15.0
52,NARIÑO,52405,LEIVA,2001,10.0
52,NARIÑO,52411,LINARES,2001,0.0
52,NARIÑO,52418,LOS ANDES (Sotomayor),2001,0.0
52,NARIÑO,52427,MAGÜÍ (Payán),2001,0.0
52,NARIÑO,52435,MALLAMA (Piedrancha),2001,0.0
52,NARIÑO,52473,MOSQUERA,2001,34.0
52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),2001,14.0
52,NARIÑO,52540,POLICARPA,2001,15.0
52,NARIÑO,52573,PUERRES,2001,1.0
52,NARIÑO,52612,RICAURTE,2001,8.0
52,NARIÑO,52621,ROBERTO PAYÁN (San José),2001,0.0
52,NARIÑO,52678,SAMANIEGO,2001,0.0
52,NARIÑO,52693,SAN PABLO,2001,0.0
52,NARIÑO,52683,SANDONÁ,2001,0.0
52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),2001,232.7
52,NARIÑO,52699,SANTA CRUZ (Guachavés),2001,0.0
52,NARIÑO,52835,TUMACO,2001,0.0
54,NORTE DE SANTANDER,54003,ÁBREGO,2001,0.0
54,NORTE DE SANTANDER,54109,BUCARASICA,2001,0.0
54,NORTE DE SANTANDER,54128,CÁCHIRA,2001,0.0
54,NORTE DE SANTANDER,54206,CONVENCIÓN,2001,13.4
54,NORTE DE SANTANDER,54001,CÚCUTA,2001,34.1
54,NORTE DE SANTANDER,54245,EL CARMEN,2001,4.4
54,NORTE DE SANTANDER,54250,EL TARRA,2001,589.6
54,NORTE DE SANTANDER,54261,EL ZULIA,2001,13.4
54,NORTE DE SANTANDER,54344,HACARÍ,2001,21.7
54,NORTE DE SANTANDER,54385,LA ESPERANZA,2001,0.0
54,NORTE DE SANTANDER,54398,LA PLAYA,2001,0.0
54,NORTE DE SANTANDER,54418,LOURDES,2001,0.0
54,NORTE DE SANTANDER,54498,OCAÑA,2001,0.0
54,NORTE DE SANTANDER,54670,SAN CALIXTO,2001,19.6
54,NORTE DE SANTANDER,54720,SARDINATA,2001,586.1
54,NORTE DE SANTANDER,54800,TEORAMA,2001,679.2
54,NORTE DE SANTANDER,54810,TIBÚ,2001,0.0
54,NORTE DE SANTANDER,54820,TOLEDO,2001,80.1
86,PUTUMAYO,86001,MOCOA,2001,112.0
86,PUTUMAYO,86320,ORITO,2001,0.0
86,PUTUMAYO,86568,PUERTO ASÍS,2001,0.0
86,PUTUMAYO,86569,PUERTO CAICEDO,2001,0.0
86,PUTUMAYO,86571,PUERTO GUZMÁN,2001,0.0
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2001,0.0
86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),2001,0.0
86,PUTUMAYO,86760,SANTIAGO,2001,11.0
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),2001,0.0
86,PUTUMAYO,86885,VILLAGARZÓN,2001,952.1
68,SANTANDER,68020,ALBANIA,2001,0.0
68,SANTANDER,68092,BETULIA,2001,0.0
68,SANTANDER,68101,BOLÍVAR,2001,92.6
68,SANTANDER,68176,CHIMA,2001,0.0
68,SANTANDER,68190,CIMITARRA,2001,26.9
68,SANTANDER,68209,CONFINES,2001,0.0
68,SANTANDER,68211,CONTRATACIÓN,2001,0.0
68,SANTANDER,68235,EL CARMEN,2001,0.0
68,SANTANDER,68250,EL PEÑÓN,2001,3.0
68,SANTANDER,68255,EL PLAYÓN,2001,0.0
68,SANTANDER,68271,FLORIÁN,2001,0.0
68,SANTANDER,68322,GUAPOTÁ,2001,0.0
68,SANTANDER,68324,GUAVATÁ,2001,0.0
68,SANTANDER,68377,LA BELLEZA,2001,22.1
68,SANTANDER,68397,LA PAZ,2001,0.0
68,SANTANDER,68385,LANDÁZURI,2001,12.7
68,SANTANDER,68524,PALMAS DEL SOCORRO,2001,0.0
68,SANTANDER,68573,PUERTO PARRA,2001,0.0
68,SANTANDER,68615,RIONEGRO,2001,0.0
68,SANTANDER,68655,SABANA DE TORRES,2001,0.0
68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,2001,0.0
68,SANTANDER,68720,SANTA HELENA DEL OPÓN,2001,0.0
68,SANTANDER,68745,SIMACOTA,2001,0.0
68,SANTANDER,68755,SOCORRO,2001,0.0
68,SANTANDER,68773,SUCRE,2001,3.0
68,SANTANDER,68861,VÉLEZ,2001,0.0
76,VALLE DEL CAUCA,76100,BOLÍVAR,2001,0.0
76,VALLE DEL CAUCA,76109,BUENAVENTURA,2001,186.4
76,VALLE DEL CAUCA,76001,CALI,2001,0.0
76,VALLE DEL CAUCA,76126,CALIMA (El Darién),2001,0.0
76,VALLE DEL CAUCA,76233,DAGUA,2001,0.0
76,VALLE DEL CAUCA,76364,JAMUNDÍ,2001,0.0
76,VALLE DEL CAUCA,76834,TULUÁ,2001,0.0
97,VAUPÉS,97161,CARURÚ,2001,0.0
97,VAUPÉS,97001,MITÚ,2001,380.5
97,VAUPÉS,97511,PACOA (Cor. Departamental),2001,36.4
97,VAUPÉS,97777,PAPUNAUA (Cor. Departamental),2001,73.0
97,VAUPÉS,97666,TARAIRA,2001,0.0
97,VAUPÉS,97889,YAVARATÉ (Cor. Departamental),2001,1.0
99,VICHADA,99773,CUMARIBO,2001,0.0
99,VICHADA,99524,LA PRIMAVERA,2001,122.7
99,VICHADA,99624,SANTA ROSALÍA,2001,0.0
91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),2002,264.0
91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),2002,236.0
91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),2002,0.0
91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),2002,0.0
91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),2002,43.0
91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),2002,195.0
91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),2002,1.0
91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),2002,44.0
05,ANTIOQUIA,05031,AMALFI,2002,110.0
05,ANTIOQUIA,05040,ANORÍ,2002,369.0
05,ANTIOQUIA,05045,APARTADÓ,2002,0.0
05,ANTIOQUIA,05055,ARGELIA,2002,0.0
05,ANTIOQUIA,05107,BRICEÑO,2002,17.0
05,ANTIOQUIA,05120,CÁCERES,2002,116.0
05,ANTIOQUIA,05134,CAMPAMENTO,2002,8.0
05,ANTIOQUIA,05142,CARACOLÍ,2002,0.0
05,ANTIOQUIA,05147,CAREPA,2002,0.0
05,ANTIOQUIA,05148,CARMEN DE VIBORAL,2002,0.0
05,ANTIOQUIA,05154,CAUCASIA,2002,26.0
05,ANTIOQUIA,05172,CHIGORODÓ,2002,0.0
05,ANTIOQUIA,05197,COCORNÁ,2002,0.0
05,ANTIOQUIA,05234,DABEIBA,2002,0.0
05,ANTIOQUIA,05250,EL BAGRE,2002,327.0
05,ANTIOQUIA,05284,FRONTINO,2002,0.0
05,ANTIOQUIA,05310,GÓMEZ PLATA,2002,2.0
05,ANTIOQUIA,05361,ITUANGO,2002,130.0
05,ANTIOQUIA,05425,MACEO,2002,0.0
05,ANTIOQUIA,05475,MURINDÓ,2002,0.0
05,ANTIOQUIA,05480,MUTATÁ,2002,0.0
05,ANTIOQUIA,05483,NARIÑO,2002,0.0
05,ANTIOQUIA,05495,NECHÍ,2002,57.0
05,ANTIOQUIA,05490,NECOCLÍ,2002,0.0
05,ANTIOQUIA,05579,PUERTO BERRÍO,2002,0.0
05,ANTIOQUIA,05585,PUERTO NARE,2002,0.0
05,ANTIOQUIA,05591,PUERTO TRIUNFO,2002,0.0
05,ANTIOQUIA,05604,REMEDIOS,2002,534.0
05,ANTIOQUIA,05628,SABANALARGA,2002,1.0
05,ANTIOQUIA,05649,SAN CARLOS,2002,0.0
05,ANTIOQUIA,05652,SAN FRANCISCO,2002,0.0
05,ANTIOQUIA,05660,SAN LUIS,2002,0.0
05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,2002,0.0
05,ANTIOQUIA,05667,SAN RAFAEL,2002,0.0
05,ANTIOQUIA,05670,SAN ROQUE,2002,2.0
05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,2002,0.0
05,ANTIOQUIA,05736,SEGOVIA,2002,355.0
05,ANTIOQUIA,05756,SONSÓN,2002,0.0
05,ANTIOQUIA,05790,TARAZÁ,2002,337.0
05,ANTIOQUIA,05819,TOLEDO,2002,0.0
05,ANTIOQUIA,05837,TURBO,2002,0.0
05,ANTIOQUIA,05842,URAMITA,2002,0.0
05,ANTIOQUIA,05847,URRAO,2002,0.0
05,ANTIOQUIA,05854,VALDIVIA,2002,50.0
05,ANTIOQUIA,05858,VEGACHÍ,2002,74.0
05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,2002,0.0
05,ANTIOQUIA,05885,YALÍ,2002,47.0
05,ANTIOQUIA,05887,YARUMAL,2002,2.0
05,ANTIOQUIA,05890,YOLOMBÓ,2002,7.0
05,ANTIOQUIA,05893,YONDÓ (Casabe),2002,59.0
05,ANTIOQUIA,05895,ZARAGOZA,2002,399.0
81,ARAUCA,81065,ARAUQUITA,2002,0.0
81,ARAUCA,81300,FORTUL,2002,165.0
81,ARAUCA,81591,PUERTO RONDÓN,2002,34.0
81,ARAUCA,81736,SARAVENA,2002,55.0
81,ARAUCA,81794,TAME,2002,314.0
13,BOLÍVAR,13006,ACHÍ,2002,0.0
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2002,0.0
13,BOLÍVAR,13042,ARENAL,2002,71.0
13,BOLÍVAR,13074,BARRANCO DE LOBA,2002,0.0
13,BOLÍVAR,13160,CANTAGALLO,2002,446.0
13,BOLÍVAR,13268,EL PEÑÓN,2002,0.0
13,BOLÍVAR,13458,MONTECRISTO,2002,45.0
13,BOLÍVAR,13473,MORALES,2002,64.0
13,BOLÍVAR,13490,NOROSI,2002,0.0
13,BOLÍVAR,13600,RIOVIEJO,2002,166.0
13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2002,5.0
13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2002,0.0
13,BOLÍVAR,13670,SAN PABLO,2002,614.0
13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2002,996.0
13,BOLÍVAR,13744,SIMITÍ,2002,321.0
13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),2002,7.0
15,BOYACÁ,15212,COPER,2002,3.0
15,BOYACÁ,15223,CUBARÁ,2002,6.0
15,BOYACÁ,15401,LA VICTORIA,2002,0.0
15,BOYACÁ,15442,MARIPÍ,2002,14.0
15,BOYACÁ,15480,MUZO,2002,1.0
15,BOYACÁ,15507,OTANCHE,2002,23.0
15,BOYACÁ,15531,PAUNA,2002,10.0
15,BOYACÁ,15572,PUERTO BOYACÁ,2002,43.0
15,BOYACÁ,15580,QUÍPAMA,2002,3.0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2002,15.0
15,BOYACÁ,15696,SANTA SOFÍA,2002,0.0
15,BOYACÁ,15832,TUNUNGUÁ,2002,0.0
17,CALDAS,17433,MANZANARES,2002,0.0
17,CALDAS,17495,NORCASIA,2002,0.0
17,CALDAS,17541,PENSILVANIA,2002,0.0
17,CALDAS,17662,SAMANÁ,2002,0.0
17,CALDAS,17867,VICTORIA,2002,0.0
18,CAQUETÁ,18029,ALBANIA,2002,125.0
18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2002,64.0
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2002,0.0
18,CAQUETÁ,18205,CURILLO,2002,581.0
18,CAQUETÁ,18247,EL DONCELLO,2002,3.0
18,CAQUETÁ,18256,EL PAUJIL,2002,3.0
18,CAQUETÁ,18001,FLORENCIA,2002,24.0
18,CAQUETÁ,18460,MILÁN,2002,172.0
18,CAQUETÁ,18410,MONTAÑITA,2002,201.0
18,CAQUETÁ,18479,MORELIA,2002,4.0
18,CAQUETÁ,18592,PUERTO RICO,2002,246.0
18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2002,655.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2002,606.0
18,CAQUETÁ,18756,SOLANO,2002,0.0
18,CAQUETÁ,18785,SOLITA,2002,380.0
18,CAQUETÁ,18860,VALPARAÍSO,2002,292.0
19,CAUCA,19022,ALMAGUER,2002,0.0
19,CAUCA,19050,ARGELIA,2002,218.0
19,CAUCA,19075,BALBOA,2002,0.0
19,CAUCA,19100,BOLÍVAR,2002,0.0
19,CAUCA,19110,BUENOS AIRES,2002,0.0
19,CAUCA,19130,CAJIBÍO,2002,0.0
19,CAUCA,19137,CALDONO,2002,0.0
19,CAUCA,19142,CALOTO,2002,0.0
19,CAUCA,19212,CORINTO,2002,0.0
19,CAUCA,19256,EL TAMBO,2002,698.0
19,CAUCA,19290,FLORENCIA,2002,0.0
19,CAUCA,19318,GUAPI,2002,102.0
19,CAUCA,19364,JAMBALÓ,2002,0.0
19,CAUCA,19392,LA SIERRA,2002,0.0
19,CAUCA,19397,LA VEGA,2002,0.0
19,CAUCA,19418,LÓPEZ,2002,97.0
19,CAUCA,19450,MERCADERES,2002,0.0
19,CAUCA,19455,MIRANDA,2002,0.0
19,CAUCA,19473,MORALES,2002,0.0
19,CAUCA,19532,PATÍA  (El Bordo),2002,0.0
19,CAUCA,19533,PIAMONTE,2002,818.0
19,CAUCA,19548,PIENDAMÓ,2002,0.0
19,CAUCA,19622,ROSAS,2002,0.0
19,CAUCA,19701,SANTA ROSA,2002,3.0
19,CAUCA,19698,SANTANDER DE QUILICHAO,2002,0.0
19,CAUCA,19760,SOTARÁ (Paispamba),2002,0.0
19,CAUCA,19780,SUÁREZ,2002,0.0
19,CAUCA,19785,SUCRE,2002,0.0
