cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_terrorismo
13,BOLIVAR,13490,NOROSI,2020,9,1
13,BOLIVAR,13490,NOROSI,2022,11,1
13,BOLIVAR,13490,NOROSI,2023,2,1
13,BOLIVAR,13600,RIO VIEJO,2018,3,1
13,BOLIVAR,13600,RIO VIEJO,2019,2,1
13,BOLIVAR,13600,RIO VIEJO,2020,4,1
13,BOLIVAR,13600,RIO VIEJO,2022,7,1
13,BOLIVAR,13600,RIO VIEJO,2024,7,1
13,BOLIVAR,13600,RIO VIEJO,2024,10,3
13,BOLIVAR,13600,RIO VIEJO,2025,1,2
13,BOLIVAR,13600,RIO VIEJO,2025,7,3
13,BOLIVAR,13654,SAN JACINTO,2003,7,1
13,BOLIVAR,13654,SAN JACINTO,2003,12,1
13,BOLIVAR,13654,SAN JACINTO,2006,3,1
13,BOLIVAR,13654,SAN JACINTO,2022,7,1
13,BOLIVAR,13654,SAN JACINTO,2023,9,1
13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,2022,8,1
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,2003,4,1
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,2006,2,1
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,2022,5,1
13,BOLIVAR,13667,SAN MARTIN DE LOBA,2022,10,1
13,BOLIVAR,13667,SAN MARTIN DE LOBA,2022,12,1
13,BOLIVAR,13667,SAN MARTIN DE LOBA,2023,1,1
13,BOLIVAR,13670,SAN PABLO,2006,7,2
13,BOLIVAR,13670,SAN PABLO,2013,5,1
13,BOLIVAR,13670,SAN PABLO,2016,1,3
13,BOLIVAR,13670,SAN PABLO,2016,2,2
13,BOLIVAR,13670,SAN PABLO,2016,7,1
13,BOLIVAR,13670,SAN PABLO,2017,6,1
13,BOLIVAR,13670,SAN PABLO,2018,2,2
13,BOLIVAR,13670,SAN PABLO,2018,6,2
13,BOLIVAR,13670,SAN PABLO,2018,8,2
13,BOLIVAR,13670,SAN PABLO,2019,1,2
13,BOLIVAR,13670,SAN PABLO,2020,6,1
13,BOLIVAR,13670,SAN PABLO,2020,7,3
13,BOLIVAR,13670,SAN PABLO,2020,9,1
13,BOLIVAR,13670,SAN PABLO,2020,10,2
13,BOLIVAR,13670,SAN PABLO,2020,12,1
13,BOLIVAR,13670,SAN PABLO,2021,10,1
13,BOLIVAR,13670,SAN PABLO,2023,1,1
13,BOLIVAR,13670,SAN PABLO,2023,3,1
13,BOLIVAR,13670,SAN PABLO,2024,2,1
13,BOLIVAR,13683,SANTA ROSA,2004,5,1
13,BOLIVAR,13683,SANTA ROSA,2006,5,1
13,BOLIVAR,13683,SANTA ROSA,2022,2,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2006,7,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2012,2,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2012,5,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2016,1,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2018,3,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2019,6,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2019,11,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2020,1,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2020,6,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2023,8,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2023,10,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2023,11,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2023,12,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,1,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,2,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,3,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,4,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,7,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,8,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,9,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2024,10,4
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,2,4
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,3,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,4,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,6,2
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,7,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,8,4
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,9,1
13,BOLIVAR,13688,SANTA ROSA DEL SUR,2025,10,5
13,BOLIVAR,13744,SIMITI,2007,7,1
13,BOLIVAR,13744,SIMITI,2016,8,1
13,BOLIVAR,13744,SIMITI,2018,1,1
13,BOLIVAR,13744,SIMITI,2019,8,1
13,BOLIVAR,13744,SIMITI,2021,8,1
13,BOLIVAR,13744,SIMITI,2024,1,1
13,BOLIVAR,13744,SIMITI,2024,6,1
13,BOLIVAR,13744,SIMITI,2025,5,1
13,BOLIVAR,13744,SIMITI,2025,10,1
13,BOLIVAR,13810,TIQUISIO,2018,5,1
13,BOLIVAR,13810,TIQUISIO,2018,11,1
13,BOLIVAR,13810,TIQUISIO,2021,5,1
13,BOLIVAR,13810,TIQUISIO,2023,3,1
13,BOLIVAR,13810,TIQUISIO,2025,1,1
13,BOLIVAR,13810,TIQUISIO,2025,3,1
13,BOLIVAR,13836,TURBACO,2016,11,1
13,BOLIVAR,13836,TURBACO,2019,11,1
13,BOLIVAR,13836,TURBACO,2021,10,1
13,BOLIVAR,13873,VILLANUEVA,2003,3,1
13,BOLIVAR,13873,VILLANUEVA,2003,9,1
13,BOLIVAR,13873,VILLANUEVA,2006,9,1
13,BOLIVAR,13894,ZAMBRANO,2003,4,1
13,BOLIVAR,13894,ZAMBRANO,2003,6,1
13,BOLIVAR,13894,ZAMBRANO,2003,9,2
13,BOLIVAR,13894,ZAMBRANO,2003,10,1
13,BOLIVAR,13894,ZAMBRANO,2004,2,1
13,BOLIVAR,13894,ZAMBRANO,2004,5,1
13,BOLIVAR,13894,ZAMBRANO,2006,3,1
13,BOLIVAR,13894,ZAMBRANO,2017,5,1
13,BOLIVAR,13894,ZAMBRANO,2025,9,1
15,BOYACA,15001,TUNJA,2003,3,1
15,BOYACA,15001,TUNJA,2005,11,2
15,BOYACA,15001,TUNJA,2008,7,1
15,BOYACA,15001,TUNJA,2012,3,1
15,BOYACA,15001,TUNJA,2013,8,1
15,BOYACA,15001,TUNJA,2014,11,1
15,BOYACA,15001,TUNJA,2015,4,1
15,BOYACA,15001,TUNJA,2018,10,1
15,BOYACA,15001,TUNJA,2023,3,1
15,BOYACA,15001,TUNJA,2025,11,6
15,BOYACA,15176,CHIQUINQUIRA,2005,1,1
15,BOYACA,15176,CHIQUINQUIRA,2007,1,1
15,BOYACA,15183,CHITA,2003,9,1
15,BOYACA,15183,CHITA,2018,1,1
15,BOYACA,15183,CHITA,2024,7,1
15,BOYACA,15183,CHITA,2025,7,2
15,BOYACA,15204,COMBITA,2025,3,1
15,BOYACA,15223,CUBARA,2010,12,2
15,BOYACA,15223,CUBARA,2012,12,1
15,BOYACA,15223,CUBARA,2013,1,1
15,BOYACA,15223,CUBARA,2014,3,1
15,BOYACA,15223,CUBARA,2014,5,1
15,BOYACA,15223,CUBARA,2014,6,1
15,BOYACA,15223,CUBARA,2014,11,1
15,BOYACA,15223,CUBARA,2016,2,1
15,BOYACA,15223,CUBARA,2016,7,2
15,BOYACA,15223,CUBARA,2016,11,2
15,BOYACA,15223,CUBARA,2017,2,4
15,BOYACA,15223,CUBARA,2017,3,1
15,BOYACA,15223,CUBARA,2018,1,2
15,BOYACA,15223,CUBARA,2018,3,1
15,BOYACA,15223,CUBARA,2018,9,1
15,BOYACA,15223,CUBARA,2018,10,1
15,BOYACA,15223,CUBARA,2018,11,2
15,BOYACA,15223,CUBARA,2019,9,1
15,BOYACA,15223,CUBARA,2019,12,1
15,BOYACA,15223,CUBARA,2023,6,1
15,BOYACA,15223,CUBARA,2024,7,1
15,BOYACA,15223,CUBARA,2024,9,3
15,BOYACA,15223,CUBARA,2024,11,1
15,BOYACA,15238,DUITAMA,2005,8,1
15,BOYACA,15238,DUITAMA,2006,5,1
15,BOYACA,15238,DUITAMA,2006,7,1
15,BOYACA,15238,DUITAMA,2012,9,1
15,BOYACA,15238,DUITAMA,2014,1,1
15,BOYACA,15238,DUITAMA,2014,2,1
15,BOYACA,15238,DUITAMA,2018,8,1
15,BOYACA,15238,DUITAMA,2024,9,1
15,BOYACA,15248,EL ESPINO,2003,4,1
15,BOYACA,15299,GARAGOA,2005,10,1
15,BOYACA,15332,GÜICAN DE LA SIERRA,2015,10,1
15,BOYACA,15367,JENESANO,2005,7,1
15,BOYACA,15368,JERICO,2009,10,1
15,BOYACA,15368,JERICO,2022,12,1
15,BOYACA,15368,JERICO,2024,7,1
15,BOYACA,15377,LABRANZAGRANDE,2003,10,1
15,BOYACA,15377,LABRANZAGRANDE,2005,8,1
15,BOYACA,15377,LABRANZAGRANDE,2010,12,1
15,BOYACA,15403,LA UVITA,2006,11,1
15,BOYACA,15403,LA UVITA,2025,7,1
15,BOYACA,15425,MACANAL,2003,8,1
15,BOYACA,15425,MACANAL,2003,10,1
15,BOYACA,15469,MONIQUIRA,2005,8,1
15,BOYACA,15518,PAJARITO,2003,10,1
15,BOYACA,15518,PAJARITO,2009,11,1
15,BOYACA,15518,PAJARITO,2011,7,1
15,BOYACA,15518,PAJARITO,2011,11,1
15,BOYACA,15518,PAJARITO,2015,8,1
15,BOYACA,15518,PAJARITO,2016,9,1
15,BOYACA,15518,PAJARITO,2018,7,1
15,BOYACA,15518,PAJARITO,2018,10,1
15,BOYACA,15522,PANQUEBA,2025,2,1
15,BOYACA,15522,PANQUEBA,2025,7,1
15,BOYACA,15531,PAUNA,2013,11,1
15,BOYACA,15533,PAYA,2004,2,1
15,BOYACA,15533,PAYA,2004,3,1
15,BOYACA,15533,PAYA,2011,4,1
15,BOYACA,15550,PISBA,2004,1,2
15,BOYACA,15550,PISBA,2004,2,1
15,BOYACA,15550,PISBA,2004,3,4
15,BOYACA,15550,PISBA,2012,8,1
15,BOYACA,15572,PUERTO BOYACA,2018,2,1
15,BOYACA,15646,SAMACA,2025,10,1
15,BOYACA,15667,SAN LUIS DE GACENO,2003,8,1
15,BOYACA,15667,SAN LUIS DE GACENO,2003,11,1
15,BOYACA,15693,SANTA ROSA DE VITERBO,2019,1,1
15,BOYACA,15753,SOATA,2005,8,1
15,BOYACA,15755,SOCOTA,2003,8,1
15,BOYACA,15755,SOCOTA,2009,10,1
15,BOYACA,15755,SOCOTA,2009,11,1
15,BOYACA,15755,SOCOTA,2010,3,1
15,BOYACA,15755,SOCOTA,2025,10,1
15,BOYACA,15757,SOCHA,2003,7,1
15,BOYACA,15757,SOCHA,2009,10,1
15,BOYACA,15759,SOGAMOSO,2007,12,1
15,BOYACA,15759,SOGAMOSO,2008,5,1
15,BOYACA,15759,SOGAMOSO,2012,8,1
15,BOYACA,15759,SOGAMOSO,2014,6,1
15,BOYACA,15759,SOGAMOSO,2025,4,1
15,BOYACA,15764,SORACA,2005,7,1
15,BOYACA,15790,TASCO,2003,8,1
15,BOYACA,15790,TASCO,2006,11,1
15,BOYACA,15804,TIBANA,2003,8,1
15,BOYACA,15806,TIBASOSA,2005,10,1
15,BOYACA,15806,TIBASOSA,2006,10,1
15,BOYACA,15806,TIBASOSA,2025,7,1
17,CALDAS,17001,MANIZALES,2003,1,1
17,CALDAS,17001,MANIZALES,2003,2,2
17,CALDAS,17001,MANIZALES,2003,5,1
17,CALDAS,17001,MANIZALES,2003,7,2
17,CALDAS,17001,MANIZALES,2005,5,1
17,CALDAS,17001,MANIZALES,2005,11,1
17,CALDAS,17001,MANIZALES,2006,10,1
17,CALDAS,17001,MANIZALES,2006,12,1
17,CALDAS,17001,MANIZALES,2007,2,1
17,CALDAS,17001,MANIZALES,2007,3,1
17,CALDAS,17001,MANIZALES,2007,9,1
17,CALDAS,17001,MANIZALES,2008,5,2
17,CALDAS,17001,MANIZALES,2009,6,1
17,CALDAS,17001,MANIZALES,2010,4,1
17,CALDAS,17001,MANIZALES,2010,5,1
17,CALDAS,17001,MANIZALES,2019,3,1
17,CALDAS,17001,MANIZALES,2021,4,3
17,CALDAS,17013,AGUADAS,2007,4,1
17,CALDAS,17013,AGUADAS,2008,6,1
17,CALDAS,17042,ANSERMA,2004,6,2
17,CALDAS,17042,ANSERMA,2005,3,1
17,CALDAS,17042,ANSERMA,2006,3,1
17,CALDAS,17042,ANSERMA,2009,6,1
17,CALDAS,17088,BELALCAZAR,2021,5,1
17,CALDAS,17088,BELALCAZAR,2023,7,1
17,CALDAS,17088,BELALCAZAR,2023,8,2
17,CALDAS,17174,CHINCHINA,2006,9,1
17,CALDAS,17174,CHINCHINA,2008,6,1
17,CALDAS,17174,CHINCHINA,2008,12,1
17,CALDAS,17174,CHINCHINA,2009,4,1
17,CALDAS,17380,LA DORADA,2020,10,1
17,CALDAS,17388,LA MERCED,2003,8,1
17,CALDAS,17388,LA MERCED,2003,9,1
17,CALDAS,17388,LA MERCED,2008,8,1
17,CALDAS,17433,MANZANARES,2005,5,1
17,CALDAS,17433,MANZANARES,2006,3,2
17,CALDAS,17433,MANZANARES,2006,4,1
17,CALDAS,17433,MANZANARES,2006,9,1
17,CALDAS,17442,MARMATO,2005,6,1
17,CALDAS,17446,MARULANDA,2006,3,1
17,CALDAS,17446,MARULANDA,2006,4,1
17,CALDAS,17446,MARULANDA,2006,10,1
17,CALDAS,17446,MARULANDA,2006,11,1
17,CALDAS,17486,NEIRA,2006,8,1
17,CALDAS,17486,NEIRA,2021,4,1
17,CALDAS,17486,NEIRA,2021,5,1
17,CALDAS,17495,NORCASIA,2003,7,1
17,CALDAS,17495,NORCASIA,2004,4,1
17,CALDAS,17541,PENSILVANIA,2003,5,1
17,CALDAS,17541,PENSILVANIA,2004,5,1
17,CALDAS,17541,PENSILVANIA,2004,6,1
17,CALDAS,17541,PENSILVANIA,2004,8,1
17,CALDAS,17541,PENSILVANIA,2006,9,1
17,CALDAS,17541,PENSILVANIA,2006,12,1
17,CALDAS,17541,PENSILVANIA,2008,1,1
17,CALDAS,17541,PENSILVANIA,2008,5,1
17,CALDAS,17541,PENSILVANIA,2018,4,1
17,CALDAS,17541,PENSILVANIA,2018,9,1
17,CALDAS,17541,PENSILVANIA,2019,1,1
17,CALDAS,17541,PENSILVANIA,2019,2,2
17,CALDAS,17614,RIOSUCIO,2003,3,1
17,CALDAS,17614,RIOSUCIO,2006,5,1
17,CALDAS,17614,RIOSUCIO,2019,7,1
17,CALDAS,17614,RIOSUCIO,2020,3,2
17,CALDAS,17614,RIOSUCIO,2020,7,1
17,CALDAS,17653,SALAMINA,2007,6,1
17,CALDAS,17653,SALAMINA,2007,8,2
17,CALDAS,17653,SALAMINA,2008,4,1
17,CALDAS,17662,SAMANA,2003,4,1
17,CALDAS,17662,SAMANA,2004,4,1
17,CALDAS,17662,SAMANA,2004,7,1
17,CALDAS,17662,SAMANA,2005,9,1
17,CALDAS,17662,SAMANA,2006,2,2
17,CALDAS,17662,SAMANA,2006,7,2
17,CALDAS,17662,SAMANA,2006,8,2
17,CALDAS,17662,SAMANA,2006,9,1
17,CALDAS,17662,SAMANA,2006,10,2
17,CALDAS,17662,SAMANA,2007,1,1
17,CALDAS,17662,SAMANA,2007,4,2
17,CALDAS,17662,SAMANA,2007,5,1
17,CALDAS,17662,SAMANA,2007,9,1
17,CALDAS,17662,SAMANA,2007,10,1
17,CALDAS,17662,SAMANA,2008,1,1
17,CALDAS,17662,SAMANA,2008,3,1
17,CALDAS,17662,SAMANA,2009,6,1
17,CALDAS,17662,SAMANA,2016,11,1
17,CALDAS,17662,SAMANA,2018,7,1
17,CALDAS,17662,SAMANA,2019,1,1
17,CALDAS,17665,SAN JOSE,2009,2,1
17,CALDAS,17777,SUPIA,2003,1,1
17,CALDAS,17777,SUPIA,2003,4,1
17,CALDAS,17873,VILLAMARIA,2007,12,1
17,CALDAS,17873,VILLAMARIA,2024,1,1
18,CAQUETA,18001,FLORENCIA,2003,1,1
18,CAQUETA,18001,FLORENCIA,2003,2,3
18,CAQUETA,18001,FLORENCIA,2003,3,2
18,CAQUETA,18001,FLORENCIA,2003,4,2
18,CAQUETA,18001,FLORENCIA,2003,5,1
18,CAQUETA,18001,FLORENCIA,2003,6,1
18,CAQUETA,18001,FLORENCIA,2003,8,3
18,CAQUETA,18001,FLORENCIA,2003,9,3
18,CAQUETA,18001,FLORENCIA,2003,11,1
18,CAQUETA,18001,FLORENCIA,2003,12,1
18,CAQUETA,18001,FLORENCIA,2004,4,1
18,CAQUETA,18001,FLORENCIA,2004,6,3
18,CAQUETA,18001,FLORENCIA,2004,7,1
18,CAQUETA,18001,FLORENCIA,2004,9,1
18,CAQUETA,18001,FLORENCIA,2005,2,1
18,CAQUETA,18001,FLORENCIA,2005,3,7
18,CAQUETA,18001,FLORENCIA,2005,7,1
18,CAQUETA,18001,FLORENCIA,2005,11,1
18,CAQUETA,18001,FLORENCIA,2005,12,2
18,CAQUETA,18001,FLORENCIA,2006,2,4
18,CAQUETA,18001,FLORENCIA,2006,5,1
18,CAQUETA,18001,FLORENCIA,2006,7,1
18,CAQUETA,18001,FLORENCIA,2006,8,1
18,CAQUETA,18001,FLORENCIA,2006,11,1
18,CAQUETA,18001,FLORENCIA,2008,2,1
18,CAQUETA,18001,FLORENCIA,2008,11,2
18,CAQUETA,18001,FLORENCIA,2009,1,1
18,CAQUETA,18001,FLORENCIA,2009,7,1
18,CAQUETA,18001,FLORENCIA,2009,11,1
18,CAQUETA,18001,FLORENCIA,2010,8,1
18,CAQUETA,18001,FLORENCIA,2011,10,1
18,CAQUETA,18001,FLORENCIA,2011,12,1
18,CAQUETA,18001,FLORENCIA,2012,1,1
18,CAQUETA,18001,FLORENCIA,2013,9,1
18,CAQUETA,18001,FLORENCIA,2014,8,1
18,CAQUETA,18001,FLORENCIA,2015,6,1
18,CAQUETA,18001,FLORENCIA,2015,7,2
18,CAQUETA,18001,FLORENCIA,2016,1,2
18,CAQUETA,18001,FLORENCIA,2016,2,2
18,CAQUETA,18001,FLORENCIA,2016,5,1
18,CAQUETA,18001,FLORENCIA,2016,6,2
18,CAQUETA,18001,FLORENCIA,2016,11,1
18,CAQUETA,18001,FLORENCIA,2017,1,1
18,CAQUETA,18001,FLORENCIA,2017,3,2
18,CAQUETA,18001,FLORENCIA,2017,5,1
18,CAQUETA,18001,FLORENCIA,2019,8,1
18,CAQUETA,18001,FLORENCIA,2021,4,1
18,CAQUETA,18001,FLORENCIA,2022,5,1
18,CAQUETA,18001,FLORENCIA,2023,6,1
18,CAQUETA,18001,FLORENCIA,2023,8,1
18,CAQUETA,18001,FLORENCIA,2023,10,1
18,CAQUETA,18001,FLORENCIA,2023,11,1
18,CAQUETA,18001,FLORENCIA,2023,12,1
18,CAQUETA,18001,FLORENCIA,2024,2,1
18,CAQUETA,18001,FLORENCIA,2024,4,2
18,CAQUETA,18001,FLORENCIA,2024,7,3
18,CAQUETA,18001,FLORENCIA,2024,9,1
18,CAQUETA,18001,FLORENCIA,2024,10,1
18,CAQUETA,18001,FLORENCIA,2024,11,2
18,CAQUETA,18001,FLORENCIA,2024,12,1
18,CAQUETA,18001,FLORENCIA,2025,1,2
18,CAQUETA,18001,FLORENCIA,2025,3,1
18,CAQUETA,18001,FLORENCIA,2025,4,2
18,CAQUETA,18001,FLORENCIA,2025,5,2
18,CAQUETA,18001,FLORENCIA,2025,8,1
18,CAQUETA,18001,FLORENCIA,2025,10,3
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2009,3,1
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2013,11,1
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2015,6,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2003,12,3
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2004,5,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2005,8,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2007,2,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2007,5,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2008,12,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2009,2,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2009,3,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2009,4,2
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2010,8,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2010,11,2
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2012,2,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2013,10,2
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,1,3
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,2,2
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,3,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,6,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,8,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,11,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2016,12,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2017,2,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2017,3,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2017,4,2
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2017,5,4
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2017,9,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2019,7,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2019,10,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2021,3,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2023,5,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2024,4,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2024,5,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2024,8,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2024,9,4
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2025,3,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2025,6,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2025,7,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2025,8,1
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2025,9,1
18,CAQUETA,18205,CURILLO,2003,1,1
18,CAQUETA,18205,CURILLO,2003,2,1
18,CAQUETA,18205,CURILLO,2003,7,1
18,CAQUETA,18205,CURILLO,2003,8,1
18,CAQUETA,18205,CURILLO,2004,6,3
18,CAQUETA,18205,CURILLO,2008,5,1
18,CAQUETA,18205,CURILLO,2009,3,1
18,CAQUETA,18205,CURILLO,2015,6,1
18,CAQUETA,18247,EL DONCELLO,2003,1,3
18,CAQUETA,18247,EL DONCELLO,2003,2,1
18,CAQUETA,18247,EL DONCELLO,2003,3,1
18,CAQUETA,18247,EL DONCELLO,2006,2,1
18,CAQUETA,18247,EL DONCELLO,2006,3,1
18,CAQUETA,18247,EL DONCELLO,2007,1,1
18,CAQUETA,18247,EL DONCELLO,2011,8,1
18,CAQUETA,18247,EL DONCELLO,2013,12,1
18,CAQUETA,18247,EL DONCELLO,2017,3,1
18,CAQUETA,18247,EL DONCELLO,2017,4,1
18,CAQUETA,18247,EL DONCELLO,2017,5,1
18,CAQUETA,18247,EL DONCELLO,2017,6,1
18,CAQUETA,18247,EL DONCELLO,2017,8,1
18,CAQUETA,18247,EL DONCELLO,2020,2,1
18,CAQUETA,18247,EL DONCELLO,2023,6,1
18,CAQUETA,18247,EL DONCELLO,2024,6,1
18,CAQUETA,18256,EL PAUJIL,2003,2,1
18,CAQUETA,18256,EL PAUJIL,2003,4,1
18,CAQUETA,18256,EL PAUJIL,2003,7,1
18,CAQUETA,18256,EL PAUJIL,2003,9,1
18,CAQUETA,18256,EL PAUJIL,2004,1,1
18,CAQUETA,18256,EL PAUJIL,2004,7,1
18,CAQUETA,18256,EL PAUJIL,2004,12,1
18,CAQUETA,18256,EL PAUJIL,2005,6,1
18,CAQUETA,18256,EL PAUJIL,2005,7,1
18,CAQUETA,18256,EL PAUJIL,2006,3,1
18,CAQUETA,18256,EL PAUJIL,2007,10,1
18,CAQUETA,18256,EL PAUJIL,2008,10,1
18,CAQUETA,18256,EL PAUJIL,2009,3,1
18,CAQUETA,18256,EL PAUJIL,2009,4,2
18,CAQUETA,18256,EL PAUJIL,2010,5,1
18,CAQUETA,18256,EL PAUJIL,2012,1,1
18,CAQUETA,18256,EL PAUJIL,2012,3,1
18,CAQUETA,18256,EL PAUJIL,2016,1,1
18,CAQUETA,18256,EL PAUJIL,2016,9,2
18,CAQUETA,18256,EL PAUJIL,2016,12,1
18,CAQUETA,18256,EL PAUJIL,2017,2,1
18,CAQUETA,18256,EL PAUJIL,2017,4,1
18,CAQUETA,18256,EL PAUJIL,2017,7,1
18,CAQUETA,18256,EL PAUJIL,2018,3,1
18,CAQUETA,18256,EL PAUJIL,2021,9,1
18,CAQUETA,18256,EL PAUJIL,2025,11,1
18,CAQUETA,18410,LA MONTAÑITA,2003,2,1
18,CAQUETA,18410,LA MONTAÑITA,2003,7,2
18,CAQUETA,18410,LA MONTAÑITA,2003,9,2
18,CAQUETA,18410,LA MONTAÑITA,2004,3,1
18,CAQUETA,18410,LA MONTAÑITA,2004,4,1
18,CAQUETA,18410,LA MONTAÑITA,2004,5,1
18,CAQUETA,18410,LA MONTAÑITA,2004,6,3
18,CAQUETA,18410,LA MONTAÑITA,2004,9,1
18,CAQUETA,18410,LA MONTAÑITA,2004,10,1
18,CAQUETA,18410,LA MONTAÑITA,2004,11,1
18,CAQUETA,18410,LA MONTAÑITA,2004,12,2
18,CAQUETA,18410,LA MONTAÑITA,2005,5,1
18,CAQUETA,18410,LA MONTAÑITA,2005,6,1
18,CAQUETA,18410,LA MONTAÑITA,2005,8,2
18,CAQUETA,18410,LA MONTAÑITA,2005,10,1
18,CAQUETA,18410,LA MONTAÑITA,2006,4,2
18,CAQUETA,18410,LA MONTAÑITA,2006,9,1
18,CAQUETA,18410,LA MONTAÑITA,2006,10,1
18,CAQUETA,18410,LA MONTAÑITA,2008,11,1
18,CAQUETA,18410,LA MONTAÑITA,2009,8,1
18,CAQUETA,18410,LA MONTAÑITA,2016,2,1
18,CAQUETA,18410,LA MONTAÑITA,2016,3,1
18,CAQUETA,18410,LA MONTAÑITA,2016,5,2
18,CAQUETA,18410,LA MONTAÑITA,2016,7,2
18,CAQUETA,18410,LA MONTAÑITA,2016,8,1
18,CAQUETA,18410,LA MONTAÑITA,2017,3,1
18,CAQUETA,18410,LA MONTAÑITA,2017,4,1
18,CAQUETA,18410,LA MONTAÑITA,2017,5,1
18,CAQUETA,18410,LA MONTAÑITA,2019,6,1
18,CAQUETA,18410,LA MONTAÑITA,2020,8,1
18,CAQUETA,18410,LA MONTAÑITA,2023,5,1
18,CAQUETA,18410,LA MONTAÑITA,2025,2,1
18,CAQUETA,18410,LA MONTAÑITA,2025,4,1
18,CAQUETA,18410,LA MONTAÑITA,2025,8,1
18,CAQUETA,18460,MILAN,2003,9,1
18,CAQUETA,18460,MILAN,2003,10,1
18,CAQUETA,18460,MILAN,2004,10,1
18,CAQUETA,18460,MILAN,2006,1,1
18,CAQUETA,18460,MILAN,2006,12,1
