cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,cobertura_2g,cobertura_3g,cobertura_4g,cobertura_lte,cobertura_5g
15,BOYACÁ,15531,PAUNA,2016,1,1,0,0,0
15,BOYACÁ,15531,PAUNA,2017,1,1,0,0,0
15,BOYACÁ,15531,PAUNA,2018,1,1,0,1,0
15,BOYACÁ,15531,PAUNA,2019,1,1,0,1,0
15,BOYACÁ,15531,PAUNA,2020,1,1,0,1,0
15,BOYACÁ,15531,PAUNA,2021,1,1,1,1,0
15,BOYACÁ,15531,PAUNA,2022,1,1,1,0,0
15,BOYACÁ,15531,PAUNA,2023,1,1,1,0,0
15,BOYACÁ,15533,PAYA,2015,1,1,0,0,0
15,BOYACÁ,15533,PAYA,2016,1,1,0,0,0
15,BOYACÁ,15533,PAYA,2017,1,1,0,0,0
15,BOYACÁ,15533,PAYA,2018,1,1,0,1,0
15,BOYACÁ,15533,PAYA,2019,1,1,0,1,0
15,BOYACÁ,15533,PAYA,2020,1,1,0,1,0
15,BOYACÁ,15533,PAYA,2021,1,1,1,1,0
15,BOYACÁ,15533,PAYA,2022,1,1,1,0,0
15,BOYACÁ,15533,PAYA,2023,1,1,1,0,0
15,BOYACÁ,15537,PAZ DE RÍO,2015,1,1,0,0,0
15,BOYACÁ,15537,PAZ DE RÍO,2016,1,1,0,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2017,1,1,0,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2018,1,1,0,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2019,1,1,0,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2020,1,1,0,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2021,1,1,1,1,0
15,BOYACÁ,15537,PAZ DE RÍO,2022,1,1,1,0,0
15,BOYACÁ,15537,PAZ DE RÍO,2023,1,1,1,0,0
15,BOYACÁ,15542,PESCA,2015,1,1,0,0,0
15,BOYACÁ,15542,PESCA,2016,1,1,0,0,0
15,BOYACÁ,15542,PESCA,2017,1,1,0,0,0
15,BOYACÁ,15542,PESCA,2018,1,1,0,1,0
15,BOYACÁ,15542,PESCA,2019,1,1,0,1,0
15,BOYACÁ,15542,PESCA,2020,1,1,0,1,0
15,BOYACÁ,15542,PESCA,2021,1,1,1,1,0
15,BOYACÁ,15542,PESCA,2022,1,1,1,0,0
15,BOYACÁ,15542,PESCA,2023,1,1,1,0,0
15,BOYACÁ,15550,PISBA,2015,1,1,0,0,0
15,BOYACÁ,15550,PISBA,2016,1,1,0,0,0
15,BOYACÁ,15550,PISBA,2017,1,1,0,0,0
15,BOYACÁ,15550,PISBA,2018,1,1,0,1,0
15,BOYACÁ,15550,PISBA,2019,1,1,0,1,0
15,BOYACÁ,15550,PISBA,2020,1,1,0,1,0
15,BOYACÁ,15550,PISBA,2021,1,1,1,1,0
15,BOYACÁ,15550,PISBA,2022,1,1,1,0,0
15,BOYACÁ,15550,PISBA,2023,1,1,1,0,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2015,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2016,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2017,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2018,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2019,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2020,1,1,0,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2021,1,1,1,1,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2022,1,1,1,0,0
15,BOYACÁ,15572,PUERTO BOYACÁ,2023,1,1,1,0,0
15,BOYACÁ,15580,QUÍPAMA,2015,1,1,0,0,0
15,BOYACÁ,15580,QUÍPAMA,2016,1,1,0,0,0
15,BOYACÁ,15580,QUÍPAMA,2017,1,1,0,1,0
15,BOYACÁ,15580,QUÍPAMA,2018,1,1,0,1,0
15,BOYACÁ,15580,QUÍPAMA,2019,1,1,0,1,0
15,BOYACÁ,15580,QUÍPAMA,2020,1,1,0,1,0
15,BOYACÁ,15580,QUÍPAMA,2021,1,1,1,1,0
15,BOYACÁ,15580,QUÍPAMA,2022,1,1,1,0,0
15,BOYACÁ,15580,QUÍPAMA,2023,1,1,1,0,0
15,BOYACÁ,15599,RAMIRIQUÍ,2015,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2016,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2017,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2018,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2019,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2020,1,1,0,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2021,1,1,1,1,0
15,BOYACÁ,15599,RAMIRIQUÍ,2022,1,1,1,0,0
15,BOYACÁ,15599,RAMIRIQUÍ,2023,1,1,1,0,0
15,BOYACÁ,15600,RÁQUIRA,2015,1,1,0,0,0
15,BOYACÁ,15600,RÁQUIRA,2016,1,1,0,1,0
15,BOYACÁ,15600,RÁQUIRA,2017,1,1,0,1,0
15,BOYACÁ,15600,RÁQUIRA,2018,1,1,0,1,0
15,BOYACÁ,15600,RÁQUIRA,2019,1,1,0,1,0
15,BOYACÁ,15600,RÁQUIRA,2020,1,1,0,1,0
15,BOYACÁ,15600,RÁQUIRA,2021,1,1,1,1,0
15,BOYACÁ,15600,RÁQUIRA,2022,1,1,1,0,0
15,BOYACÁ,15600,RÁQUIRA,2023,1,1,1,0,0
15,BOYACÁ,15621,RONDÓN,2015,1,1,0,0,0
15,BOYACÁ,15621,RONDÓN,2016,1,1,0,0,0
15,BOYACÁ,15621,RONDÓN,2017,1,1,0,0,0
15,BOYACÁ,15621,RONDÓN,2018,1,1,0,1,0
15,BOYACÁ,15621,RONDÓN,2019,1,1,0,1,0
15,BOYACÁ,15621,RONDÓN,2020,1,1,0,1,0
15,BOYACÁ,15621,RONDÓN,2021,1,1,1,1,0
15,BOYACÁ,15621,RONDÓN,2022,1,1,1,0,0
15,BOYACÁ,15621,RONDÓN,2023,1,1,1,0,0
15,BOYACÁ,15632,SABOYÁ,2015,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2016,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2017,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2018,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2019,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2020,1,1,0,1,0
15,BOYACÁ,15632,SABOYÁ,2021,1,1,1,1,0
15,BOYACÁ,15632,SABOYÁ,2022,1,1,1,0,0
15,BOYACÁ,15632,SABOYÁ,2023,1,1,1,0,0
15,BOYACÁ,15638,SÁCHICA,2015,1,1,0,0,0
15,BOYACÁ,15638,SÁCHICA,2016,1,1,0,0,0
15,BOYACÁ,15638,SÁCHICA,2017,1,1,0,1,0
15,BOYACÁ,15638,SÁCHICA,2018,1,1,0,1,0
15,BOYACÁ,15638,SÁCHICA,2019,1,1,0,1,0
15,BOYACÁ,15638,SÁCHICA,2020,1,1,0,1,0
15,BOYACÁ,15638,SÁCHICA,2021,1,1,1,1,0
15,BOYACÁ,15638,SÁCHICA,2022,1,1,1,0,0
15,BOYACÁ,15638,SÁCHICA,2023,1,1,1,0,0
15,BOYACÁ,15646,SAMACÁ,2015,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2016,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2017,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2018,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2019,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2020,1,1,0,1,0
15,BOYACÁ,15646,SAMACÁ,2021,1,1,1,1,0
15,BOYACÁ,15646,SAMACÁ,2022,1,1,1,0,0
15,BOYACÁ,15646,SAMACÁ,2023,1,1,1,0,0
15,BOYACÁ,15660,SAN EDUARDO,2015,1,1,0,0,0
15,BOYACÁ,15660,SAN EDUARDO,2016,1,1,0,0,0
15,BOYACÁ,15660,SAN EDUARDO,2017,1,1,0,0,0
15,BOYACÁ,15660,SAN EDUARDO,2018,1,1,0,1,0
15,BOYACÁ,15660,SAN EDUARDO,2019,1,1,0,1,0
15,BOYACÁ,15660,SAN EDUARDO,2020,1,1,0,1,0
15,BOYACÁ,15660,SAN EDUARDO,2021,1,1,1,1,0
15,BOYACÁ,15660,SAN EDUARDO,2022,1,1,1,0,0
15,BOYACÁ,15660,SAN EDUARDO,2023,1,1,1,0,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2015,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2016,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2017,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2018,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2019,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2020,1,1,0,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2021,1,1,1,1,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2022,1,1,1,0,0
15,BOYACÁ,15664,SAN JOSÉ DE PARE,2023,1,1,1,0,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2015,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2016,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2017,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2018,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2019,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2020,1,1,0,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2021,1,1,1,1,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2022,1,1,1,0,0
15,BOYACÁ,15667,SAN LUIS DE GACENO,2023,1,1,1,0,0
15,BOYACÁ,15673,SAN MATEO,2015,1,1,0,0,0
15,BOYACÁ,15673,SAN MATEO,2016,1,1,0,0,0
15,BOYACÁ,15673,SAN MATEO,2017,1,1,0,0,0
15,BOYACÁ,15673,SAN MATEO,2018,1,1,0,1,0
15,BOYACÁ,15673,SAN MATEO,2019,1,1,0,1,0
15,BOYACÁ,15673,SAN MATEO,2020,1,1,0,1,0
15,BOYACÁ,15673,SAN MATEO,2021,1,1,1,1,0
15,BOYACÁ,15673,SAN MATEO,2022,1,1,1,0,0
15,BOYACÁ,15673,SAN MATEO,2023,1,1,1,0,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2015,1,1,0,0,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2016,1,1,0,0,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2017,1,1,0,0,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2018,1,1,0,1,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2019,1,1,0,1,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2020,1,1,0,1,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2021,1,1,1,1,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2022,1,1,1,0,0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,2023,1,1,1,0,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2015,1,1,0,0,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2016,1,1,0,0,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2017,1,1,0,1,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2018,1,1,0,1,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2019,1,1,0,1,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2020,1,1,0,1,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2021,1,1,1,1,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2022,1,1,1,0,0
15,BOYACÁ,15681,SAN PABLO DE BORBUR,2023,1,1,1,0,0
15,BOYACÁ,15686,SANTANA,2015,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2016,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2017,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2018,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2019,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2020,1,1,0,1,0
15,BOYACÁ,15686,SANTANA,2021,1,1,1,1,0
15,BOYACÁ,15686,SANTANA,2022,1,1,1,0,0
15,BOYACÁ,15686,SANTANA,2023,1,1,1,0,0
15,BOYACÁ,15690,SANTA MARÍA,2015,1,1,0,0,0
15,BOYACÁ,15690,SANTA MARÍA,2016,1,1,0,0,0
15,BOYACÁ,15690,SANTA MARÍA,2017,1,1,0,0,0
15,BOYACÁ,15690,SANTA MARÍA,2018,1,1,0,1,0
15,BOYACÁ,15690,SANTA MARÍA,2019,1,1,0,1,0
15,BOYACÁ,15690,SANTA MARÍA,2020,1,1,0,1,0
15,BOYACÁ,15690,SANTA MARÍA,2021,1,1,1,1,0
15,BOYACÁ,15690,SANTA MARÍA,2022,1,1,1,0,0
15,BOYACÁ,15690,SANTA MARÍA,2023,1,1,1,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2015,1,1,0,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2016,1,1,0,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2017,1,1,0,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2018,1,1,0,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2019,1,1,0,1,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2020,1,1,0,1,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2021,1,1,1,1,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2022,1,1,1,0,0
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,2023,1,1,1,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2015,1,1,0,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2016,1,1,0,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2017,1,1,0,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2018,1,1,0,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2019,1,1,0,1,0
15,BOYACÁ,15696,SANTA SOFÍA,2020,1,1,0,1,0
15,BOYACÁ,15696,SANTA SOFÍA,2021,1,1,1,1,0
15,BOYACÁ,15696,SANTA SOFÍA,2022,1,1,1,0,0
15,BOYACÁ,15696,SANTA SOFÍA,2023,1,1,1,0,0
15,BOYACÁ,15720,SATIVANORTE,2015,1,1,0,0,0
15,BOYACÁ,15720,SATIVANORTE,2016,1,1,0,1,0
15,BOYACÁ,15720,SATIVANORTE,2017,1,1,0,1,0
15,BOYACÁ,15720,SATIVANORTE,2018,1,1,0,1,0
15,BOYACÁ,15720,SATIVANORTE,2019,1,1,0,1,0
15,BOYACÁ,15720,SATIVANORTE,2020,1,1,0,1,0
15,BOYACÁ,15720,SATIVANORTE,2021,1,1,1,1,0
15,BOYACÁ,15720,SATIVANORTE,2022,1,1,1,0,0
15,BOYACÁ,15720,SATIVANORTE,2023,1,1,1,0,0
15,BOYACÁ,15723,SATIVASUR,2015,1,1,0,0,0
15,BOYACÁ,15723,SATIVASUR,2016,1,1,0,1,0
15,BOYACÁ,15723,SATIVASUR,2017,1,1,0,1,0
15,BOYACÁ,15723,SATIVASUR,2018,1,1,0,1,0
15,BOYACÁ,15723,SATIVASUR,2019,1,1,0,1,0
15,BOYACÁ,15723,SATIVASUR,2020,1,1,0,1,0
15,BOYACÁ,15723,SATIVASUR,2021,1,1,1,1,0
15,BOYACÁ,15723,SATIVASUR,2022,1,1,1,0,0
15,BOYACÁ,15723,SATIVASUR,2023,1,1,1,0,0
15,BOYACÁ,15740,SIACHOQUE,2015,1,1,0,0,0
15,BOYACÁ,15740,SIACHOQUE,2016,1,1,0,0,0
15,BOYACÁ,15740,SIACHOQUE,2017,1,1,0,1,0
15,BOYACÁ,15740,SIACHOQUE,2018,1,1,0,1,0
15,BOYACÁ,15740,SIACHOQUE,2019,1,1,0,1,0
15,BOYACÁ,15740,SIACHOQUE,2020,1,1,0,1,0
15,BOYACÁ,15740,SIACHOQUE,2021,1,1,1,1,0
15,BOYACÁ,15740,SIACHOQUE,2022,1,1,1,0,0
15,BOYACÁ,15740,SIACHOQUE,2023,1,1,1,0,0
15,BOYACÁ,15753,SOATÁ,2015,1,1,0,0,0
15,BOYACÁ,15753,SOATÁ,2016,1,1,0,1,0
15,BOYACÁ,15753,SOATÁ,2017,1,1,0,1,0
15,BOYACÁ,15753,SOATÁ,2018,1,1,0,1,0
15,BOYACÁ,15753,SOATÁ,2019,1,1,0,1,0
15,BOYACÁ,15753,SOATÁ,2020,1,1,0,1,0
15,BOYACÁ,15753,SOATÁ,2021,1,1,1,1,0
15,BOYACÁ,15753,SOATÁ,2022,1,1,1,0,0
15,BOYACÁ,15753,SOATÁ,2023,1,1,1,0,0
15,BOYACÁ,15755,SOCOTÁ,2015,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2016,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2017,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2018,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2019,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2020,1,1,0,1,0
15,BOYACÁ,15755,SOCOTÁ,2021,1,1,1,1,0
15,BOYACÁ,15755,SOCOTÁ,2022,1,1,1,0,0
15,BOYACÁ,15755,SOCOTÁ,2023,1,1,1,0,0
15,BOYACÁ,15757,SOCHA,2015,1,1,0,0,0
15,BOYACÁ,15757,SOCHA,2016,1,1,0,1,0
15,BOYACÁ,15757,SOCHA,2017,1,1,0,1,0
15,BOYACÁ,15757,SOCHA,2018,1,1,0,1,0
15,BOYACÁ,15757,SOCHA,2019,1,1,0,1,0
15,BOYACÁ,15757,SOCHA,2020,1,1,0,1,0
15,BOYACÁ,15757,SOCHA,2021,1,1,1,1,0
15,BOYACÁ,15757,SOCHA,2022,1,1,1,0,0
15,BOYACÁ,15757,SOCHA,2023,1,1,1,0,0
15,BOYACÁ,15759,SOGAMOSO,2015,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2016,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2017,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2018,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2019,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2020,1,1,0,1,0
15,BOYACÁ,15759,SOGAMOSO,2021,1,1,1,1,0
15,BOYACÁ,15759,SOGAMOSO,2022,1,1,1,0,0
15,BOYACÁ,15759,SOGAMOSO,2023,1,1,1,0,0
15,BOYACÁ,15761,SOMONDOCO,2015,1,1,0,0,0
15,BOYACÁ,15761,SOMONDOCO,2016,1,1,0,0,0
15,BOYACÁ,15761,SOMONDOCO,2017,1,1,0,0,0
15,BOYACÁ,15761,SOMONDOCO,2018,1,1,0,1,0
15,BOYACÁ,15761,SOMONDOCO,2019,1,1,0,1,0
15,BOYACÁ,15761,SOMONDOCO,2020,1,1,0,1,0
15,BOYACÁ,15761,SOMONDOCO,2021,1,1,1,1,0
15,BOYACÁ,15761,SOMONDOCO,2022,1,1,1,0,0
15,BOYACÁ,15761,SOMONDOCO,2023,1,1,1,0,0
15,BOYACÁ,15762,SORA,2015,1,1,0,0,0
15,BOYACÁ,15762,SORA,2016,1,1,0,0,0
15,BOYACÁ,15762,SORA,2017,1,1,0,0,0
15,BOYACÁ,15762,SORA,2018,1,1,0,1,0
15,BOYACÁ,15762,SORA,2019,1,1,0,1,0
15,BOYACÁ,15762,SORA,2020,1,1,0,1,0
15,BOYACÁ,15762,SORA,2021,1,1,1,1,0
15,BOYACÁ,15762,SORA,2022,1,1,1,0,0
15,BOYACÁ,15762,SORA,2023,1,1,1,0,0
15,BOYACÁ,15763,SOTAQUIRÁ,2015,1,1,0,0,0
15,BOYACÁ,15763,SOTAQUIRÁ,2016,1,1,0,0,0
15,BOYACÁ,15763,SOTAQUIRÁ,2017,1,1,0,0,0
15,BOYACÁ,15763,SOTAQUIRÁ,2018,1,1,0,1,0
15,BOYACÁ,15763,SOTAQUIRÁ,2019,1,1,0,1,0
15,BOYACÁ,15763,SOTAQUIRÁ,2020,1,1,0,1,0
15,BOYACÁ,15763,SOTAQUIRÁ,2021,1,1,1,1,0
15,BOYACÁ,15763,SOTAQUIRÁ,2022,1,1,1,0,0
15,BOYACÁ,15763,SOTAQUIRÁ,2023,1,1,1,0,0
15,BOYACÁ,15764,SORACÁ,2015,1,1,0,0,0
15,BOYACÁ,15764,SORACÁ,2016,1,1,0,0,0
15,BOYACÁ,15764,SORACÁ,2017,1,1,0,0,0
15,BOYACÁ,15764,SORACÁ,2018,1,1,0,1,0
15,BOYACÁ,15764,SORACÁ,2019,1,1,0,1,0
15,BOYACÁ,15764,SORACÁ,2020,1,1,0,1,0
15,BOYACÁ,15764,SORACÁ,2021,1,1,1,1,0
15,BOYACÁ,15764,SORACÁ,2022,1,1,1,0,0
15,BOYACÁ,15764,SORACÁ,2023,1,1,1,0,0
15,BOYACÁ,15774,SUSACÓN,2015,1,1,0,0,0
15,BOYACÁ,15774,SUSACÓN,2016,1,1,0,0,0
15,BOYACÁ,15774,SUSACÓN,2017,1,1,0,0,0
15,BOYACÁ,15774,SUSACÓN,2018,1,1,0,1,0
15,BOYACÁ,15774,SUSACÓN,2019,1,1,0,0,0
15,BOYACÁ,15774,SUSACÓN,2020,1,1,0,1,0
15,BOYACÁ,15774,SUSACÓN,2021,1,1,1,1,0
15,BOYACÁ,15774,SUSACÓN,2022,1,1,1,0,0
15,BOYACÁ,15774,SUSACÓN,2023,1,1,1,0,0
15,BOYACÁ,15776,SUTAMARCHÁN,2015,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2016,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2017,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2018,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2019,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2020,1,1,0,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2021,1,1,1,1,0
15,BOYACÁ,15776,SUTAMARCHÁN,2022,1,1,1,0,0
15,BOYACÁ,15776,SUTAMARCHÁN,2023,1,1,1,0,0
15,BOYACÁ,15778,SUTATENZA,2015,1,1,0,0,0
15,BOYACÁ,15778,SUTATENZA,2016,1,1,0,0,0
15,BOYACÁ,15778,SUTATENZA,2017,1,1,0,1,0
15,BOYACÁ,15778,SUTATENZA,2018,1,1,0,1,0
15,BOYACÁ,15778,SUTATENZA,2019,1,1,0,1,0
15,BOYACÁ,15778,SUTATENZA,2020,1,1,0,1,0
15,BOYACÁ,15778,SUTATENZA,2021,1,1,1,1,0
15,BOYACÁ,15778,SUTATENZA,2022,1,1,1,0,0
15,BOYACÁ,15778,SUTATENZA,2023,1,1,1,0,0
15,BOYACÁ,15790,TASCO,2015,1,1,0,0,0
15,BOYACÁ,15790,TASCO,2016,1,1,0,1,0
15,BOYACÁ,15790,TASCO,2017,1,1,0,1,0
15,BOYACÁ,15790,TASCO,2018,1,1,0,1,0
15,BOYACÁ,15790,TASCO,2019,1,1,0,1,0
15,BOYACÁ,15790,TASCO,2020,1,1,0,1,0
15,BOYACÁ,15790,TASCO,2021,1,1,1,1,0
15,BOYACÁ,15790,TASCO,2022,1,1,1,0,0
15,BOYACÁ,15790,TASCO,2023,1,1,1,0,0
15,BOYACÁ,15798,TENZA,2015,1,1,0,0,0
15,BOYACÁ,15798,TENZA,2016,1,1,0,0,0
15,BOYACÁ,15798,TENZA,2017,1,1,0,1,0
15,BOYACÁ,15798,TENZA,2018,1,1,0,1,0
15,BOYACÁ,15798,TENZA,2019,1,1,0,1,0
15,BOYACÁ,15798,TENZA,2020,1,1,0,1,0
15,BOYACÁ,15798,TENZA,2021,1,1,1,1,0
15,BOYACÁ,15798,TENZA,2022,1,1,1,0,0
15,BOYACÁ,15798,TENZA,2023,1,1,1,0,0
15,BOYACÁ,15804,TIBANÁ,2015,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2016,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2017,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2018,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2019,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2020,1,1,0,1,0
15,BOYACÁ,15804,TIBANÁ,2021,1,1,1,1,0
15,BOYACÁ,15804,TIBANÁ,2022,1,1,1,0,0
15,BOYACÁ,15804,TIBANÁ,2023,1,1,1,0,0
15,BOYACÁ,15806,TIBASOSA,2015,1,1,0,0,0
15,BOYACÁ,15806,TIBASOSA,2016,1,1,0,0,0
15,BOYACÁ,15806,TIBASOSA,2017,1,1,0,1,0
15,BOYACÁ,15806,TIBASOSA,2018,1,1,0,1,0
15,BOYACÁ,15806,TIBASOSA,2019,1,1,0,1,0
15,BOYACÁ,15806,TIBASOSA,2020,1,1,0,1,0
15,BOYACÁ,15806,TIBASOSA,2021,1,1,1,1,0
15,BOYACÁ,15806,TIBASOSA,2022,1,1,1,0,0
15,BOYACÁ,15806,TIBASOSA,2023,1,1,1,0,0
15,BOYACÁ,15808,TINJACÁ,2015,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2016,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2017,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2018,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2019,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2020,1,1,0,1,0
15,BOYACÁ,15808,TINJACÁ,2021,1,1,1,1,0
15,BOYACÁ,15808,TINJACÁ,2022,1,1,1,0,0
15,BOYACÁ,15808,TINJACÁ,2023,1,1,1,0,0
15,BOYACÁ,15810,TIPACOQUE,2015,1,1,0,0,0
15,BOYACÁ,15810,TIPACOQUE,2016,1,1,0,0,0
15,BOYACÁ,15810,TIPACOQUE,2017,1,1,0,0,0
15,BOYACÁ,15810,TIPACOQUE,2018,1,1,0,1,0
15,BOYACÁ,15810,TIPACOQUE,2019,1,1,0,1,0
15,BOYACÁ,15810,TIPACOQUE,2020,1,1,0,1,0
15,BOYACÁ,15810,TIPACOQUE,2021,1,1,1,1,0
15,BOYACÁ,15810,TIPACOQUE,2022,1,1,1,0,0
15,BOYACÁ,15810,TIPACOQUE,2023,1,1,1,0,0
15,BOYACÁ,15814,TOCA,2015,1,1,0,0,0
15,BOYACÁ,15814,TOCA,2016,1,1,0,0,0
15,BOYACÁ,15814,TOCA,2017,1,1,0,1,0
15,BOYACÁ,15814,TOCA,2018,1,1,0,1,0
15,BOYACÁ,15814,TOCA,2019,1,1,0,1,0
15,BOYACÁ,15814,TOCA,2020,1,1,0,1,0
15,BOYACÁ,15814,TOCA,2021,1,1,1,1,0
15,BOYACÁ,15814,TOCA,2022,1,1,1,0,0
15,BOYACÁ,15814,TOCA,2023,1,1,1,0,0
15,BOYACÁ,15816,TOGÜÍ,2015,1,1,0,0,0
15,BOYACÁ,15816,TOGÜÍ,2016,1,1,0,0,0
15,BOYACÁ,15816,TOGÜÍ,2017,1,1,0,0,0
