cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,total_cabecera,total_poblacion,total_rural
05,Antioquia,05001,Medellín,2020,2476569,2519592,43023
05,Antioquia,05001,Medellín,2021,2506656,2549008,42352
05,Antioquia,05001,Medellín,2022,2530398,2572350,41952
05,Antioquia,05001,Medellín,2023,2553621,2595300,41679
05,Antioquia,05001,Medellín,2024,2574994,2616335,41341
05,Antioquia,05001,Medellín,2025,2593542,2634570,41028
05,Antioquia,05001,Medellín,2026,2609841,2650662,40821
05,Antioquia,05001,Medellín,2027,2624783,2665474,40691
05,Antioquia,05001,Medellín,2028,2638734,2679376,40642
05,Antioquia,05001,Medellín,2029,2651875,2692600,40725
05,Antioquia,05001,Medellín,2030,2664474,2705382,40908
05,Antioquia,05001,Medellín,2031,2676581,2717720,41139
05,Antioquia,05001,Medellín,2032,2688112,2729504,41392
05,Antioquia,05001,Medellín,2033,2698987,2740613,41626
05,Antioquia,05001,Medellín,2034,2709188,2751052,41864
05,Antioquia,05001,Medellín,2035,2718758,2760854,42096
05,Antioquia,05002,Abejorral,2020,8119,20823,12704
05,Antioquia,05002,Abejorral,2021,8499,20924,12425
05,Antioquia,05002,Abejorral,2022,8799,21109,12310
05,Antioquia,05002,Abejorral,2023,9072,21297,12225
05,Antioquia,05002,Abejorral,2024,9248,21468,12220
05,Antioquia,05002,Abejorral,2025,9369,21622,12253
05,Antioquia,05002,Abejorral,2026,9499,21751,12252
05,Antioquia,05002,Abejorral,2027,9603,21877,12274
05,Antioquia,05002,Abejorral,2028,9679,21975,12296
05,Antioquia,05002,Abejorral,2029,9743,22094,12351
05,Antioquia,05002,Abejorral,2030,9798,22202,12404
05,Antioquia,05002,Abejorral,2031,9834,22295,12461
05,Antioquia,05002,Abejorral,2032,9880,22402,12522
05,Antioquia,05002,Abejorral,2033,9905,22491,12586
05,Antioquia,05002,Abejorral,2034,9925,22584,12659
05,Antioquia,05002,Abejorral,2035,9960,22665,12705
05,Antioquia,05004,Abriaquí,2020,859,2775,1916
05,Antioquia,05004,Abriaquí,2021,904,2777,1873
05,Antioquia,05004,Abriaquí,2022,948,2804,1856
05,Antioquia,05004,Abriaquí,2023,992,2841,1849
05,Antioquia,05004,Abriaquí,2024,999,2855,1856
05,Antioquia,05004,Abriaquí,2025,1029,2872,1843
05,Antioquia,05004,Abriaquí,2026,1041,2903,1862
05,Antioquia,05004,Abriaquí,2027,1055,2919,1864
05,Antioquia,05004,Abriaquí,2028,1067,2936,1869
05,Antioquia,05004,Abriaquí,2029,1080,2951,1871
05,Antioquia,05004,Abriaquí,2030,1077,2967,1890
05,Antioquia,05004,Abriaquí,2031,1085,2983,1898
05,Antioquia,05004,Abriaquí,2032,1089,2989,1900
05,Antioquia,05004,Abriaquí,2033,1098,3008,1910
05,Antioquia,05004,Abriaquí,2034,1093,3009,1916
05,Antioquia,05004,Abriaquí,2035,1091,3021,1930
05,Antioquia,05021,Alejandría,2020,2687,4790,2103
05,Antioquia,05021,Alejandría,2021,2775,4845,2070
05,Antioquia,05021,Alejandría,2022,2830,4874,2044
05,Antioquia,05021,Alejandría,2023,2886,4912,2026
05,Antioquia,05021,Alejandría,2024,2932,4955,2023
05,Antioquia,05021,Alejandría,2025,2960,4989,2029
05,Antioquia,05021,Alejandría,2026,2995,5015,2020
05,Antioquia,05021,Alejandría,2027,3034,5047,2013
05,Antioquia,05021,Alejandría,2028,3045,5074,2029
05,Antioquia,05021,Alejandría,2029,3066,5098,2032
05,Antioquia,05021,Alejandría,2030,3079,5110,2031
05,Antioquia,05021,Alejandría,2031,3100,5136,2036
05,Antioquia,05021,Alejandría,2032,3121,5182,2061
05,Antioquia,05021,Alejandría,2033,3121,5186,2065
05,Antioquia,05021,Alejandría,2034,3139,5218,2079
05,Antioquia,05021,Alejandría,2035,3144,5240,2096
05,Antioquia,05030,Amagá,2020,15233,31262,16029
05,Antioquia,05030,Amagá,2021,15807,31548,15741
05,Antioquia,05030,Amagá,2022,16246,31851,15605
05,Antioquia,05030,Amagá,2023,16636,32142,15506
05,Antioquia,05030,Amagá,2024,16924,32412,15488
05,Antioquia,05030,Amagá,2025,17156,32628,15472
05,Antioquia,05030,Amagá,2026,17358,32821,15463
05,Antioquia,05030,Amagá,2027,17515,33006,15491
05,Antioquia,05030,Amagá,2028,17667,33176,15509
05,Antioquia,05030,Amagá,2029,17791,33352,15561
05,Antioquia,05030,Amagá,2030,17870,33499,15629
05,Antioquia,05030,Amagá,2031,17939,33661,15722
05,Antioquia,05030,Amagá,2032,17987,33781,15794
05,Antioquia,05030,Amagá,2033,18043,33946,15903
05,Antioquia,05030,Amagá,2034,18101,34064,15963
05,Antioquia,05030,Amagá,2035,18163,34193,16030
05,Antioquia,05031,Amalfi,2020,15492,26876,11384
05,Antioquia,05031,Amalfi,2021,15951,27155,11204
05,Antioquia,05031,Amalfi,2022,16303,27398,11095
05,Antioquia,05031,Amalfi,2023,16624,27637,11013
05,Antioquia,05031,Amalfi,2024,16865,27846,10981
05,Antioquia,05031,Amalfi,2025,17098,28059,10961
05,Antioquia,05031,Amalfi,2026,17276,28227,10951
05,Antioquia,05031,Amalfi,2027,17432,28372,10940
05,Antioquia,05031,Amalfi,2028,17564,28537,10973
05,Antioquia,05031,Amalfi,2029,17655,28660,11005
05,Antioquia,05031,Amalfi,2030,17750,28815,11065
05,Antioquia,05031,Amalfi,2031,17819,28936,11117
05,Antioquia,05031,Amalfi,2032,17883,29055,11172
05,Antioquia,05031,Amalfi,2033,17948,29162,11214
05,Antioquia,05031,Amalfi,2034,18015,29284,11269
05,Antioquia,05031,Amalfi,2035,18048,29377,11329
05,Antioquia,05034,Andes,2020,21657,44614,22957
05,Antioquia,05034,Andes,2021,22444,44983,22539
05,Antioquia,05034,Andes,2022,23070,45394,22324
05,Antioquia,05034,Andes,2023,23621,45796,22175
05,Antioquia,05034,Andes,2024,24037,46183,22146
05,Antioquia,05034,Andes,2025,24343,46485,22142
05,Antioquia,05034,Andes,2026,24651,46783,22132
05,Antioquia,05034,Andes,2027,24890,47053,22163
05,Antioquia,05034,Andes,2028,25094,47298,22204
05,Antioquia,05034,Andes,2029,25262,47538,22276
05,Antioquia,05034,Andes,2030,25387,47764,22377
05,Antioquia,05034,Andes,2031,25482,47980,22498
05,Antioquia,05034,Andes,2032,25593,48201,22608
05,Antioquia,05034,Andes,2033,25672,48401,22729
05,Antioquia,05034,Andes,2034,25754,48589,22835
05,Antioquia,05034,Andes,2035,25829,48778,22949
05,Antioquia,05036,Angelópolis,2020,2364,5905,3541
05,Antioquia,05036,Angelópolis,2021,2477,5963,3486
05,Antioquia,05036,Angelópolis,2022,2554,6010,3456
05,Antioquia,05036,Angelópolis,2023,2640,6082,3442
05,Antioquia,05036,Angelópolis,2024,2675,6109,3434
05,Antioquia,05036,Angelópolis,2025,2738,6183,3445
05,Antioquia,05036,Angelópolis,2026,2761,6204,3443
05,Antioquia,05036,Angelópolis,2027,2791,6245,3454
05,Antioquia,05036,Angelópolis,2028,2824,6276,3452
05,Antioquia,05036,Angelópolis,2029,2835,6304,3469
05,Antioquia,05036,Angelópolis,2030,2855,6331,3476
05,Antioquia,05036,Angelópolis,2031,2869,6375,3506
05,Antioquia,05036,Angelópolis,2032,2885,6412,3527
05,Antioquia,05036,Angelópolis,2033,2893,6425,3532
05,Antioquia,05036,Angelópolis,2034,2883,6436,3553
05,Antioquia,05036,Angelópolis,2035,2887,6464,3577
05,Antioquia,05038,Angostura,2020,2700,11742,9042
05,Antioquia,05038,Angostura,2021,2953,11783,8830
05,Antioquia,05038,Angostura,2022,3152,11909,8757
05,Antioquia,05038,Angostura,2023,3311,12005,8694
05,Antioquia,05038,Angostura,2024,3385,12121,8736
05,Antioquia,05038,Angostura,2025,3439,12190,8751
05,Antioquia,05038,Angostura,2026,3484,12271,8787
05,Antioquia,05038,Angostura,2027,3533,12344,8811
05,Antioquia,05038,Angostura,2028,3567,12400,8833
05,Antioquia,05038,Angostura,2029,3601,12463,8862
05,Antioquia,05038,Angostura,2030,3603,12523,8920
05,Antioquia,05038,Angostura,2031,3616,12580,8964
05,Antioquia,05038,Angostura,2032,3619,12623,9004
05,Antioquia,05038,Angostura,2033,3653,12679,9026
05,Antioquia,05038,Angostura,2034,3659,12752,9093
05,Antioquia,05038,Angostura,2035,3665,12795,9130
05,Antioquia,05040,Anorí,2020,8285,18978,10693
05,Antioquia,05040,Anorí,2021,8662,19192,10530
05,Antioquia,05040,Anorí,2022,8930,19349,10419
05,Antioquia,05040,Anorí,2023,9166,19527,10361
05,Antioquia,05040,Anorí,2024,9334,19675,10341
05,Antioquia,05040,Anorí,2025,9469,19812,10343
05,Antioquia,05040,Anorí,2026,9575,19933,10358
05,Antioquia,05040,Anorí,2027,9672,20033,10361
05,Antioquia,05040,Anorí,2028,9758,20144,10386
05,Antioquia,05040,Anorí,2029,9820,20241,10421
05,Antioquia,05040,Anorí,2030,9873,20338,10465
05,Antioquia,05040,Anorí,2031,9903,20435,10532
05,Antioquia,05040,Anorí,2032,9950,20525,10575
05,Antioquia,05040,Anorí,2033,9972,20611,10639
05,Antioquia,05040,Anorí,2034,10000,20670,10670
05,Antioquia,05040,Anorí,2035,10022,20750,10728
05,Antioquia,05042,Santafé de Antioquia,2020,17627,27071,9444
05,Antioquia,05042,Santafé de Antioquia,2021,18042,27327,9285
05,Antioquia,05042,Santafé de Antioquia,2022,18390,27596,9206
05,Antioquia,05042,Santafé de Antioquia,2023,18695,27831,9136
05,Antioquia,05042,Santafé de Antioquia,2024,18957,28049,9092
05,Antioquia,05042,Santafé de Antioquia,2025,19176,28246,9070
05,Antioquia,05042,Santafé de Antioquia,2026,19364,28422,9058
05,Antioquia,05042,Santafé de Antioquia,2027,19534,28588,9054
05,Antioquia,05042,Santafé de Antioquia,2028,19669,28726,9057
05,Antioquia,05042,Santafé de Antioquia,2029,19774,28863,9089
05,Antioquia,05042,Santafé de Antioquia,2030,19884,29013,9129
05,Antioquia,05042,Santafé de Antioquia,2031,19974,29143,9169
05,Antioquia,05042,Santafé de Antioquia,2032,20034,29259,9225
05,Antioquia,05042,Santafé de Antioquia,2033,20112,29378,9266
05,Antioquia,05042,Santafé de Antioquia,2034,20180,29499,9319
05,Antioquia,05042,Santafé de Antioquia,2035,20234,29593,9359
05,Antioquia,05044,Anzá,2020,1339,7230,5891
05,Antioquia,05044,Anzá,2021,1509,7281,5772
05,Antioquia,05044,Anzá,2022,1621,7341,5720
05,Antioquia,05044,Anzá,2023,1736,7433,5697
05,Antioquia,05044,Anzá,2024,1778,7483,5705
05,Antioquia,05044,Anzá,2025,1792,7537,5745
05,Antioquia,05044,Anzá,2026,1819,7571,5752
05,Antioquia,05044,Anzá,2027,1851,7612,5761
05,Antioquia,05044,Anzá,2028,1882,7671,5789
05,Antioquia,05044,Anzá,2029,1895,7704,5809
05,Antioquia,05044,Anzá,2030,1890,7735,5845
05,Antioquia,05044,Anzá,2031,1895,7758,5863
05,Antioquia,05044,Anzá,2032,1898,7799,5901
05,Antioquia,05044,Anzá,2033,1924,7846,5922
05,Antioquia,05044,Anzá,2034,1914,7866,5952
05,Antioquia,05044,Anzá,2035,1927,7909,5982
05,Antioquia,05045,Apartadó,2020,106016,126239,20223
05,Antioquia,05045,Apartadó,2021,108091,128054,19963
05,Antioquia,05045,Apartadó,2022,109450,129245,19795
05,Antioquia,05045,Apartadó,2023,110726,130362,19636
05,Antioquia,05045,Apartadó,2024,111893,131422,19529
05,Antioquia,05045,Apartadó,2025,112909,132328,19419
05,Antioquia,05045,Apartadó,2026,113793,133140,19347
05,Antioquia,05045,Apartadó,2027,114579,133885,19306
05,Antioquia,05045,Apartadó,2028,115265,134567,19302
05,Antioquia,05045,Apartadó,2029,115880,135228,19348
05,Antioquia,05045,Apartadó,2030,116424,135863,19439
05,Antioquia,05045,Apartadó,2031,116940,136494,19554
05,Antioquia,05045,Apartadó,2032,117412,137070,19658
05,Antioquia,05045,Apartadó,2033,117853,137615,19762
05,Antioquia,05045,Apartadó,2034,118260,138139,19879
05,Antioquia,05045,Apartadó,2035,118651,138614,19963
05,Antioquia,05051,Arboletes,2020,10498,30663,20165
05,Antioquia,05051,Arboletes,2021,11212,31156,19944
05,Antioquia,05051,Arboletes,2022,11701,31470,19769
05,Antioquia,05051,Arboletes,2023,12142,31853,19711
05,Antioquia,05051,Arboletes,2024,12417,32192,19775
05,Antioquia,05051,Arboletes,2025,12642,32478,19836
05,Antioquia,05051,Arboletes,2026,12831,32722,19891
05,Antioquia,05051,Arboletes,2027,12997,32996,19999
05,Antioquia,05051,Arboletes,2028,13147,33243,20096
05,Antioquia,05051,Arboletes,2029,13267,33477,20210
05,Antioquia,05051,Arboletes,2030,13351,33687,20336
05,Antioquia,05051,Arboletes,2031,13436,33941,20505
05,Antioquia,05051,Arboletes,2032,13518,34170,20652
05,Antioquia,05051,Arboletes,2033,13576,34360,20784
05,Antioquia,05051,Arboletes,2034,13643,34565,20922
05,Antioquia,05051,Arboletes,2035,13714,34795,21081
05,Antioquia,05055,Argelia,2020,3681,7828,4147
05,Antioquia,05055,Argelia,2021,3795,7831,4036
05,Antioquia,05055,Argelia,2022,3896,7903,4007
05,Antioquia,05055,Argelia,2023,3996,7975,3979
05,Antioquia,05055,Argelia,2024,4056,8024,3968
05,Antioquia,05055,Argelia,2025,4119,8075,3956
05,Antioquia,05055,Argelia,2026,4161,8132,3971
05,Antioquia,05055,Argelia,2027,4208,8181,3973
05,Antioquia,05055,Argelia,2028,4229,8210,3981
05,Antioquia,05055,Argelia,2029,4265,8264,3999
05,Antioquia,05055,Argelia,2030,4289,8288,3999
05,Antioquia,05055,Argelia,2031,4306,8327,4021
05,Antioquia,05055,Argelia,2032,4330,8376,4046
05,Antioquia,05055,Argelia,2033,4340,8400,4060
05,Antioquia,05055,Argelia,2034,4339,8438,4099
05,Antioquia,05055,Argelia,2035,4364,8455,4091
05,Antioquia,05059,Armenia,2020,1829,5241,3412
05,Antioquia,05059,Armenia,2021,1929,5271,3342
05,Antioquia,05059,Armenia,2022,2010,5314,3304
05,Antioquia,05059,Armenia,2023,2078,5358,3280
05,Antioquia,05059,Armenia,2024,2126,5404,3278
05,Antioquia,05059,Armenia,2025,2146,5450,3304
05,Antioquia,05059,Armenia,2026,2177,5471,3294
05,Antioquia,05059,Armenia,2027,2213,5513,3300
05,Antioquia,05059,Armenia,2028,2228,5535,3307
05,Antioquia,05059,Armenia,2029,2239,5560,3321
05,Antioquia,05059,Armenia,2030,2260,5595,3335
05,Antioquia,05059,Armenia,2031,2257,5619,3362
05,Antioquia,05059,Armenia,2032,2264,5633,3369
05,Antioquia,05059,Armenia,2033,2280,5676,3396
05,Antioquia,05059,Armenia,2034,2290,5676,3386
05,Antioquia,05059,Armenia,2035,2280,5698,3418
05,Antioquia,05079,Barbosa,2020,23771,53996,30225
05,Antioquia,05079,Barbosa,2021,24868,54639,29771
05,Antioquia,05079,Barbosa,2022,25639,55137,29498
05,Antioquia,05079,Barbosa,2023,26343,55649,29306
05,Antioquia,05079,Barbosa,2024,26808,56103,29295
05,Antioquia,05079,Barbosa,2025,27216,56505,29289
05,Antioquia,05079,Barbosa,2026,27547,56866,29319
05,Antioquia,05079,Barbosa,2027,27825,57178,29353
05,Antioquia,05079,Barbosa,2028,28063,57484,29421
05,Antioquia,05079,Barbosa,2029,28234,57763,29529
05,Antioquia,05079,Barbosa,2030,28379,58050,29671
05,Antioquia,05079,Barbosa,2031,28499,58321,29822
05,Antioquia,05079,Barbosa,2032,28599,58575,29976
05,Antioquia,05079,Barbosa,2033,28699,58818,30119
05,Antioquia,05079,Barbosa,2034,28774,59045,30271
05,Antioquia,05079,Barbosa,2035,28865,59279,30414
05,Antioquia,05086,Belmira,2020,1697,6166,4469
05,Antioquia,05086,Belmira,2021,1843,6235,4392
05,Antioquia,05086,Belmira,2022,1941,6294,4353
05,Antioquia,05086,Belmira,2023,2032,6356,4324
05,Antioquia,05086,Belmira,2024,2066,6405,4339
05,Antioquia,05086,Belmira,2025,2090,6436,4346
05,Antioquia,05086,Belmira,2026,2132,6479,4347
05,Antioquia,05086,Belmira,2027,2152,6519,4367
05,Antioquia,05086,Belmira,2028,2169,6558,4389
05,Antioquia,05086,Belmira,2029,2186,6575,4389
05,Antioquia,05086,Belmira,2030,2193,6610,4417
05,Antioquia,05086,Belmira,2031,2210,6646,4436
05,Antioquia,05086,Belmira,2032,2230,6685,4455
05,Antioquia,05086,Belmira,2033,2211,6700,4489
05,Antioquia,05086,Belmira,2034,2231,6734,4503
05,Antioquia,05086,Belmira,2035,2234,6763,4529
05,Antioquia,05088,Bello,2020,529036,544549,15513
05,Antioquia,05088,Bello,2021,536766,552073,15307
05,Antioquia,05088,Bello,2022,541917,557071,15154
05,Antioquia,05088,Bello,2023,546902,561955,15053
05,Antioquia,05088,Bello,2024,551525,566456,14931
05,Antioquia,05088,Bello,2025,555509,570329,14820
05,Antioquia,05088,Bello,2026,559020,573769,14749
05,Antioquia,05088,Bello,2027,562182,576889,14707
05,Antioquia,05088,Bello,2028,565149,579837,14688
05,Antioquia,05088,Bello,2029,567955,582669,14714
05,Antioquia,05088,Bello,2030,570593,585374,14781
05,Antioquia,05088,Bello,2031,573087,587955,14868
05,Antioquia,05088,Bello,2032,575484,590446,14962
05,Antioquia,05088,Bello,2033,577760,592795,15035
05,Antioquia,05088,Bello,2034,579881,594998,15117
05,Antioquia,05088,Bello,2035,581834,597042,15208
05,Antioquia,05091,Betania,2020,3799,10566,6767
05,Antioquia,05091,Betania,2021,3992,10608,6616
05,Antioquia,05091,Betania,2022,4155,10718,6563
05,Antioquia,05091,Betania,2023,4292,10808,6516
05,Antioquia,05091,Betania,2024,4374,10892,6518
05,Antioquia,05091,Betania,2025,4452,10985,6533
05,Antioquia,05091,Betania,2026,4496,11029,6533
05,Antioquia,05091,Betania,2027,4561,11108,6547
05,Antioquia,05091,Betania,2028,4607,11168,6561
05,Antioquia,05091,Betania,2029,4616,11208,6592
05,Antioquia,05091,Betania,2030,4648,11262,6614
05,Antioquia,05091,Betania,2031,4673,11326,6653
05,Antioquia,05091,Betania,2032,4679,11370,6691
05,Antioquia,05091,Betania,2033,4698,11421,6723
05,Antioquia,05091,Betania,2034,4716,11471,6755
05,Antioquia,05091,Betania,2035,4725,11498,6773
05,Antioquia,05093,Betulia,2020,4569,16059,11490
05,Antioquia,05093,Betulia,2021,4910,16178,11268
05,Antioquia,05093,Betulia,2022,5157,16320,11163
05,Antioquia,05093,Betulia,2023,5393,16485,11092
05,Antioquia,05093,Betulia,2024,5487,16604,11117
05,Antioquia,05093,Betulia,2025,5588,16722,11134
05,Antioquia,05093,Betulia,2026,5660,16826,11166
05,Antioquia,05093,Betulia,2027,5729,16921,11192
05,Antioquia,05093,Betulia,2028,5784,17021,11237
05,Antioquia,05093,Betulia,2029,5833,17096,11263
05,Antioquia,05093,Betulia,2030,5847,17183,11336
05,Antioquia,05093,Betulia,2031,5876,17274,11398
05,Antioquia,05093,Betulia,2032,5894,17332,11438
05,Antioquia,05093,Betulia,2033,5917,17416,11499
05,Antioquia,05093,Betulia,2034,5930,17487,11557
05,Antioquia,05093,Betulia,2035,5947,17545,11598
05,Antioquia,05101,Ciudad Bolívar,2020,16602,26828,10226
05,Antioquia,05101,Ciudad Bolívar,2021,16964,26971,10007
05,Antioquia,05101,Ciudad Bolívar,2022,17309,27229,9920
05,Antioquia,05101,Ciudad Bolívar,2023,17609,27458,9849
05,Antioquia,05101,Ciudad Bolívar,2024,17880,27711,9831
05,Antioquia,05101,Ciudad Bolívar,2025,18093,27884,9791
05,Antioquia,05101,Ciudad Bolívar,2026,18291,28074,9783
05,Antioquia,05101,Ciudad Bolívar,2027,18448,28235,9787
05,Antioquia,05101,Ciudad Bolívar,2028,18577,28379,9802
05,Antioquia,05101,Ciudad Bolívar,2029,18703,28529,9826
05,Antioquia,05101,Ciudad Bolívar,2030,18803,28664,9861
05,Antioquia,05101,Ciudad Bolívar,2031,18861,28781,9920
05,Antioquia,05101,Ciudad Bolívar,2032,18952,28924,9972
05,Antioquia,05101,Ciudad Bolívar,2033,19005,29045,10040
05,Antioquia,05101,Ciudad Bolívar,2034,19067,29136,10069
05,Antioquia,05101,Ciudad Bolívar,2035,19133,29260,10127
05,Antioquia,05107,Briceño,2020,2804,8241,5437
05,Antioquia,05107,Briceño,2021,2975,8311,5336
05,Antioquia,05107,Briceño,2022,3105,8389,5284
05,Antioquia,05107,Briceño,2023,3224,8473,5249
05,Antioquia,05107,Briceño,2024,3265,8523,5258
05,Antioquia,05107,Briceño,2025,3329,8599,5270
05,Antioquia,05107,Briceño,2026,3371,8640,5269
05,Antioquia,05107,Briceño,2027,3404,8682,5278
05,Antioquia,05107,Briceño,2028,3433,8739,5306
05,Antioquia,05107,Briceño,2029,3458,8771,5313
05,Antioquia,05107,Briceño,2030,3470,8814,5344
05,Antioquia,05107,Briceño,2031,3489,8872,5383
05,Antioquia,05107,Briceño,2032,3509,8902,5393
05,Antioquia,05107,Briceño,2033,3510,8929,5419
05,Antioquia,05107,Briceño,2034,3525,8981,5456
05,Antioquia,05107,Briceño,2035,3533,9009,5476
05,Antioquia,05113,Buriticá,2020,2382,9679,7297
05,Antioquia,05113,Buriticá,2021,2602,9764,7162
05,Antioquia,05113,Buriticá,2022,2740,9849,7109
05,Antioquia,05113,Buriticá,2023,2880,9925,7045
05,Antioquia,05113,Buriticá,2024,2949,10017,7068
05,Antioquia,05113,Buriticá,2025,3006,10105,7099
05,Antioquia,05113,Buriticá,2026,3034,10150,7116
05,Antioquia,05113,Buriticá,2027,3075,10212,7137
05,Antioquia,05113,Buriticá,2028,3119,10253,7134
05,Antioquia,05113,Buriticá,2029,3137,10321,7184
05,Antioquia,05113,Buriticá,2030,3146,10364,7218
05,Antioquia,05113,Buriticá,2031,3161,10402,7241
05,Antioquia,05113,Buriticá,2032,3168,10461,7293
05,Antioquia,05113,Buriticá,2033,3177,10491,7314
05,Antioquia,05113,Buriticá,2034,3185,10532,7347
05,Antioquia,05113,Buriticá,2035,3191,10582,7391
05,Antioquia,05120,Cáceres,2020,5704,30047,24343
05,Antioquia,05120,Cáceres,2021,6412,30370,23958
05,Antioquia,05120,Cáceres,2022,6922,30642,23720
05,Antioquia,05120,Cáceres,2023,7351,30925,23574
05,Antioquia,05120,Cáceres,2024,7512,31160,23648
05,Antioquia,05120,Cáceres,2025,7637,31368,23731
05,Antioquia,05120,Cáceres,2026,7758,31563,23805
05,Antioquia,05120,Cáceres,2027,7841,31727,23886
05,Antioquia,05120,Cáceres,2028,7918,31890,23972
05,Antioquia,05120,Cáceres,2029,7993,32056,24063
05,Antioquia,05120,Cáceres,2030,8023,32196,24173
05,Antioquia,05120,Cáceres,2031,8048,32353,24305
05,Antioquia,05120,Cáceres,2032,8074,32476,24402
05,Antioquia,05120,Cáceres,2033,8101,32621,24520
05,Antioquia,05120,Cáceres,2034,8115,32744,24629
05,Antioquia,05120,Cáceres,2035,8132,32856,24724
05,Antioquia,05125,Caicedo,2020,1758,8558,6800
05,Antioquia,05125,Caicedo,2021,1967,8640,6673
05,Antioquia,05125,Caicedo,2022,2106,8727,6621
05,Antioquia,05125,Caicedo,2023,2222,8798,6576
05,Antioquia,05125,Caicedo,2024,2271,8870,6599
05,Antioquia,05125,Caicedo,2025,2315,8938,6623
05,Antioquia,05125,Caicedo,2026,2359,9002,6643
05,Antioquia,05125,Caicedo,2027,2383,9073,6690
05,Antioquia,05125,Caicedo,2028,2411,9101,6690
05,Antioquia,05125,Caicedo,2029,2416,9132,6716
05,Antioquia,05125,Caicedo,2030,2436,9196,6760
05,Antioquia,05125,Caicedo,2031,2445,9231,6786
05,Antioquia,05125,Caicedo,2032,2444,9257,6813
05,Antioquia,05125,Caicedo,2033,2458,9302,6844
05,Antioquia,05125,Caicedo,2034,2460,9329,6869
05,Antioquia,05125,Caicedo,2035,2475,9371,6896
05,Antioquia,05129,Caldas,2020,66917,82827,15910
05,Antioquia,05129,Caldas,2021,68174,83850,15676
05,Antioquia,05129,Caldas,2022,69100,84631,15531
05,Antioquia,05129,Caldas,2023,69957,85385,15428
05,Antioquia,05129,Caldas,2024,70755,86081,15326
05,Antioquia,05129,Caldas,2025,71410,86667,15257
05,Antioquia,05129,Caldas,2026,72014,87216,15202
05,Antioquia,05129,Caldas,2027,72518,87689,15171
05,Antioquia,05129,Caldas,2028,72982,88161,15179
05,Antioquia,05129,Caldas,2029,73385,88599,15214
05,Antioquia,05129,Caldas,2030,73737,89014,15277
05,Antioquia,05129,Caldas,2031,74055,89427,15372
05,Antioquia,05129,Caldas,2032,74363,89831,15468
05,Antioquia,05129,Caldas,2033,74647,90191,15544
05,Antioquia,05129,Caldas,2034,74920,90553,15633
05,Antioquia,05129,Caldas,2035,75152,90860,15708
05,Antioquia,05134,Campamento,2020,2696,9426,6730
05,Antioquia,05134,Campamento,2021,2902,9494,6592
05,Antioquia,05134,Campamento,2022,3055,9587,6532
05,Antioquia,05134,Campamento,2023,3187,9671,6484
05,Antioquia,05134,Campamento,2024,3247,9755,6508
05,Antioquia,05134,Campamento,2025,3310,9839,6529
05,Antioquia,05134,Campamento,2026,3353,9874,6521
05,Antioquia,05134,Campamento,2027,3382,9928,6546
05,Antioquia,05134,Campamento,2028,3413,9992,6579
05,Antioquia,05134,Campamento,2029,3448,10052,6604
05,Antioquia,05134,Campamento,2030,3459,10092,6633
05,Antioquia,05134,Campamento,2031,3474,10142,6668
05,Antioquia,05134,Campamento,2032,3493,10188,6695
05,Antioquia,05134,Campamento,2033,3491,10235,6744
05,Antioquia,05134,Campamento,2034,3495,10262,6767
05,Antioquia,05134,Campamento,2035,3521,10307,6786
05,Antioquia,05138,Cañasgordas,2020,5396,15889,10493
05,Antioquia,05138,Cañasgordas,2021,5687,15959,10272
05,Antioquia,05138,Cañasgordas,2022,5927,16097,10170
05,Antioquia,05138,Cañasgordas,2023,6142,16256,10114
05,Antioquia,05138,Cañasgordas,2024,6258,16371,10113
05,Antioquia,05138,Cañasgordas,2025,6357,16487,10130
05,Antioquia,05138,Cañasgordas,2026,6445,16591,10146
05,Antioquia,05138,Cañasgordas,2027,6531,16692,10161
05,Antioquia,05138,Cañasgordas,2028,6589,16783,10194
05,Antioquia,05138,Cañasgordas,2029,6630,16853,10223
05,Antioquia,05138,Cañasgordas,2030,6651,16924,10273
05,Antioquia,05138,Cañasgordas,2031,6695,17027,10332
05,Antioquia,05138,Cañasgordas,2032,6707,17101,10394
05,Antioquia,05138,Cañasgordas,2033,6713,17150,10437
05,Antioquia,05138,Cañasgordas,2034,6742,17233,10491
05,Antioquia,05138,Cañasgordas,2035,6754,17299,10545
05,Antioquia,05142,Caracolí,2020,2885,4691,1806
05,Antioquia,05142,Caracolí,2021,2953,4715,1762
05,Antioquia,05142,Caracolí,2022,3001,4744,1743
05,Antioquia,05142,Caracolí,2023,3058,4781,1723
05,Antioquia,05142,Caracolí,2024,3100,4824,1724
05,Antioquia,05142,Caracolí,2025,3141,4850,1709
05,Antioquia,05142,Caracolí,2026,3185,4894,1709
05,Antioquia,05142,Caracolí,2027,3204,4924,1720
05,Antioquia,05142,Caracolí,2028,3223,4927,1704
05,Antioquia,05142,Caracolí,2029,3233,4954,1721
05,Antioquia,05142,Caracolí,2030,3278,5005,1727
05,Antioquia,05142,Caracolí,2031,3268,4996,1728
05,Antioquia,05142,Caracolí,2032,3286,5025,1739
05,Antioquia,05142,Caracolí,2033,3294,5055,1761
05,Antioquia,05142,Caracolí,2034,3307,5069,1762
05,Antioquia,05142,Caracolí,2035,3319,5082,1763
05,Antioquia,05145,Caramanta,2020,2281,4813,2532
05,Antioquia,05145,Caramanta,2021,2347,4804,2457
