cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,poblacion_rural,poblacion_total,poblacion_urbana
05,Antioquia,05001,Medellín,2020,43023,2519592,2476569
05,Antioquia,05001,Medellín,2021,42352,2549008,2506656
05,Antioquia,05001,Medellín,2022,41952,2572350,2530398
05,Antioquia,05001,Medellín,2023,41679,2595300,2553621
05,Antioquia,05001,Medellín,2024,41341,2616335,2574994
05,Antioquia,05001,Medellín,2025,41028,2634570,2593542
05,Antioquia,05001,Medellín,2026,40821,2650662,2609841
05,Antioquia,05001,Medellín,2027,40691,2665474,2624783
05,Antioquia,05001,Medellín,2028,40642,2679376,2638734
05,Antioquia,05001,Medellín,2029,40725,2692600,2651875
05,Antioquia,05001,Medellín,2030,40908,2705382,2664474
05,Antioquia,05001,Medellín,2031,41139,2717720,2676581
05,Antioquia,05001,Medellín,2032,41392,2729504,2688112
05,Antioquia,05001,Medellín,2033,41626,2740613,2698987
05,Antioquia,05001,Medellín,2034,41864,2751052,2709188
05,Antioquia,05001,Medellín,2035,42096,2760854,2718758
05,Antioquia,05002,Abejorral,2020,12704,20823,8119
05,Antioquia,05002,Abejorral,2021,12425,20924,8499
05,Antioquia,05002,Abejorral,2022,12310,21109,8799
05,Antioquia,05002,Abejorral,2023,12225,21297,9072
05,Antioquia,05002,Abejorral,2024,12220,21468,9248
05,Antioquia,05002,Abejorral,2025,12253,21622,9369
05,Antioquia,05002,Abejorral,2026,12252,21751,9499
05,Antioquia,05002,Abejorral,2027,12274,21877,9603
05,Antioquia,05002,Abejorral,2028,12296,21975,9679
05,Antioquia,05002,Abejorral,2029,12351,22094,9743
05,Antioquia,05002,Abejorral,2030,12404,22202,9798
05,Antioquia,05002,Abejorral,2031,12461,22295,9834
05,Antioquia,05002,Abejorral,2032,12522,22402,9880
05,Antioquia,05002,Abejorral,2033,12586,22491,9905
05,Antioquia,05002,Abejorral,2034,12659,22584,9925
05,Antioquia,05002,Abejorral,2035,12705,22665,9960
05,Antioquia,05004,Abriaquí,2020,1916,2775,859
05,Antioquia,05004,Abriaquí,2021,1873,2777,904
05,Antioquia,05004,Abriaquí,2022,1856,2804,948
05,Antioquia,05004,Abriaquí,2023,1849,2841,992
05,Antioquia,05004,Abriaquí,2024,1856,2855,999
05,Antioquia,05004,Abriaquí,2025,1843,2872,1029
05,Antioquia,05004,Abriaquí,2026,1862,2903,1041
05,Antioquia,05004,Abriaquí,2027,1864,2919,1055
05,Antioquia,05004,Abriaquí,2028,1869,2936,1067
05,Antioquia,05004,Abriaquí,2029,1871,2951,1080
05,Antioquia,05004,Abriaquí,2030,1890,2967,1077
05,Antioquia,05004,Abriaquí,2031,1898,2983,1085
05,Antioquia,05004,Abriaquí,2032,1900,2989,1089
05,Antioquia,05004,Abriaquí,2033,1910,3008,1098
05,Antioquia,05004,Abriaquí,2034,1916,3009,1093
05,Antioquia,05004,Abriaquí,2035,1930,3021,1091
05,Antioquia,05021,Alejandría,2020,2103,4790,2687
05,Antioquia,05021,Alejandría,2021,2070,4845,2775
05,Antioquia,05021,Alejandría,2022,2044,4874,2830
05,Antioquia,05021,Alejandría,2023,2026,4912,2886
05,Antioquia,05021,Alejandría,2024,2023,4955,2932
05,Antioquia,05021,Alejandría,2025,2029,4989,2960
05,Antioquia,05021,Alejandría,2026,2020,5015,2995
05,Antioquia,05021,Alejandría,2027,2013,5047,3034
05,Antioquia,05021,Alejandría,2028,2029,5074,3045
05,Antioquia,05021,Alejandría,2029,2032,5098,3066
05,Antioquia,05021,Alejandría,2030,2031,5110,3079
05,Antioquia,05021,Alejandría,2031,2036,5136,3100
05,Antioquia,05021,Alejandría,2032,2061,5182,3121
05,Antioquia,05021,Alejandría,2033,2065,5186,3121
05,Antioquia,05021,Alejandría,2034,2079,5218,3139
05,Antioquia,05021,Alejandría,2035,2096,5240,3144
05,Antioquia,05030,Amagá,2020,16029,31262,15233
05,Antioquia,05030,Amagá,2021,15741,31548,15807
05,Antioquia,05030,Amagá,2022,15605,31851,16246
05,Antioquia,05030,Amagá,2023,15506,32142,16636
05,Antioquia,05030,Amagá,2024,15488,32412,16924
05,Antioquia,05030,Amagá,2025,15472,32628,17156
05,Antioquia,05030,Amagá,2026,15463,32821,17358
05,Antioquia,05030,Amagá,2027,15491,33006,17515
05,Antioquia,05030,Amagá,2028,15509,33176,17667
05,Antioquia,05030,Amagá,2029,15561,33352,17791
05,Antioquia,05030,Amagá,2030,15629,33499,17870
05,Antioquia,05030,Amagá,2031,15722,33661,17939
05,Antioquia,05030,Amagá,2032,15794,33781,17987
05,Antioquia,05030,Amagá,2033,15903,33946,18043
05,Antioquia,05030,Amagá,2034,15963,34064,18101
05,Antioquia,05030,Amagá,2035,16030,34193,18163
05,Antioquia,05031,Amalfi,2020,11384,26876,15492
05,Antioquia,05031,Amalfi,2021,11204,27155,15951
05,Antioquia,05031,Amalfi,2022,11095,27398,16303
05,Antioquia,05031,Amalfi,2023,11013,27637,16624
05,Antioquia,05031,Amalfi,2024,10981,27846,16865
05,Antioquia,05031,Amalfi,2025,10961,28059,17098
05,Antioquia,05031,Amalfi,2026,10951,28227,17276
05,Antioquia,05031,Amalfi,2027,10940,28372,17432
05,Antioquia,05031,Amalfi,2028,10973,28537,17564
05,Antioquia,05031,Amalfi,2029,11005,28660,17655
05,Antioquia,05031,Amalfi,2030,11065,28815,17750
05,Antioquia,05031,Amalfi,2031,11117,28936,17819
05,Antioquia,05031,Amalfi,2032,11172,29055,17883
05,Antioquia,05031,Amalfi,2033,11214,29162,17948
05,Antioquia,05031,Amalfi,2034,11269,29284,18015
05,Antioquia,05031,Amalfi,2035,11329,29377,18048
05,Antioquia,05034,Andes,2020,22957,44614,21657
05,Antioquia,05034,Andes,2021,22539,44983,22444
05,Antioquia,05034,Andes,2022,22324,45394,23070
05,Antioquia,05034,Andes,2023,22175,45796,23621
05,Antioquia,05034,Andes,2024,22146,46183,24037
05,Antioquia,05034,Andes,2025,22142,46485,24343
05,Antioquia,05034,Andes,2026,22132,46783,24651
05,Antioquia,05034,Andes,2027,22163,47053,24890
05,Antioquia,05034,Andes,2028,22204,47298,25094
05,Antioquia,05034,Andes,2029,22276,47538,25262
05,Antioquia,05034,Andes,2030,22377,47764,25387
05,Antioquia,05034,Andes,2031,22498,47980,25482
05,Antioquia,05034,Andes,2032,22608,48201,25593
05,Antioquia,05034,Andes,2033,22729,48401,25672
05,Antioquia,05034,Andes,2034,22835,48589,25754
05,Antioquia,05034,Andes,2035,22949,48778,25829
05,Antioquia,05036,Angelópolis,2020,3541,5905,2364
05,Antioquia,05036,Angelópolis,2021,3486,5963,2477
05,Antioquia,05036,Angelópolis,2022,3456,6010,2554
05,Antioquia,05036,Angelópolis,2023,3442,6082,2640
05,Antioquia,05036,Angelópolis,2024,3434,6109,2675
05,Antioquia,05036,Angelópolis,2025,3445,6183,2738
05,Antioquia,05036,Angelópolis,2026,3443,6204,2761
05,Antioquia,05036,Angelópolis,2027,3454,6245,2791
05,Antioquia,05036,Angelópolis,2028,3452,6276,2824
05,Antioquia,05036,Angelópolis,2029,3469,6304,2835
05,Antioquia,05036,Angelópolis,2030,3476,6331,2855
05,Antioquia,05036,Angelópolis,2031,3506,6375,2869
05,Antioquia,05036,Angelópolis,2032,3527,6412,2885
05,Antioquia,05036,Angelópolis,2033,3532,6425,2893
05,Antioquia,05036,Angelópolis,2034,3553,6436,2883
05,Antioquia,05036,Angelópolis,2035,3577,6464,2887
05,Antioquia,05038,Angostura,2020,9042,11742,2700
05,Antioquia,05038,Angostura,2021,8830,11783,2953
05,Antioquia,05038,Angostura,2022,8757,11909,3152
05,Antioquia,05038,Angostura,2023,8694,12005,3311
05,Antioquia,05038,Angostura,2024,8736,12121,3385
05,Antioquia,05038,Angostura,2025,8751,12190,3439
05,Antioquia,05038,Angostura,2026,8787,12271,3484
05,Antioquia,05038,Angostura,2027,8811,12344,3533
05,Antioquia,05038,Angostura,2028,8833,12400,3567
05,Antioquia,05038,Angostura,2029,8862,12463,3601
05,Antioquia,05038,Angostura,2030,8920,12523,3603
05,Antioquia,05038,Angostura,2031,8964,12580,3616
05,Antioquia,05038,Angostura,2032,9004,12623,3619
05,Antioquia,05038,Angostura,2033,9026,12679,3653
05,Antioquia,05038,Angostura,2034,9093,12752,3659
05,Antioquia,05038,Angostura,2035,9130,12795,3665
05,Antioquia,05040,Anorí,2020,10693,18978,8285
05,Antioquia,05040,Anorí,2021,10530,19192,8662
05,Antioquia,05040,Anorí,2022,10419,19349,8930
05,Antioquia,05040,Anorí,2023,10361,19527,9166
05,Antioquia,05040,Anorí,2024,10341,19675,9334
05,Antioquia,05040,Anorí,2025,10343,19812,9469
05,Antioquia,05040,Anorí,2026,10358,19933,9575
05,Antioquia,05040,Anorí,2027,10361,20033,9672
05,Antioquia,05040,Anorí,2028,10386,20144,9758
05,Antioquia,05040,Anorí,2029,10421,20241,9820
05,Antioquia,05040,Anorí,2030,10465,20338,9873
05,Antioquia,05040,Anorí,2031,10532,20435,9903
05,Antioquia,05040,Anorí,2032,10575,20525,9950
05,Antioquia,05040,Anorí,2033,10639,20611,9972
05,Antioquia,05040,Anorí,2034,10670,20670,10000
05,Antioquia,05040,Anorí,2035,10728,20750,10022
05,Antioquia,05042,Santafé de Antioquia,2020,9444,27071,17627
05,Antioquia,05042,Santafé de Antioquia,2021,9285,27327,18042
05,Antioquia,05042,Santafé de Antioquia,2022,9206,27596,18390
05,Antioquia,05042,Santafé de Antioquia,2023,9136,27831,18695
05,Antioquia,05042,Santafé de Antioquia,2024,9092,28049,18957
05,Antioquia,05042,Santafé de Antioquia,2025,9070,28246,19176
05,Antioquia,05042,Santafé de Antioquia,2026,9058,28422,19364
05,Antioquia,05042,Santafé de Antioquia,2027,9054,28588,19534
05,Antioquia,05042,Santafé de Antioquia,2028,9057,28726,19669
05,Antioquia,05042,Santafé de Antioquia,2029,9089,28863,19774
05,Antioquia,05042,Santafé de Antioquia,2030,9129,29013,19884
05,Antioquia,05042,Santafé de Antioquia,2031,9169,29143,19974
05,Antioquia,05042,Santafé de Antioquia,2032,9225,29259,20034
05,Antioquia,05042,Santafé de Antioquia,2033,9266,29378,20112
05,Antioquia,05042,Santafé de Antioquia,2034,9319,29499,20180
05,Antioquia,05042,Santafé de Antioquia,2035,9359,29593,20234
05,Antioquia,05044,Anzá,2020,5891,7230,1339
05,Antioquia,05044,Anzá,2021,5772,7281,1509
05,Antioquia,05044,Anzá,2022,5720,7341,1621
05,Antioquia,05044,Anzá,2023,5697,7433,1736
05,Antioquia,05044,Anzá,2024,5705,7483,1778
05,Antioquia,05044,Anzá,2025,5745,7537,1792
05,Antioquia,05044,Anzá,2026,5752,7571,1819
05,Antioquia,05044,Anzá,2027,5761,7612,1851
05,Antioquia,05044,Anzá,2028,5789,7671,1882
05,Antioquia,05044,Anzá,2029,5809,7704,1895
05,Antioquia,05044,Anzá,2030,5845,7735,1890
05,Antioquia,05044,Anzá,2031,5863,7758,1895
05,Antioquia,05044,Anzá,2032,5901,7799,1898
05,Antioquia,05044,Anzá,2033,5922,7846,1924
05,Antioquia,05044,Anzá,2034,5952,7866,1914
05,Antioquia,05044,Anzá,2035,5982,7909,1927
05,Antioquia,05045,Apartadó,2020,20223,126239,106016
05,Antioquia,05045,Apartadó,2021,19963,128054,108091
05,Antioquia,05045,Apartadó,2022,19795,129245,109450
05,Antioquia,05045,Apartadó,2023,19636,130362,110726
05,Antioquia,05045,Apartadó,2024,19529,131422,111893
05,Antioquia,05045,Apartadó,2025,19419,132328,112909
05,Antioquia,05045,Apartadó,2026,19347,133140,113793
05,Antioquia,05045,Apartadó,2027,19306,133885,114579
05,Antioquia,05045,Apartadó,2028,19302,134567,115265
05,Antioquia,05045,Apartadó,2029,19348,135228,115880
05,Antioquia,05045,Apartadó,2030,19439,135863,116424
05,Antioquia,05045,Apartadó,2031,19554,136494,116940
05,Antioquia,05045,Apartadó,2032,19658,137070,117412
05,Antioquia,05045,Apartadó,2033,19762,137615,117853
05,Antioquia,05045,Apartadó,2034,19879,138139,118260
05,Antioquia,05045,Apartadó,2035,19963,138614,118651
05,Antioquia,05051,Arboletes,2020,20165,30663,10498
05,Antioquia,05051,Arboletes,2021,19944,31156,11212
05,Antioquia,05051,Arboletes,2022,19769,31470,11701
05,Antioquia,05051,Arboletes,2023,19711,31853,12142
05,Antioquia,05051,Arboletes,2024,19775,32192,12417
05,Antioquia,05051,Arboletes,2025,19836,32478,12642
05,Antioquia,05051,Arboletes,2026,19891,32722,12831
05,Antioquia,05051,Arboletes,2027,19999,32996,12997
05,Antioquia,05051,Arboletes,2028,20096,33243,13147
05,Antioquia,05051,Arboletes,2029,20210,33477,13267
05,Antioquia,05051,Arboletes,2030,20336,33687,13351
05,Antioquia,05051,Arboletes,2031,20505,33941,13436
05,Antioquia,05051,Arboletes,2032,20652,34170,13518
05,Antioquia,05051,Arboletes,2033,20784,34360,13576
05,Antioquia,05051,Arboletes,2034,20922,34565,13643
05,Antioquia,05051,Arboletes,2035,21081,34795,13714
05,Antioquia,05055,Argelia,2020,4147,7828,3681
05,Antioquia,05055,Argelia,2021,4036,7831,3795
05,Antioquia,05055,Argelia,2022,4007,7903,3896
05,Antioquia,05055,Argelia,2023,3979,7975,3996
05,Antioquia,05055,Argelia,2024,3968,8024,4056
05,Antioquia,05055,Argelia,2025,3956,8075,4119
05,Antioquia,05055,Argelia,2026,3971,8132,4161
05,Antioquia,05055,Argelia,2027,3973,8181,4208
05,Antioquia,05055,Argelia,2028,3981,8210,4229
05,Antioquia,05055,Argelia,2029,3999,8264,4265
05,Antioquia,05055,Argelia,2030,3999,8288,4289
05,Antioquia,05055,Argelia,2031,4021,8327,4306
05,Antioquia,05055,Argelia,2032,4046,8376,4330
05,Antioquia,05055,Argelia,2033,4060,8400,4340
05,Antioquia,05055,Argelia,2034,4099,8438,4339
05,Antioquia,05055,Argelia,2035,4091,8455,4364
05,Antioquia,05059,Armenia,2020,3412,5241,1829
05,Antioquia,05059,Armenia,2021,3342,5271,1929
05,Antioquia,05059,Armenia,2022,3304,5314,2010
05,Antioquia,05059,Armenia,2023,3280,5358,2078
05,Antioquia,05059,Armenia,2024,3278,5404,2126
05,Antioquia,05059,Armenia,2025,3304,5450,2146
05,Antioquia,05059,Armenia,2026,3294,5471,2177
05,Antioquia,05059,Armenia,2027,3300,5513,2213
05,Antioquia,05059,Armenia,2028,3307,5535,2228
05,Antioquia,05059,Armenia,2029,3321,5560,2239
05,Antioquia,05059,Armenia,2030,3335,5595,2260
05,Antioquia,05059,Armenia,2031,3362,5619,2257
05,Antioquia,05059,Armenia,2032,3369,5633,2264
05,Antioquia,05059,Armenia,2033,3396,5676,2280
05,Antioquia,05059,Armenia,2034,3386,5676,2290
05,Antioquia,05059,Armenia,2035,3418,5698,2280
05,Antioquia,05079,Barbosa,2020,30225,53996,23771
05,Antioquia,05079,Barbosa,2021,29771,54639,24868
05,Antioquia,05079,Barbosa,2022,29498,55137,25639
05,Antioquia,05079,Barbosa,2023,29306,55649,26343
05,Antioquia,05079,Barbosa,2024,29295,56103,26808
05,Antioquia,05079,Barbosa,2025,29289,56505,27216
05,Antioquia,05079,Barbosa,2026,29319,56866,27547
05,Antioquia,05079,Barbosa,2027,29353,57178,27825
05,Antioquia,05079,Barbosa,2028,29421,57484,28063
05,Antioquia,05079,Barbosa,2029,29529,57763,28234
05,Antioquia,05079,Barbosa,2030,29671,58050,28379
05,Antioquia,05079,Barbosa,2031,29822,58321,28499
05,Antioquia,05079,Barbosa,2032,29976,58575,28599
05,Antioquia,05079,Barbosa,2033,30119,58818,28699
05,Antioquia,05079,Barbosa,2034,30271,59045,28774
05,Antioquia,05079,Barbosa,2035,30414,59279,28865
05,Antioquia,05086,Belmira,2020,4469,6166,1697
05,Antioquia,05086,Belmira,2021,4392,6235,1843
05,Antioquia,05086,Belmira,2022,4353,6294,1941
05,Antioquia,05086,Belmira,2023,4324,6356,2032
05,Antioquia,05086,Belmira,2024,4339,6405,2066
05,Antioquia,05086,Belmira,2025,4346,6436,2090
05,Antioquia,05086,Belmira,2026,4347,6479,2132
05,Antioquia,05086,Belmira,2027,4367,6519,2152
05,Antioquia,05086,Belmira,2028,4389,6558,2169
05,Antioquia,05086,Belmira,2029,4389,6575,2186
05,Antioquia,05086,Belmira,2030,4417,6610,2193
05,Antioquia,05086,Belmira,2031,4436,6646,2210
05,Antioquia,05086,Belmira,2032,4455,6685,2230
05,Antioquia,05086,Belmira,2033,4489,6700,2211
05,Antioquia,05086,Belmira,2034,4503,6734,2231
05,Antioquia,05086,Belmira,2035,4529,6763,2234
05,Antioquia,05088,Bello,2020,15513,544549,529036
05,Antioquia,05088,Bello,2021,15307,552073,536766
05,Antioquia,05088,Bello,2022,15154,557071,541917
05,Antioquia,05088,Bello,2023,15053,561955,546902
05,Antioquia,05088,Bello,2024,14931,566456,551525
05,Antioquia,05088,Bello,2025,14820,570329,555509
05,Antioquia,05088,Bello,2026,14749,573769,559020
05,Antioquia,05088,Bello,2027,14707,576889,562182
05,Antioquia,05088,Bello,2028,14688,579837,565149
05,Antioquia,05088,Bello,2029,14714,582669,567955
05,Antioquia,05088,Bello,2030,14781,585374,570593
05,Antioquia,05088,Bello,2031,14868,587955,573087
05,Antioquia,05088,Bello,2032,14962,590446,575484
05,Antioquia,05088,Bello,2033,15035,592795,577760
05,Antioquia,05088,Bello,2034,15117,594998,579881
05,Antioquia,05088,Bello,2035,15208,597042,581834
05,Antioquia,05091,Betania,2020,6767,10566,3799
05,Antioquia,05091,Betania,2021,6616,10608,3992
05,Antioquia,05091,Betania,2022,6563,10718,4155
05,Antioquia,05091,Betania,2023,6516,10808,4292
05,Antioquia,05091,Betania,2024,6518,10892,4374
05,Antioquia,05091,Betania,2025,6533,10985,4452
05,Antioquia,05091,Betania,2026,6533,11029,4496
05,Antioquia,05091,Betania,2027,6547,11108,4561
05,Antioquia,05091,Betania,2028,6561,11168,4607
05,Antioquia,05091,Betania,2029,6592,11208,4616
05,Antioquia,05091,Betania,2030,6614,11262,4648
05,Antioquia,05091,Betania,2031,6653,11326,4673
05,Antioquia,05091,Betania,2032,6691,11370,4679
05,Antioquia,05091,Betania,2033,6723,11421,4698
05,Antioquia,05091,Betania,2034,6755,11471,4716
05,Antioquia,05091,Betania,2035,6773,11498,4725
05,Antioquia,05093,Betulia,2020,11490,16059,4569
05,Antioquia,05093,Betulia,2021,11268,16178,4910
05,Antioquia,05093,Betulia,2022,11163,16320,5157
05,Antioquia,05093,Betulia,2023,11092,16485,5393
05,Antioquia,05093,Betulia,2024,11117,16604,5487
05,Antioquia,05093,Betulia,2025,11134,16722,5588
05,Antioquia,05093,Betulia,2026,11166,16826,5660
05,Antioquia,05093,Betulia,2027,11192,16921,5729
05,Antioquia,05093,Betulia,2028,11237,17021,5784
05,Antioquia,05093,Betulia,2029,11263,17096,5833
05,Antioquia,05093,Betulia,2030,11336,17183,5847
05,Antioquia,05093,Betulia,2031,11398,17274,5876
05,Antioquia,05093,Betulia,2032,11438,17332,5894
05,Antioquia,05093,Betulia,2033,11499,17416,5917
05,Antioquia,05093,Betulia,2034,11557,17487,5930
05,Antioquia,05093,Betulia,2035,11598,17545,5947
05,Antioquia,05101,Ciudad Bolívar,2020,10226,26828,16602
05,Antioquia,05101,Ciudad Bolívar,2021,10007,26971,16964
05,Antioquia,05101,Ciudad Bolívar,2022,9920,27229,17309
05,Antioquia,05101,Ciudad Bolívar,2023,9849,27458,17609
05,Antioquia,05101,Ciudad Bolívar,2024,9831,27711,17880
05,Antioquia,05101,Ciudad Bolívar,2025,9791,27884,18093
05,Antioquia,05101,Ciudad Bolívar,2026,9783,28074,18291
05,Antioquia,05101,Ciudad Bolívar,2027,9787,28235,18448
05,Antioquia,05101,Ciudad Bolívar,2028,9802,28379,18577
05,Antioquia,05101,Ciudad Bolívar,2029,9826,28529,18703
05,Antioquia,05101,Ciudad Bolívar,2030,9861,28664,18803
05,Antioquia,05101,Ciudad Bolívar,2031,9920,28781,18861
05,Antioquia,05101,Ciudad Bolívar,2032,9972,28924,18952
05,Antioquia,05101,Ciudad Bolívar,2033,10040,29045,19005
05,Antioquia,05101,Ciudad Bolívar,2034,10069,29136,19067
05,Antioquia,05101,Ciudad Bolívar,2035,10127,29260,19133
05,Antioquia,05107,Briceño,2020,5437,8241,2804
05,Antioquia,05107,Briceño,2021,5336,8311,2975
05,Antioquia,05107,Briceño,2022,5284,8389,3105
05,Antioquia,05107,Briceño,2023,5249,8473,3224
05,Antioquia,05107,Briceño,2024,5258,8523,3265
05,Antioquia,05107,Briceño,2025,5270,8599,3329
05,Antioquia,05107,Briceño,2026,5269,8640,3371
05,Antioquia,05107,Briceño,2027,5278,8682,3404
05,Antioquia,05107,Briceño,2028,5306,8739,3433
05,Antioquia,05107,Briceño,2029,5313,8771,3458
05,Antioquia,05107,Briceño,2030,5344,8814,3470
05,Antioquia,05107,Briceño,2031,5383,8872,3489
05,Antioquia,05107,Briceño,2032,5393,8902,3509
05,Antioquia,05107,Briceño,2033,5419,8929,3510
05,Antioquia,05107,Briceño,2034,5456,8981,3525
05,Antioquia,05107,Briceño,2035,5476,9009,3533
05,Antioquia,05113,Buriticá,2020,7297,9679,2382
05,Antioquia,05113,Buriticá,2021,7162,9764,2602
05,Antioquia,05113,Buriticá,2022,7109,9849,2740
05,Antioquia,05113,Buriticá,2023,7045,9925,2880
05,Antioquia,05113,Buriticá,2024,7068,10017,2949
05,Antioquia,05113,Buriticá,2025,7099,10105,3006
05,Antioquia,05113,Buriticá,2026,7116,10150,3034
05,Antioquia,05113,Buriticá,2027,7137,10212,3075
05,Antioquia,05113,Buriticá,2028,7134,10253,3119
05,Antioquia,05113,Buriticá,2029,7184,10321,3137
05,Antioquia,05113,Buriticá,2030,7218,10364,3146
05,Antioquia,05113,Buriticá,2031,7241,10402,3161
05,Antioquia,05113,Buriticá,2032,7293,10461,3168
05,Antioquia,05113,Buriticá,2033,7314,10491,3177
05,Antioquia,05113,Buriticá,2034,7347,10532,3185
05,Antioquia,05113,Buriticá,2035,7391,10582,3191
05,Antioquia,05120,Cáceres,2020,24343,30047,5704
05,Antioquia,05120,Cáceres,2021,23958,30370,6412
05,Antioquia,05120,Cáceres,2022,23720,30642,6922
05,Antioquia,05120,Cáceres,2023,23574,30925,7351
05,Antioquia,05120,Cáceres,2024,23648,31160,7512
05,Antioquia,05120,Cáceres,2025,23731,31368,7637
05,Antioquia,05120,Cáceres,2026,23805,31563,7758
05,Antioquia,05120,Cáceres,2027,23886,31727,7841
05,Antioquia,05120,Cáceres,2028,23972,31890,7918
05,Antioquia,05120,Cáceres,2029,24063,32056,7993
05,Antioquia,05120,Cáceres,2030,24173,32196,8023
05,Antioquia,05120,Cáceres,2031,24305,32353,8048
05,Antioquia,05120,Cáceres,2032,24402,32476,8074
05,Antioquia,05120,Cáceres,2033,24520,32621,8101
05,Antioquia,05120,Cáceres,2034,24629,32744,8115
05,Antioquia,05120,Cáceres,2035,24724,32856,8132
05,Antioquia,05125,Caicedo,2020,6800,8558,1758
05,Antioquia,05125,Caicedo,2021,6673,8640,1967
05,Antioquia,05125,Caicedo,2022,6621,8727,2106
05,Antioquia,05125,Caicedo,2023,6576,8798,2222
05,Antioquia,05125,Caicedo,2024,6599,8870,2271
05,Antioquia,05125,Caicedo,2025,6623,8938,2315
05,Antioquia,05125,Caicedo,2026,6643,9002,2359
05,Antioquia,05125,Caicedo,2027,6690,9073,2383
05,Antioquia,05125,Caicedo,2028,6690,9101,2411
05,Antioquia,05125,Caicedo,2029,6716,9132,2416
05,Antioquia,05125,Caicedo,2030,6760,9196,2436
05,Antioquia,05125,Caicedo,2031,6786,9231,2445
05,Antioquia,05125,Caicedo,2032,6813,9257,2444
05,Antioquia,05125,Caicedo,2033,6844,9302,2458
05,Antioquia,05125,Caicedo,2034,6869,9329,2460
05,Antioquia,05125,Caicedo,2035,6896,9371,2475
05,Antioquia,05129,Caldas,2020,15910,82827,66917
05,Antioquia,05129,Caldas,2021,15676,83850,68174
05,Antioquia,05129,Caldas,2022,15531,84631,69100
05,Antioquia,05129,Caldas,2023,15428,85385,69957
05,Antioquia,05129,Caldas,2024,15326,86081,70755
05,Antioquia,05129,Caldas,2025,15257,86667,71410
05,Antioquia,05129,Caldas,2026,15202,87216,72014
05,Antioquia,05129,Caldas,2027,15171,87689,72518
05,Antioquia,05129,Caldas,2028,15179,88161,72982
05,Antioquia,05129,Caldas,2029,15214,88599,73385
05,Antioquia,05129,Caldas,2030,15277,89014,73737
05,Antioquia,05129,Caldas,2031,15372,89427,74055
05,Antioquia,05129,Caldas,2032,15468,89831,74363
05,Antioquia,05129,Caldas,2033,15544,90191,74647
05,Antioquia,05129,Caldas,2034,15633,90553,74920
05,Antioquia,05129,Caldas,2035,15708,90860,75152
05,Antioquia,05134,Campamento,2020,6730,9426,2696
05,Antioquia,05134,Campamento,2021,6592,9494,2902
05,Antioquia,05134,Campamento,2022,6532,9587,3055
05,Antioquia,05134,Campamento,2023,6484,9671,3187
05,Antioquia,05134,Campamento,2024,6508,9755,3247
05,Antioquia,05134,Campamento,2025,6529,9839,3310
05,Antioquia,05134,Campamento,2026,6521,9874,3353
05,Antioquia,05134,Campamento,2027,6546,9928,3382
05,Antioquia,05134,Campamento,2028,6579,9992,3413
05,Antioquia,05134,Campamento,2029,6604,10052,3448
05,Antioquia,05134,Campamento,2030,6633,10092,3459
05,Antioquia,05134,Campamento,2031,6668,10142,3474
05,Antioquia,05134,Campamento,2032,6695,10188,3493
05,Antioquia,05134,Campamento,2033,6744,10235,3491
05,Antioquia,05134,Campamento,2034,6767,10262,3495
05,Antioquia,05134,Campamento,2035,6786,10307,3521
05,Antioquia,05138,Cañasgordas,2020,10493,15889,5396
05,Antioquia,05138,Cañasgordas,2021,10272,15959,5687
05,Antioquia,05138,Cañasgordas,2022,10170,16097,5927
05,Antioquia,05138,Cañasgordas,2023,10114,16256,6142
05,Antioquia,05138,Cañasgordas,2024,10113,16371,6258
05,Antioquia,05138,Cañasgordas,2025,10130,16487,6357
05,Antioquia,05138,Cañasgordas,2026,10146,16591,6445
05,Antioquia,05138,Cañasgordas,2027,10161,16692,6531
05,Antioquia,05138,Cañasgordas,2028,10194,16783,6589
05,Antioquia,05138,Cañasgordas,2029,10223,16853,6630
05,Antioquia,05138,Cañasgordas,2030,10273,16924,6651
05,Antioquia,05138,Cañasgordas,2031,10332,17027,6695
05,Antioquia,05138,Cañasgordas,2032,10394,17101,6707
05,Antioquia,05138,Cañasgordas,2033,10437,17150,6713
05,Antioquia,05138,Cañasgordas,2034,10491,17233,6742
05,Antioquia,05138,Cañasgordas,2035,10545,17299,6754
05,Antioquia,05142,Caracolí,2020,1806,4691,2885
05,Antioquia,05142,Caracolí,2021,1762,4715,2953
05,Antioquia,05142,Caracolí,2022,1743,4744,3001
05,Antioquia,05142,Caracolí,2023,1723,4781,3058
05,Antioquia,05142,Caracolí,2024,1724,4824,3100
05,Antioquia,05142,Caracolí,2025,1709,4850,3141
05,Antioquia,05142,Caracolí,2026,1709,4894,3185
05,Antioquia,05142,Caracolí,2027,1720,4924,3204
05,Antioquia,05142,Caracolí,2028,1704,4927,3223
05,Antioquia,05142,Caracolí,2029,1721,4954,3233
05,Antioquia,05142,Caracolí,2030,1727,5005,3278
05,Antioquia,05142,Caracolí,2031,1728,4996,3268
05,Antioquia,05142,Caracolí,2032,1739,5025,3286
05,Antioquia,05142,Caracolí,2033,1761,5055,3294
05,Antioquia,05142,Caracolí,2034,1762,5069,3307
05,Antioquia,05142,Caracolí,2035,1763,5082,3319
05,Antioquia,05145,Caramanta,2020,2532,4813,2281
05,Antioquia,05145,Caramanta,2021,2457,4804,2347
