cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_extorsion,total_homicidio,total_hurto,total_terrorismo,incautaciones_total,cantidad_total_kg,poblacion_total
05,ANTIOQUIA,05001,MEDELLIN,2024,8,96,35.0,2322.0,0.0,463.0,208645.3,2616335
05,ANTIOQUIA,05001,MEDELLIN,2024,9,103,31.0,2103.0,1.0,610.0,320460.7,2616335
05,ANTIOQUIA,05001,MEDELLIN,2024,10,112,28.0,1895.0,0.0,559.0,321817.8,2616335
05,ANTIOQUIA,05001,MEDELLIN,2024,11,105,25.0,1642.0,0.0,324.0,511395.0,2616335
05,ANTIOQUIA,05001,MEDELLIN,2024,12,74,29.0,1314.0,2.0,104.0,351235.7,2616335
05,ANTIOQUIA,05001,MEDELLIN,2025,1,42,26.0,1588.0,0.0,813.0,351379.3,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,2,59,19.0,1801.0,0.0,972.0,206532.62,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,3,59,40.0,2054.0,0.0,760.0,288320.7,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,4,55,22.0,1898.0,0.0,457.0,244983.85,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,5,85,39.0,2008.0,0.0,690.0,1000664.1,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,6,87,20.0,1817.0,1.0,513.0,155103.6,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,7,106,32.0,1717.0,0.0,715.0,152661.7,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,8,98,25.0,2287.0,0.0,442.0,829477.7000000001,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,9,104,24.0,2172.0,1.0,359.0,349527.8,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,10,86,26.0,2824.0,0.0,448.0,115550.6,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,11,69,22.0,2642.0,1.0,0.0,0.0,2634570
05,ANTIOQUIA,05001,MEDELLIN,2025,12,2,31.0,2309.0,0.0,0.0,0.0,2634570
05,ANTIOQUIA,05002,ABEJORRAL,2020,2,1,0.0,2.0,0.0,8.0,470.0,20823
05,ANTIOQUIA,05002,ABEJORRAL,2021,9,1,0.0,1.0,0.0,1.0,50.0,20924
05,ANTIOQUIA,05002,ABEJORRAL,2021,12,2,0.0,0.0,0.0,0.0,0.0,20924
05,ANTIOQUIA,05002,ABEJORRAL,2022,5,2,0.0,1.0,0.0,1.0,10.0,21109
05,ANTIOQUIA,05002,ABEJORRAL,2022,8,1,0.0,2.0,0.0,1.0,306.0,21109
05,ANTIOQUIA,05002,ABEJORRAL,2022,9,1,1.0,0.0,0.0,0.0,0.0,21109
05,ANTIOQUIA,05002,ABEJORRAL,2022,12,1,0.0,2.0,0.0,1.0,55.0,21109
05,ANTIOQUIA,05002,ABEJORRAL,2024,4,1,2.0,0.0,0.0,7.0,274.0,21468
05,ANTIOQUIA,05002,ABEJORRAL,2024,5,1,0.0,1.0,0.0,1.0,22.0,21468
05,ANTIOQUIA,05002,ABEJORRAL,2024,6,1,0.0,2.0,0.0,7.0,292.0,21468
05,ANTIOQUIA,05002,ABEJORRAL,2024,7,1,1.0,0.0,0.0,7.0,299.0,21468
05,ANTIOQUIA,05002,ABEJORRAL,2024,11,1,0.0,0.0,0.0,2.0,128.0,21468
05,ANTIOQUIA,05002,ABEJORRAL,2025,7,1,0.0,0.0,0.0,3.0,99.0,21622
05,ANTIOQUIA,05002,ABEJORRAL,2025,9,1,0.0,1.0,0.0,5.0,109.2,21622
05,ANTIOQUIA,05021,ALEJANDRIA,2020,5,1,0.0,0.0,0.0,0.0,0.0,4790
05,ANTIOQUIA,05021,ALEJANDRIA,2020,6,1,0.0,0.0,0.0,2.0,45.0,4790
05,ANTIOQUIA,05021,ALEJANDRIA,2023,4,1,0.0,3.0,0.0,0.0,0.0,4912
05,ANTIOQUIA,05021,ALEJANDRIA,2025,4,1,0.0,0.0,0.0,1.0,4.0,4989
05,ANTIOQUIA,05021,ALEJANDRIA,2025,9,1,0.0,0.0,0.0,0.0,0.0,4989
05,ANTIOQUIA,05030,AMAGA,2020,1,2,1.0,4.0,0.0,8.0,1701.0,31262
05,ANTIOQUIA,05030,AMAGA,2020,5,1,3.0,3.0,0.0,8.0,264.0,31262
05,ANTIOQUIA,05030,AMAGA,2020,9,1,3.0,2.0,0.0,9.0,1142.0,31262
05,ANTIOQUIA,05030,AMAGA,2021,3,1,2.0,4.0,0.0,7.0,836.0,31548
05,ANTIOQUIA,05030,AMAGA,2021,4,1,0.0,2.0,0.0,9.0,2926.3,31548
05,ANTIOQUIA,05030,AMAGA,2021,5,2,4.0,3.0,0.0,0.0,0.0,31548
05,ANTIOQUIA,05030,AMAGA,2021,7,1,3.0,1.0,0.0,4.0,195.0,31548
05,ANTIOQUIA,05030,AMAGA,2022,9,1,2.0,3.0,0.0,6.0,3696.0,31851
05,ANTIOQUIA,05030,AMAGA,2022,12,1,1.0,6.0,0.0,0.0,0.0,31851
05,ANTIOQUIA,05030,AMAGA,2023,5,1,2.0,0.0,0.0,9.0,272.22,32142
05,ANTIOQUIA,05030,AMAGA,2023,8,1,2.0,4.0,0.0,1.0,215.0,32142
05,ANTIOQUIA,05030,AMAGA,2024,1,1,3.0,2.0,0.0,6.0,250.0,32412
05,ANTIOQUIA,05030,AMAGA,2024,4,2,0.0,9.0,0.0,1.0,7.0,32412
05,ANTIOQUIA,05030,AMAGA,2024,7,1,2.0,1.0,0.0,13.0,12773.5,32412
05,ANTIOQUIA,05030,AMAGA,2024,9,1,1.0,3.0,0.0,2.0,116.0,32412
05,ANTIOQUIA,05030,AMAGA,2024,11,1,2.0,4.0,0.0,3.0,23.0,32412
05,ANTIOQUIA,05030,AMAGA,2025,2,1,0.0,9.0,0.0,7.0,5065.0,32628
05,ANTIOQUIA,05030,AMAGA,2025,3,1,4.0,0.0,0.0,4.0,850.0,32628
05,ANTIOQUIA,05030,AMAGA,2025,5,2,0.0,1.0,0.0,1.0,91880.0,32628
05,ANTIOQUIA,05030,AMAGA,2025,6,1,1.0,5.0,0.0,0.0,0.0,32628
05,ANTIOQUIA,05030,AMAGA,2025,9,3,1.0,2.0,0.0,4.0,449.6,32628
05,ANTIOQUIA,05030,AMAGA,2025,10,3,1.0,3.0,0.0,9.0,1829.4,32628
05,ANTIOQUIA,05031,AMALFI,2020,1,2,2.0,0.0,0.0,1.0,20.0,26876
05,ANTIOQUIA,05031,AMALFI,2020,2,1,1.0,0.0,0.0,2.0,554.0,26876
05,ANTIOQUIA,05031,AMALFI,2020,11,1,0.0,0.0,0.0,0.0,0.0,26876
05,ANTIOQUIA,05031,AMALFI,2021,2,1,1.0,1.0,0.0,0.0,0.0,27155
05,ANTIOQUIA,05031,AMALFI,2021,3,1,2.0,0.0,0.0,0.0,0.0,27155
05,ANTIOQUIA,05031,AMALFI,2021,7,1,4.0,2.0,0.0,3.0,738.0,27155
05,ANTIOQUIA,05031,AMALFI,2021,12,1,3.0,0.0,0.0,0.0,0.0,27155
05,ANTIOQUIA,05031,AMALFI,2022,1,1,2.0,2.0,0.0,0.0,0.0,27398
05,ANTIOQUIA,05031,AMALFI,2022,6,2,1.0,1.0,0.0,1.0,146007.0,27398
05,ANTIOQUIA,05031,AMALFI,2022,7,2,1.0,2.0,0.0,0.0,0.0,27398
05,ANTIOQUIA,05031,AMALFI,2023,7,1,1.0,0.0,0.0,0.0,0.0,27637
05,ANTIOQUIA,05031,AMALFI,2023,10,1,0.0,1.0,0.0,0.0,0.0,27637
05,ANTIOQUIA,05031,AMALFI,2023,12,1,2.0,1.0,1.0,0.0,0.0,27637
05,ANTIOQUIA,05031,AMALFI,2024,2,1,3.0,3.0,1.0,0.0,0.0,27846
05,ANTIOQUIA,05031,AMALFI,2024,4,1,8.0,3.0,0.0,0.0,0.0,27846
05,ANTIOQUIA,05031,AMALFI,2024,5,1,6.0,0.0,0.0,4.0,2600.0,27846
05,ANTIOQUIA,05031,AMALFI,2024,6,1,3.0,1.0,0.0,1.0,1.0,27846
05,ANTIOQUIA,05031,AMALFI,2024,8,1,3.0,0.0,0.0,1.0,320.0,27846
05,ANTIOQUIA,05031,AMALFI,2024,10,1,0.0,0.0,1.0,0.0,0.0,27846
05,ANTIOQUIA,05031,AMALFI,2025,3,2,1.0,0.0,0.0,0.0,0.0,28059
05,ANTIOQUIA,05031,AMALFI,2025,4,1,0.0,0.0,0.0,0.0,0.0,28059
05,ANTIOQUIA,05031,AMALFI,2025,5,1,3.0,0.0,0.0,2.0,58.0,28059
05,ANTIOQUIA,05034,ANDES,2020,2,1,4.0,4.0,0.0,9.0,307.0,44614
05,ANTIOQUIA,05034,ANDES,2020,3,2,5.0,1.0,0.0,4.0,732.0,44614
05,ANTIOQUIA,05034,ANDES,2020,5,1,2.0,2.0,0.0,6.0,1059.0,44614
05,ANTIOQUIA,05034,ANDES,2020,6,1,2.0,0.0,0.0,7.0,1318.0,44614
05,ANTIOQUIA,05034,ANDES,2020,7,1,0.0,3.0,0.0,2.0,590.0,44614
05,ANTIOQUIA,05034,ANDES,2020,11,1,3.0,2.0,0.0,3.0,89.0,44614
05,ANTIOQUIA,05034,ANDES,2020,12,1,10.0,4.0,0.0,6.0,332.0,44614
05,ANTIOQUIA,05034,ANDES,2021,1,1,9.0,7.0,0.0,5.0,503.0,44983
05,ANTIOQUIA,05034,ANDES,2021,2,2,14.0,1.0,0.0,15.0,1793.8999999999999,44983
05,ANTIOQUIA,05034,ANDES,2021,3,3,2.0,4.0,0.0,7.0,2102.4,44983
05,ANTIOQUIA,05034,ANDES,2021,4,1,6.0,0.0,0.0,3.0,1037.0,44983
05,ANTIOQUIA,05034,ANDES,2021,7,1,2.0,7.0,0.0,10.0,462.0,44983
05,ANTIOQUIA,05034,ANDES,2021,8,3,2.0,1.0,0.0,3.0,45.0,44983
05,ANTIOQUIA,05034,ANDES,2021,9,3,4.0,2.0,0.0,2.0,170.0,44983
05,ANTIOQUIA,05034,ANDES,2021,12,1,2.0,5.0,0.0,10.0,443.0,44983
05,ANTIOQUIA,05034,ANDES,2022,2,2,1.0,4.0,0.0,2.0,56.0,45394
05,ANTIOQUIA,05034,ANDES,2022,3,2,1.0,2.0,0.0,1.0,20.0,45394
05,ANTIOQUIA,05034,ANDES,2022,4,1,1.0,4.0,0.0,3.0,1300.0,45394
05,ANTIOQUIA,05034,ANDES,2022,8,2,1.0,3.0,0.0,2.0,220.0,45394
05,ANTIOQUIA,05034,ANDES,2022,9,1,2.0,3.0,0.0,0.0,0.0,45394
05,ANTIOQUIA,05034,ANDES,2022,11,1,4.0,15.0,0.0,5.0,2620.0,45394
05,ANTIOQUIA,05034,ANDES,2023,2,2,3.0,0.0,0.0,3.0,284.0,45796
