COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,AÑO,CANTIDAD_EXTORSION,PROMEDIO_EXTORSION,CANTIDAD_SUBVERSIVAS,PROMEDIO_SUBVERSIVAS,COD_DPTO,COD_DPTO-MPIO,Total,COBERTURA 2G,COBERTURA 3G,COBERTUTA 4G
17,CALDAS,17001,MANIZALES,2021,29.0,1.0,1.0,1.0,17,17001,449434,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2022,33.0,1.0,2.0,1.0,17,17001,451812,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2023,37.0,1.057142857142857,1.0,1.0,17,17001,454494,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2024,27.0,1.0,0.0,0.0,17,17001,457022,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2018,2.0,1.0,2.0,1.0,17,17013,22823,1.0,1.0,0.0
17,CALDAS,17013,AGUADAS,2019,1.0,1.0,0.0,0.0,17,17013,22978,1.0,1.0,0.0
17,CALDAS,17013,AGUADAS,2021,1.0,1.0,0.0,0.0,17,17013,23139,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2018,2.0,1.0,0.0,0.0,17,17042,36149,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2019,4.0,1.0,0.0,0.0,17,17042,36495,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2020,4.0,1.0,1.0,1.0,17,17042,36803,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2021,5.0,1.0,0.0,0.0,17,17042,36966,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2022,2.0,1.0,1.0,1.0,17,17042,37154,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2023,2.0,1.0,0.0,0.0,17,17042,37366,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2024,2.0,1.0,1.0,1.0,17,17042,37573,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2018,1.0,1.0,0.0,0.0,17,17050,10557,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2018,4.0,1.0,0.0,0.0,17,17088,10660,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2020,1.0,1.0,1.0,1.0,17,17088,10761,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2021,1.0,1.0,0.0,0.0,17,17088,10775,1.0,1.0,1.0
17,CALDAS,17088,BELALCAZAR,2023,4.0,1.0,0.0,0.0,17,17088,10894,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2018,1.0,1.0,1.0,1.0,17,17174,51271,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2019,5.0,1.0,2.0,2.0,17,17174,51832,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2020,6.0,1.0,1.0,1.0,17,17174,52381,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2021,4.0,1.0,2.0,1.0,17,17174,52701,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2022,5.0,1.0,0.0,0.0,17,17174,52984,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2023,3.0,1.0,0.0,0.0,17,17174,53317,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2024,2.0,1.0,0.0,0.0,17,17174,53609,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2019,1.0,1.0,0.0,0.0,17,17272,11518,1.0,1.0,0.0
17,CALDAS,17272,FILADELFIA,2021,1.0,1.0,0.0,0.0,17,17272,11556,1.0,1.0,1.0
17,CALDAS,17272,FILADELFIA,2023,1.0,1.0,0.0,0.0,17,17272,11662,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2018,14.0,1.076923076923077,0.0,0.0,17,17380,71905,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2019,19.0,1.0,0.0,0.0,17,17380,72816,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2020,11.0,1.0,2.0,1.0,17,17380,73645,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2021,14.0,1.0,0.0,0.0,17,17380,74200,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2022,22.0,1.157894736842105,0.0,0.0,17,17380,74610,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2023,16.0,1.0,0.0,0.0,17,17380,75043,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2024,17.0,1.0625,0.0,0.0,17,17380,75448,0.0,0.0,0.0
17,CALDAS,17388,LA MERCED,2018,1.0,1.0,0.0,0.0,17,17388,6003,1.0,1.0,0.0
17,CALDAS,17388,LA MERCED,2021,1.0,1.0,0.0,0.0,17,17388,6186,1.0,1.0,1.0
17,CALDAS,17388,LA MERCED,2022,1.0,1.0,0.0,0.0,17,17388,6209,1.0,1.0,1.0
17,CALDAS,17433,MANZANARES,2019,2.0,1.0,0.0,0.0,17,17433,18136,1.0,1.0,0.0
17,CALDAS,17433,MANZANARES,2021,1.0,1.0,1.0,1.0,17,17433,18461,1.0,1.0,1.0
17,CALDAS,17433,MANZANARES,2022,1.0,1.0,0.0,0.0,17,17433,18544,1.0,1.0,1.0
17,CALDAS,17442,MARMATO,2018,2.0,1.0,0.0,0.0,17,17442,8888,1.0,1.0,0.0
17,CALDAS,17442,MARMATO,2021,1.0,1.0,0.0,0.0,17,17442,9143,1.0,1.0,1.0
17,CALDAS,17442,MARMATO,2023,1.0,1.0,0.0,0.0,17,17442,9255,1.0,1.0,1.0
17,CALDAS,17444,MARQUETALIA,2020,1.0,1.0,0.0,0.0,17,17444,13443,1.0,1.0,0.0
17,CALDAS,17486,NEIRA,2018,2.0,1.0,1.0,1.0,17,17486,21024,1.0,1.0,0.0
17,CALDAS,17486,NEIRA,2019,2.0,1.0,0.0,0.0,17,17486,21162,1.0,1.0,0.0
17,CALDAS,17486,NEIRA,2021,1.0,1.0,0.0,0.0,17,17486,21303,1.0,1.0,1.0
17,CALDAS,17486,NEIRA,2022,2.0,1.0,1.0,1.0,17,17486,21412,1.0,1.0,1.0
17,CALDAS,17486,NEIRA,2023,3.0,1.0,0.0,0.0,17,17486,21543,1.0,1.0,1.0
17,CALDAS,17495,NORCASIA,2019,1.0,1.0,0.0,0.0,17,17495,6055,1.0,1.0,0.0
17,CALDAS,17495,NORCASIA,2021,2.0,1.0,0.0,0.0,17,17495,6064,1.0,1.0,1.0
17,CALDAS,17495,NORCASIA,2022,1.0,1.0,0.0,0.0,17,17495,6100,1.0,1.0,1.0
17,CALDAS,17495,NORCASIA,2024,2.0,1.0,0.0,0.0,17,17495,6146,0.0,0.0,0.0
17,CALDAS,17513,PACORA,2020,2.0,1.0,0.0,0.0,17,17513,15509,1.0,1.0,0.0
17,CALDAS,17513,PACORA,2021,2.0,1.0,0.0,0.0,17,17513,15536,1.0,1.0,1.0
17,CALDAS,17513,PACORA,2023,1.0,1.0,0.0,0.0,17,17513,15680,1.0,1.0,1.0
17,CALDAS,17524,PALESTINA,2018,1.0,1.0,1.0,1.0,17,17524,15555,1.0,1.0,0.0
17,CALDAS,17524,PALESTINA,2019,3.0,1.0,0.0,0.0,17,17524,15676,1.0,1.0,0.0
17,CALDAS,17524,PALESTINA,2020,1.0,1.0,0.0,0.0,17,17524,15757,1.0,1.0,0.0
17,CALDAS,17524,PALESTINA,2021,1.0,1.0,0.0,0.0,17,17524,15795,1.0,1.0,1.0
17,CALDAS,17524,PALESTINA,2022,1.0,1.0,0.0,0.0,17,17524,15875,1.0,1.0,1.0
17,CALDAS,17524,PALESTINA,2023,1.0,1.0,0.0,0.0,17,17524,15978,1.0,1.0,1.0
17,CALDAS,17524,PALESTINA,2024,1.0,1.0,0.0,0.0,17,17524,16062,0.0,0.0,0.0
17,CALDAS,17541,PENSILVANIA,2018,2.0,1.0,0.0,0.0,17,17541,19908,1.0,1.0,0.0
17,CALDAS,17541,PENSILVANIA,2020,1.0,1.0,0.0,0.0,17,17541,20063,1.0,1.0,0.0
17,CALDAS,17541,PENSILVANIA,2022,1.0,1.0,0.0,0.0,17,17541,20129,1.0,1.0,1.0
17,CALDAS,17541,PENSILVANIA,2023,3.0,1.0,0.0,0.0,17,17541,20242,1.0,1.0,1.0
17,CALDAS,17541,PENSILVANIA,2024,2.0,1.0,0.0,0.0,17,17541,20331,0.0,0.0,0.0
17,CALDAS,17614,RIOSUCIO,2018,4.0,1.0,0.0,0.0,17,17614,50775,1.0,1.0,0.0
17,CALDAS,17614,RIOSUCIO,2019,5.0,1.25,0.0,0.0,17,17614,51638,1.0,1.0,0.0
17,CALDAS,17614,RIOSUCIO,2020,6.0,1.0,0.0,0.0,17,17614,52466,1.0,1.0,0.0
17,CALDAS,17614,RIOSUCIO,2021,3.0,1.0,0.0,0.0,17,17614,53116,1.0,1.0,1.0
17,CALDAS,17614,RIOSUCIO,2022,3.0,1.0,0.0,0.0,17,17614,53393,1.0,1.0,1.0
17,CALDAS,17614,RIOSUCIO,2023,5.0,1.0,0.0,0.0,17,17614,53746,1.0,1.0,1.0
17,CALDAS,17614,RIOSUCIO,2024,4.0,2.0,0.0,0.0,17,17614,54078,0.0,0.0,0.0
17,CALDAS,17616,RISARALDA,2018,2.0,1.0,0.0,0.0,17,17616,10815,1.0,1.0,0.0
17,CALDAS,17616,RISARALDA,2019,3.0,1.0,0.0,0.0,17,17616,10944,1.0,1.0,0.0
17,CALDAS,17616,RISARALDA,2022,1.0,1.0,0.0,0.0,17,17616,11201,1.0,1.0,1.0
17,CALDAS,17653,SALAMINA,2018,1.0,1.0,0.0,0.0,17,17653,19467,1.0,1.0,0.0
17,CALDAS,17653,SALAMINA,2020,4.0,1.0,0.0,0.0,17,17653,19707,1.0,1.0,0.0
17,CALDAS,17653,SALAMINA,2021,1.0,1.0,0.0,0.0,17,17653,19737,1.0,1.0,1.0
17,CALDAS,17653,SALAMINA,2022,1.0,1.0,0.0,0.0,17,17653,19855,1.0,1.0,1.0
17,CALDAS,17653,SALAMINA,2023,2.0,1.0,0.0,0.0,17,17653,19959,1.0,1.0,1.0
17,CALDAS,17662,SAMANA,2018,3.0,1.0,0.0,0.0,17,17662,20454,1.0,1.0,0.0
17,CALDAS,17662,SAMANA,2019,1.0,1.0,0.0,0.0,17,17662,20703,1.0,1.0,0.0
17,CALDAS,17662,SAMANA,2020,2.0,1.0,0.0,0.0,17,17662,20912,1.0,1.0,0.0
17,CALDAS,17662,SAMANA,2022,1.0,1.0,0.0,0.0,17,17662,21171,1.0,1.0,1.0
17,CALDAS,17665,SAN JOSE,2020,1.0,1.0,0.0,0.0,17,17665,4854,1.0,1.0,0.0
17,CALDAS,17777,SUPIA,2019,3.0,1.0,0.0,0.0,17,17777,28984,1.0,1.0,0.0
17,CALDAS,17777,SUPIA,2021,2.0,1.0,0.0,0.0,17,17777,29505,1.0,1.0,1.0
17,CALDAS,17777,SUPIA,2023,3.0,1.0,0.0,0.0,17,17777,29856,1.0,1.0,1.0
17,CALDAS,17777,SUPIA,2024,3.0,1.0,0.0,0.0,17,17777,29990,0.0,0.0,0.0
17,CALDAS,17867,VICTORIA,2018,1.0,1.0,0.0,0.0,17,17867,10157,1.0,1.0,0.0
17,CALDAS,17867,VICTORIA,2019,1.0,1.0,0.0,0.0,17,17867,10247,1.0,1.0,0.0
17,CALDAS,17867,VICTORIA,2021,1.0,1.0,0.0,0.0,17,17867,10343,1.0,1.0,1.0
17,CALDAS,17867,VICTORIA,2022,2.0,1.0,0.0,0.0,17,17867,10414,1.0,1.0,1.0
17,CALDAS,17873,VILLAMARIA,2018,2.0,1.0,0.0,0.0,17,17873,64652,1.0,1.0,0.0
17,CALDAS,17873,VILLAMARIA,2019,10.0,1.0,0.0,0.0,17,17873,65796,1.0,1.0,0.0
17,CALDAS,17873,VILLAMARIA,2020,10.0,1.0,0.0,0.0,17,17873,66914,1.0,1.0,0.0
17,CALDAS,17873,VILLAMARIA,2021,2.0,1.0,0.0,0.0,17,17873,67781,1.0,1.0,1.0
17,CALDAS,17873,VILLAMARIA,2022,5.0,1.0,0.0,0.0,17,17873,68168,1.0,1.0,1.0
17,CALDAS,17873,VILLAMARIA,2023,8.0,1.0,0.0,0.0,17,17873,68601,1.0,1.0,1.0
17,CALDAS,17873,VILLAMARIA,2024,4.0,1.0,0.0,0.0,17,17873,69021,0.0,0.0,0.0
17,CALDAS,17877,VITERBO,2018,1.0,1.0,0.0,0.0,17,17877,12734,1.0,1.0,0.0
17,CALDAS,17877,VITERBO,2019,1.0,1.0,0.0,0.0,17,17877,12849,1.0,1.0,0.0
17,CALDAS,17877,VITERBO,2020,1.0,1.0,0.0,0.0,17,17877,12951,1.0,1.0,0.0
17,CALDAS,17877,VITERBO,2022,1.0,1.0,0.0,0.0,17,17877,13077,1.0,1.0,1.0
17,CALDAS,17877,VITERBO,2023,2.0,1.0,0.0,0.0,17,17877,13155,1.0,1.0,1.0
17,CALDAS,17877,VITERBO,2024,2.0,1.0,0.0,0.0,17,17877,13235,0.0,0.0,0.0
18,CAQUETA,18001,FLORENCIA,2018,56.0,1.12,3.0,1.0,18,18001,168346,1.0,1.0,0.0
18,CAQUETA,18001,FLORENCIA,2019,61.0,1.12962962962963,0.0,0.0,18,18001,170779,1.0,1.0,0.0
18,CAQUETA,18001,FLORENCIA,2020,31.0,1.033333333333333,1.0,1.0,18,18001,173293,1.0,1.0,0.0
18,CAQUETA,18001,FLORENCIA,2021,22.0,1.0,0.0,0.0,18,18001,175182,1.0,1.0,1.0
18,CAQUETA,18001,FLORENCIA,2022,30.0,1.03448275862069,0.0,0.0,18,18001,176630,1.0,1.0,1.0
18,CAQUETA,18001,FLORENCIA,2023,43.0,1.102564102564103,2.0,2.0,18,18001,177946,1.0,1.0,1.0
18,CAQUETA,18001,FLORENCIA,2024,78.0,1.098591549295775,1.0,1.0,18,18001,179233,0.0,0.0,0.0
18,CAQUETA,18029,ALBANIA,2018,2.0,1.0,0.0,0.0,18,18029,4675,1.0,1.0,0.0
18,CAQUETA,18029,ALBANIA,2019,1.0,1.0,0.0,0.0,18,18029,4675,1.0,1.0,0.0
18,CAQUETA,18029,ALBANIA,2024,1.0,1.0,0.0,0.0,18,18029,4794,0.0,0.0,0.0
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2018,4.0,1.0,0.0,0.0,18,18094,11021,1.0,1.0,0.0
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2019,4.0,1.0,0.0,0.0,18,18094,11131,1.0,1.0,0.0
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2020,4.0,1.0,0.0,0.0,18,18094,11221,1.0,1.0,0.0
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2021,1.0,1.0,0.0,0.0,18,18094,11280,1.0,1.0,1.0
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,2024,1.0,1.0,0.0,0.0,18,18094,11557,0.0,0.0,0.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2018,9.0,1.125,0.0,0.0,18,18150,30399,1.0,1.0,0.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2019,13.0,1.083333333333333,5.0,2.5,18,18150,30985,1.0,1.0,0.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2020,5.0,1.25,0.0,0.0,18,18150,31626,1.0,1.0,0.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2021,5.0,1.0,4.0,1.0,18,18150,32111,1.0,1.0,1.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2022,3.0,1.0,0.0,0.0,18,18150,32381,1.0,1.0,1.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2023,3.0,1.0,0.0,0.0,18,18150,32611,1.0,1.0,1.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,2024,3.0,1.0,0.0,0.0,18,18150,32841,0.0,0.0,0.0
18,CAQUETA,18205,CURILLO,2018,1.0,1.0,0.0,0.0,18,18205,7593,1.0,1.0,0.0
18,CAQUETA,18205,CURILLO,2019,4.0,1.0,0.0,0.0,18,18205,7717,1.0,1.0,0.0
18,CAQUETA,18205,CURILLO,2020,1.0,1.0,0.0,0.0,18,18205,7829,1.0,1.0,0.0
18,CAQUETA,18205,CURILLO,2022,1.0,1.0,0.0,0.0,18,18205,7980,1.0,1.0,1.0
18,CAQUETA,18205,CURILLO,2023,2.0,1.0,0.0,0.0,18,18205,8051,1.0,1.0,1.0
18,CAQUETA,18205,CURILLO,2024,1.0,1.0,0.0,0.0,18,18205,8109,0.0,0.0,0.0
18,CAQUETA,18247,EL DONCELLO,2018,9.0,1.0,0.0,0.0,18,18247,19294,1.0,1.0,0.0
18,CAQUETA,18247,EL DONCELLO,2019,11.0,1.1,0.0,0.0,18,18247,19496,1.0,1.0,0.0
18,CAQUETA,18247,EL DONCELLO,2020,5.0,1.0,0.0,0.0,18,18247,19715,1.0,1.0,0.0
18,CAQUETA,18247,EL DONCELLO,2021,2.0,1.0,0.0,0.0,18,18247,19851,1.0,1.0,1.0
18,CAQUETA,18247,EL DONCELLO,2022,4.0,1.0,0.0,0.0,18,18247,20042,1.0,1.0,1.0
18,CAQUETA,18247,EL DONCELLO,2023,2.0,1.0,3.0,1.0,18,18247,20195,1.0,1.0,1.0
18,CAQUETA,18247,EL DONCELLO,2024,5.0,1.0,0.0,0.0,18,18247,20336,0.0,0.0,0.0
18,CAQUETA,18256,EL PAUJIL,2018,5.0,1.0,0.0,0.0,18,18256,18036,1.0,1.0,0.0
18,CAQUETA,18256,EL PAUJIL,2019,6.0,1.0,1.0,1.0,18,18256,18313,1.0,1.0,0.0
18,CAQUETA,18256,EL PAUJIL,2020,3.0,1.0,0.0,0.0,18,18256,18591,1.0,1.0,0.0
18,CAQUETA,18256,EL PAUJIL,2021,2.0,1.0,0.0,0.0,18,18256,18826,1.0,1.0,1.0
18,CAQUETA,18256,EL PAUJIL,2022,1.0,1.0,0.0,0.0,18,18256,18998,1.0,1.0,1.0
18,CAQUETA,18256,EL PAUJIL,2024,2.0,1.0,0.0,0.0,18,18256,19290,0.0,0.0,0.0
18,CAQUETA,18410,LA MONTAÑITA,2018,7.0,1.0,0.0,0.0,18,18410,14714,1.0,1.0,0.0
18,CAQUETA,18410,LA MONTAÑITA,2019,1.0,1.0,0.0,0.0,18,18410,14908,1.0,1.0,0.0
18,CAQUETA,18410,LA MONTAÑITA,2020,1.0,1.0,0.0,0.0,18,18410,15096,1.0,1.0,0.0
18,CAQUETA,18410,LA MONTAÑITA,2021,5.0,1.0,0.0,0.0,18,18410,15238,1.0,1.0,1.0
18,CAQUETA,18410,LA MONTAÑITA,2022,3.0,1.0,13.0,2.6,18,18410,15368,1.0,1.0,1.0
18,CAQUETA,18410,LA MONTAÑITA,2023,2.0,1.0,0.0,0.0,18,18410,15503,1.0,1.0,1.0
18,CAQUETA,18410,LA MONTAÑITA,2024,2.0,1.0,0.0,0.0,18,18410,15621,0.0,0.0,0.0
18,CAQUETA,18460,MILAN,2018,1.0,1.0,0.0,0.0,18,18460,9723,1.0,1.0,0.0
18,CAQUETA,18460,MILAN,2019,3.0,1.0,0.0,0.0,18,18460,9846,1.0,1.0,0.0
18,CAQUETA,18460,MILAN,2020,3.0,1.0,0.0,0.0,18,18460,9994,1.0,1.0,0.0
18,CAQUETA,18460,MILAN,2022,1.0,1.0,0.0,0.0,18,18460,10186,1.0,1.0,1.0
18,CAQUETA,18460,MILAN,2024,5.0,1.0,0.0,0.0,18,18460,10339,0.0,0.0,0.0
18,CAQUETA,18479,MORELIA,2019,1.0,1.0,0.0,0.0,18,18479,3751,1.0,1.0,0.0
18,CAQUETA,18479,MORELIA,2023,3.0,1.0,0.0,0.0,18,18479,3905,1.0,1.0,1.0
18,CAQUETA,18479,MORELIA,2024,1.0,1.0,0.0,0.0,18,18479,3930,0.0,0.0,0.0
18,CAQUETA,18592,PUERTO RICO,2018,5.0,1.0,0.0,0.0,18,18592,26517,1.0,1.0,0.0
18,CAQUETA,18592,PUERTO RICO,2019,13.0,1.083333333333333,0.0,0.0,18,18592,26772,1.0,1.0,0.0
18,CAQUETA,18592,PUERTO RICO,2020,2.0,1.0,0.0,0.0,18,18592,27047,1.0,1.0,0.0
18,CAQUETA,18592,PUERTO RICO,2021,4.0,1.0,2.0,2.0,18,18592,27230,1.0,1.0,1.0
18,CAQUETA,18592,PUERTO RICO,2022,3.0,1.0,0.0,0.0,18,18592,27456,1.0,1.0,1.0
18,CAQUETA,18592,PUERTO RICO,2023,3.0,1.0,0.0,0.0,18,18592,27683,1.0,1.0,1.0
18,CAQUETA,18592,PUERTO RICO,2024,3.0,1.0,0.0,0.0,18,18592,27890,0.0,0.0,0.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2018,2.0,1.0,0.0,0.0,18,18610,12797,1.0,1.0,0.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2019,5.0,1.0,0.0,0.0,18,18610,13044,1.0,1.0,0.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2020,1.0,1.0,0.0,0.0,18,18610,13282,1.0,1.0,0.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2021,2.0,1.0,0.0,0.0,18,18610,13494,1.0,1.0,1.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2022,1.0,1.0,0.0,0.0,18,18610,13609,1.0,1.0,1.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2023,3.0,1.0,0.0,0.0,18,18610,13711,1.0,1.0,1.0
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,2024,1.0,1.0,0.0,0.0,18,18610,13801,0.0,0.0,0.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2018,28.0,1.037037037037037,4.0,2.0,18,18753,50719,1.0,1.0,0.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2019,21.0,1.05,3.0,1.5,18,18753,51594,1.0,1.0,0.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2020,7.0,1.0,0.0,0.0,18,18753,52533,1.0,1.0,0.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2021,4.0,1.0,3.0,1.0,18,18753,53252,1.0,1.0,1.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2022,4.0,1.0,3.0,1.0,18,18753,53730,1.0,1.0,1.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2023,6.0,1.2,0.0,0.0,18,18753,54150,1.0,1.0,1.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2024,17.0,1.0625,1.0,1.0,18,18753,54575,0.0,0.0,0.0
18,CAQUETA,18756,SOLANO,2019,2.0,1.0,0.0,0.0,18,18756,11425,1.0,1.0,0.0
18,CAQUETA,18756,SOLANO,2022,1.0,1.0,0.0,0.0,18,18756,11915,1.0,1.0,1.0
18,CAQUETA,18756,SOLANO,2023,1.0,1.0,0.0,0.0,18,18756,12020,1.0,1.0,1.0
18,CAQUETA,18756,SOLANO,2024,3.0,1.0,0.0,0.0,18,18756,12111,0.0,0.0,0.0
18,CAQUETA,18785,SOLITA,2018,3.0,1.0,0.0,0.0,18,18785,6216,1.0,1.0,0.0
18,CAQUETA,18785,SOLITA,2019,1.0,1.0,0.0,0.0,18,18785,6235,1.0,1.0,0.0
18,CAQUETA,18785,SOLITA,2022,3.0,1.0,0.0,0.0,18,18785,6310,1.0,1.0,1.0
18,CAQUETA,18785,SOLITA,2023,2.0,1.0,0.0,0.0,18,18785,6352,1.0,1.0,1.0
18,CAQUETA,18785,SOLITA,2024,1.0,1.0,0.0,0.0,18,18785,6389,0.0,0.0,0.0
18,CAQUETA,18860,VALPARAISO,2018,2.0,1.0,0.0,0.0,18,18860,6887,1.0,1.0,0.0
18,CAQUETA,18860,VALPARAISO,2019,4.0,1.0,0.0,0.0,18,18860,6986,1.0,1.0,0.0
18,CAQUETA,18860,VALPARAISO,2020,1.0,1.0,0.0,0.0,18,18860,7079,1.0,1.0,0.0
18,CAQUETA,18860,VALPARAISO,2022,2.0,1.0,0.0,0.0,18,18860,7225,1.0,1.0,1.0
18,CAQUETA,18860,VALPARAISO,2023,1.0,1.0,0.0,0.0,18,18860,7291,1.0,1.0,1.0
18,CAQUETA,18860,VALPARAISO,2024,3.0,1.0,0.0,0.0,18,18860,7346,0.0,0.0,0.0
19,CAUCA,19001,POPAYAN,2018,140.0,1.238938053097345,9.0,1.285714285714286,19,19001,318059,1.0,1.0,0.0
19,CAUCA,19001,POPAYAN,2019,139.0,1.241071428571429,6.0,1.2,19,19001,323247,1.0,1.0,0.0
19,CAUCA,19001,POPAYAN,2020,142.0,1.327102803738318,1.0,1.0,19,19001,328217,1.0,1.0,0.0
19,CAUCA,19001,POPAYAN,2021,114.0,1.239130434782609,8.0,1.142857142857143,19,19001,332323,1.0,1.0,1.0
19,CAUCA,19001,POPAYAN,2022,145.0,1.218487394957983,2.0,1.0,19,19001,335826,1.0,1.0,1.0
19,CAUCA,19001,POPAYAN,2023,148.0,1.28695652173913,0.0,0.0,19,19001,339454,1.0,1.0,1.0
19,CAUCA,19001,POPAYAN,2024,149.0,1.252100840336134,0.0,0.0,19,19001,343011,0.0,0.0,0.0
19,CAUCA,19022,ALMAGUER,2018,1.0,1.0,0.0,0.0,19,19022,18449,1.0,1.0,0.0
19,CAUCA,19022,ALMAGUER,2019,6.0,1.0,0.0,0.0,19,19022,18660,1.0,1.0,0.0
19,CAUCA,19022,ALMAGUER,2021,3.0,1.0,0.0,0.0,19,19022,19031,1.0,1.0,1.0
19,CAUCA,19022,ALMAGUER,2022,4.0,1.0,1.0,1.0,19,19022,19226,1.0,1.0,1.0
19,CAUCA,19022,ALMAGUER,2023,3.0,1.0,0.0,0.0,19,19022,19450,1.0,1.0,1.0
19,CAUCA,19022,ALMAGUER,2024,2.0,1.0,1.0,1.0,19,19022,19648,0.0,0.0,0.0
19,CAUCA,19050,ARGELIA,2018,6.0,1.5,0.0,0.0,19,19050,26144,1.0,1.0,0.0
19,CAUCA,19050,ARGELIA,2019,2.0,1.0,0.0,0.0,19,19050,26562,1.0,1.0,0.0
19,CAUCA,19050,ARGELIA,2020,3.0,1.0,5.0,1.0,19,19050,26939,1.0,1.0,0.0
19,CAUCA,19050,ARGELIA,2021,3.0,1.0,30.0,1.0,19,19050,27246,1.0,1.0,1.0
19,CAUCA,19050,ARGELIA,2022,7.0,1.0,15.0,1.0,19,19050,27527,1.0,1.0,1.0
19,CAUCA,19050,ARGELIA,2023,1.0,1.0,35.0,1.0,19,19050,27823,1.0,1.0,1.0
19,CAUCA,19050,ARGELIA,2024,4.0,1.0,13.0,1.625,19,19050,28128,0.0,0.0,0.0
19,CAUCA,19075,BALBOA,2018,8.0,1.142857142857143,0.0,0.0,19,19075,21108,1.0,1.0,0.0
19,CAUCA,19075,BALBOA,2019,12.0,1.0,0.0,0.0,19,19075,21408,1.0,1.0,0.0
19,CAUCA,19075,BALBOA,2020,10.0,1.0,0.0,0.0,19,19075,21699,1.0,1.0,0.0
19,CAUCA,19075,BALBOA,2021,3.0,1.0,0.0,0.0,19,19075,21915,1.0,1.0,1.0
19,CAUCA,19075,BALBOA,2022,4.0,1.0,9.0,1.0,19,19075,22153,1.0,1.0,1.0
19,CAUCA,19075,BALBOA,2023,2.0,1.0,2.0,1.0,19,19075,22395,1.0,1.0,1.0
19,CAUCA,19075,BALBOA,2024,5.0,1.0,2.0,1.0,19,19075,22648,0.0,0.0,0.0
19,CAUCA,19100,BOLIVAR,2018,6.0,1.0,0.0,0.0,19,19100,38048,1.0,1.0,0.0
19,CAUCA,19100,BOLIVAR,2019,5.0,1.0,0.0,0.0,19,19100,38291,1.0,1.0,0.0
19,CAUCA,19100,BOLIVAR,2020,1.0,1.0,0.0,0.0,19,19100,38425,1.0,1.0,0.0
