COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,AÑO,CANTIDAD_EXTORSION,CANTIDAD_SUBVERSIVAS,COD_DPTO,Total,COBERTURA 2G,COBERTURA 3G,COBERTUTA 4G
15,BOYACA,15774,SUSACON,2019.0,1.0,0.0,15.0,2743.0,1.0,1.0,0.0
15,BOYACA,15774,SUSACON,2020.0,1.0,0.0,15.0,2775.0,1.0,1.0,0.0
15,BOYACA,15774,SUSACON,2022.0,1.0,1.0,15.0,2798.0,1.0,1.0,1.0
15,BOYACA,15776,SUTAMARCHAN,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2013.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2018.0,1.0,0.0,15.0,6092.0,1.0,1.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2020.0,1.0,0.0,15.0,6304.0,1.0,1.0,0.0
15,BOYACA,15776,SUTAMARCHAN,2021.0,2.0,0.0,15.0,6379.0,1.0,1.0,1.0
15,BOYACA,15778,SUTATENZA,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15778,SUTATENZA,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15778,SUTATENZA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15778,SUTATENZA,2019.0,1.0,0.0,15.0,4288.0,1.0,1.0,0.0
15,BOYACA,15778,SUTATENZA,2024.0,1.0,0.0,15.0,4536.0,0.0,0.0,0.0
15,BOYACA,15790,TASCO,2007.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15790,TASCO,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15790,TASCO,2015.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15790,TASCO,2019.0,1.0,0.0,15.0,5950.0,1.0,1.0,0.0
15,BOYACA,15790,TASCO,2020.0,1.0,0.0,15.0,6009.0,1.0,1.0,0.0
15,BOYACA,15790,TASCO,2021.0,1.0,0.0,15.0,6041.0,1.0,1.0,1.0
15,BOYACA,15790,TASCO,2022.0,3.0,0.0,15.0,6107.0,1.0,1.0,1.0
15,BOYACA,15798,TENZA,2002.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15798,TENZA,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15798,TENZA,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15798,TENZA,2018.0,1.0,0.0,15.0,3851.0,1.0,1.0,0.0
15,BOYACA,15798,TENZA,2019.0,1.0,0.0,15.0,3885.0,1.0,1.0,0.0
15,BOYACA,15804,TIBANA,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15804,TIBANA,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15804,TIBANA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15804,TIBANA,2018.0,1.0,0.0,15.0,9051.0,1.0,1.0,0.0
15,BOYACA,15804,TIBANA,2019.0,1.0,0.0,15.0,9190.0,1.0,1.0,0.0
15,BOYACA,15804,TIBANA,2020.0,1.0,0.0,15.0,9309.0,1.0,1.0,0.0
15,BOYACA,15804,TIBANA,2022.0,1.0,0.0,15.0,9479.0,1.0,1.0,1.0
15,BOYACA,15804,TIBANA,2024.0,1.0,0.0,15.0,9694.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2003.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2013.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15806,TIBASOSA,2018.0,0.0,1.0,15.0,12940.0,1.0,1.0,0.0
15,BOYACA,15806,TIBASOSA,2019.0,1.0,1.0,15.0,13192.0,1.0,1.0,0.0
15,BOYACA,15806,TIBASOSA,2020.0,4.0,0.0,15.0,13436.0,1.0,1.0,0.0
15,BOYACA,15806,TIBASOSA,2021.0,4.0,0.0,15.0,13637.0,1.0,1.0,1.0
15,BOYACA,15806,TIBASOSA,2023.0,3.0,0.0,15.0,13925.0,1.0,1.0,1.0
15,BOYACA,15806,TIBASOSA,2024.0,3.0,0.0,15.0,14063.0,0.0,0.0,0.0
15,BOYACA,15808,TINJACA,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15808,TINJACA,2013.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15808,TINJACA,2018.0,1.0,0.0,15.0,3266.0,1.0,1.0,0.0
15,BOYACA,15808,TINJACA,2019.0,1.0,0.0,15.0,3332.0,1.0,1.0,0.0
15,BOYACA,15808,TINJACA,2021.0,2.0,0.0,15.0,3425.0,1.0,1.0,1.0
15,BOYACA,15808,TINJACA,2022.0,1.0,0.0,15.0,3469.0,1.0,1.0,1.0
15,BOYACA,15810,TIPACOQUE,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15814,TOCA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15814,TOCA,2021.0,1.0,0.0,15.0,9122.0,1.0,1.0,1.0
15,BOYACA,15814,TOCA,2022.0,2.0,0.0,15.0,9229.0,1.0,1.0,1.0
15,BOYACA,15816,TOGUI,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15816,TOGUI,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15816,TOGUI,2019.0,2.0,0.0,15.0,4393.0,1.0,1.0,0.0
15,BOYACA,15816,TOGUI,2021.0,1.0,0.0,15.0,4476.0,1.0,1.0,1.0
15,BOYACA,15820,TOPAGA,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15820,TOPAGA,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15820,TOPAGA,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15820,TOPAGA,2021.0,1.0,0.0,15.0,3749.0,1.0,1.0,1.0
15,BOYACA,15820,TOPAGA,2022.0,1.0,0.0,15.0,3797.0,1.0,1.0,1.0
15,BOYACA,15822,TOTA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15822,TOTA,2018.0,1.0,0.0,15.0,5179.0,1.0,1.0,0.0
15,BOYACA,15832,TUNUNGUA,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15837,TUTA,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15837,TUTA,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15837,TUTA,2019.0,1.0,0.0,15.0,8409.0,1.0,1.0,0.0
15,BOYACA,15837,TUTA,2021.0,11.0,0.0,15.0,8641.0,1.0,1.0,1.0
15,BOYACA,15837,TUTA,2022.0,24.0,0.0,15.0,8742.0,1.0,1.0,1.0
15,BOYACA,15837,TUTA,2023.0,33.0,0.0,15.0,8839.0,1.0,1.0,1.0
15,BOYACA,15837,TUTA,2024.0,21.0,0.0,15.0,8915.0,0.0,0.0,0.0
15,BOYACA,15839,TUTAZA,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15839,TUTAZA,2010.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15839,TUTAZA,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15839,TUTAZA,2020.0,1.0,0.0,15.0,2101.0,1.0,1.0,0.0
15,BOYACA,15839,TUTAZA,2021.0,1.0,0.0,15.0,2106.0,1.0,1.0,1.0
15,BOYACA,15842,UMBITA,2008.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15842,UMBITA,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15842,UMBITA,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15842,UMBITA,2022.0,1.0,0.0,15.0,7878.0,1.0,1.0,1.0
15,BOYACA,15842,UMBITA,2024.0,1.0,0.0,15.0,8043.0,0.0,0.0,0.0
15,BOYACA,15861,VENTAQUEMADA,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15861,VENTAQUEMADA,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15861,VENTAQUEMADA,2014.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15861,VENTAQUEMADA,2018.0,1.0,0.0,15.0,15706.0,1.0,1.0,0.0
15,BOYACA,15861,VENTAQUEMADA,2021.0,1.0,0.0,15.0,16498.0,1.0,1.0,1.0
15,BOYACA,15861,VENTAQUEMADA,2024.0,1.0,0.0,15.0,17012.0,0.0,0.0,0.0
15,BOYACA,15879,VIRACACHA,2018.0,1.0,0.0,15.0,2837.0,1.0,1.0,0.0
15,BOYACA,15897,ZETAQUIRA,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15897,ZETAQUIRA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BOYACA,15897,ZETAQUIRA,2022.0,1.0,0.0,15.0,4832.0,1.0,1.0,1.0
15,BOYACA,15897,ZETAQUIRA,2023.0,1.0,0.0,15.0,4896.0,1.0,1.0,1.0
15,BOYACA,15897,ZETAQUIRA,2024.0,1.0,0.0,15.0,4954.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,1996.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,1997.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,1998.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,1999.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2000.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2001.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2002.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2003.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2004.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2005.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2006.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2007.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2008.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2009.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2010.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2011.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2012.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2013.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2014.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2015.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2016.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2017.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17001,MANIZALES,2018.0,54.0,3.0,17.0,434403.0,1.0,1.0,0.0
17,CALDAS,17001,MANIZALES,2019.0,44.0,2.0,17.0,440243.0,1.0,1.0,0.0
17,CALDAS,17001,MANIZALES,2020.0,46.0,2.0,17.0,445669.0,1.0,1.0,0.0
17,CALDAS,17001,MANIZALES,2021.0,29.0,1.0,17.0,449434.0,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2022.0,33.0,1.0,17.0,451812.0,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2023.0,37.0,0.0,17.0,454494.0,1.0,1.0,1.0
17,CALDAS,17001,MANIZALES,2024.0,27.0,0.0,17.0,457022.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2005.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2007.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2010.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17013,AGUADAS,2018.0,2.0,0.0,17.0,22823.0,1.0,1.0,0.0
17,CALDAS,17013,AGUADAS,2019.0,1.0,0.0,17.0,22978.0,1.0,1.0,0.0
17,CALDAS,17013,AGUADAS,2021.0,1.0,0.0,17.0,23139.0,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,1999.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2002.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2004.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2005.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2008.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2012.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2013.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2014.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2015.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2016.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17042,ANSERMA,2018.0,2.0,0.0,17.0,36149.0,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2019.0,4.0,0.0,17.0,36495.0,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2020.0,4.0,1.0,17.0,36803.0,1.0,1.0,0.0
17,CALDAS,17042,ANSERMA,2021.0,5.0,0.0,17.0,36966.0,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2022.0,2.0,0.0,17.0,37154.0,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2023.0,2.0,0.0,17.0,37366.0,1.0,1.0,1.0
17,CALDAS,17042,ANSERMA,2024.0,2.0,1.0,17.0,37573.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,1999.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2008.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17050,ARANZAZU,2018.0,1.0,0.0,17.0,10557.0,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2012.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17088,BELALCAZAR,2018.0,4.0,0.0,17.0,10660.0,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2019.0,0.0,1.0,17.0,10728.0,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2020.0,1.0,1.0,17.0,10761.0,1.0,1.0,0.0
17,CALDAS,17088,BELALCAZAR,2021.0,1.0,0.0,17.0,10775.0,1.0,1.0,1.0
17,CALDAS,17088,BELALCAZAR,2023.0,4.0,0.0,17.0,10894.0,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,1998.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,1999.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2001.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2002.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2003.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2004.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2005.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2006.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2007.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2009.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2011.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2012.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2013.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2014.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2015.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2017.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17174,CHINCHINA,2018.0,1.0,1.0,17.0,51271.0,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2019.0,5.0,2.0,17.0,51832.0,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2020.0,6.0,0.0,17.0,52381.0,1.0,1.0,0.0
17,CALDAS,17174,CHINCHINA,2021.0,4.0,1.0,17.0,52701.0,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2022.0,5.0,0.0,17.0,52984.0,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2023.0,3.0,0.0,17.0,53317.0,1.0,1.0,1.0
17,CALDAS,17174,CHINCHINA,2024.0,2.0,0.0,17.0,53609.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,1998.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,1999.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17272,FILADELFIA,2019.0,1.0,0.0,17.0,11518.0,1.0,1.0,0.0
17,CALDAS,17272,FILADELFIA,2020.0,0.0,1.0,17.0,11554.0,1.0,1.0,0.0
17,CALDAS,17272,FILADELFIA,2021.0,1.0,0.0,17.0,11556.0,1.0,1.0,1.0
17,CALDAS,17272,FILADELFIA,2023.0,1.0,0.0,17.0,11662.0,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2005.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2009.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2011.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2013.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2014.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2015.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2016.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17380,LA DORADA,2018.0,14.0,0.0,17.0,71905.0,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2019.0,19.0,0.0,17.0,72816.0,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2020.0,11.0,1.0,17.0,73645.0,1.0,1.0,0.0
17,CALDAS,17380,LA DORADA,2021.0,14.0,0.0,17.0,74200.0,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2022.0,22.0,0.0,17.0,74610.0,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2023.0,16.0,0.0,17.0,75043.0,1.0,1.0,1.0
17,CALDAS,17380,LA DORADA,2024.0,17.0,0.0,17.0,75448.0,0.0,0.0,0.0
17,CALDAS,17388,LA MERCED,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17388,LA MERCED,2018.0,1.0,0.0,17.0,6003.0,1.0,1.0,0.0
17,CALDAS,17388,LA MERCED,2021.0,1.0,0.0,17.0,6186.0,1.0,1.0,1.0
17,CALDAS,17388,LA MERCED,2022.0,1.0,0.0,17.0,6209.0,1.0,1.0,1.0
17,CALDAS,17433,MANZANARES,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2014.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17433,MANZANARES,2019.0,2.0,0.0,17.0,18136.0,1.0,1.0,0.0
17,CALDAS,17433,MANZANARES,2021.0,1.0,0.0,17.0,18461.0,1.0,1.0,1.0
17,CALDAS,17433,MANZANARES,2022.0,1.0,0.0,17.0,18544.0,1.0,1.0,1.0
17,CALDAS,17442,MARMATO,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2013.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17442,MARMATO,2018.0,2.0,0.0,17.0,8888.0,1.0,1.0,0.0
17,CALDAS,17442,MARMATO,2021.0,1.0,0.0,17.0,9143.0,1.0,1.0,1.0
17,CALDAS,17442,MARMATO,2023.0,1.0,0.0,17.0,9255.0,1.0,1.0,1.0
17,CALDAS,17444,MARQUETALIA,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CALDAS,17444,MARQUETALIA,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
