COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,AÑO,CANTIDAD_EXTORSION,CANTIDAD_SUBVERSIVAS,COD_DPTO,Total,COBERTURA 2G,COBERTURA 3G,COBERTUTA 4G
5,ANTIOQUIA,5002,ABEJORRAL,2024.0,4.0,0.0,5.0,21468.0,0.0,0.0,0.0
5,ANTIOQUIA,5004,ABRIAQUI,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5004,ABRIAQUI,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5004,ABRIAQUI,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5004,ABRIAQUI,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5004,ABRIAQUI,2019.0,1.0,0.0,5.0,2730.0,1.0,1.0,0.0
5,ANTIOQUIA,5021,ALEJANDRIA,2005.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5021,ALEJANDRIA,2019.0,2.0,0.0,5.0,4732.0,1.0,1.0,0.0
5,ANTIOQUIA,5021,ALEJANDRIA,2020.0,2.0,0.0,5.0,4790.0,1.0,1.0,0.0
5,ANTIOQUIA,5021,ALEJANDRIA,2023.0,1.0,0.0,5.0,4912.0,1.0,1.0,1.0
5,ANTIOQUIA,5030,AMAGA,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2004.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2012.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2013.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2014.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2015.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2016.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2017.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
5,ANTIOQUIA,5030,AMAGA,2018.0,1.0,0.0,5.0,30227.0,1.0,1.0,0.0
5,ANTIOQUIA,5030,AMAGA,2019.0,2.0,0.0,5.0,30789.0,1.0,1.0,0.0
5,ANTIOQUIA,5030,AMAGA,2020.0,4.0,0.0,5.0,31262.0,1.0,1.0,0.0
5,ANTIOQUIA,5030,AMAGA,2021.0,5.0,0.0,5.0,31548.0,1.0,1.0,1.0
5,ANTIOQUIA,5030,AMAGA,2022.0,2.0,0.0,5.0,31851.0,1.0,1.0,1.0
