ano,actividad,sector,tipo_de_precios,cod_dpto,dpto_nombre,valor_agregado
2006,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,70,Sucre,121.01
2006,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,73,Tolima,239.98
2006,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,76,Valle del Cauca,1212.78
2006,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,97,Vaupés,1.92
2006,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",Terciario,PIB a precios constantes de 2015,99,Vichada,3.09
2006,Impuestos,Terciario,PIB a precios constantes de 2015,91,Amazonas,16.83
2006,Impuestos,Terciario,PIB a precios constantes de 2015,05,Antioquia,6712.47
2006,Impuestos,Terciario,PIB a precios constantes de 2015,81,Arauca,85.72
2006,Impuestos,Terciario,PIB a precios constantes de 2015,08,Atlántico,2183.78
2006,Impuestos,Terciario,PIB a precios constantes de 2015,11,Bogotá D.C.,13637.98
2006,Impuestos,Terciario,PIB a precios constantes de 2015,13,Bolívar,2000.64
2006,Impuestos,Terciario,PIB a precios constantes de 2015,15,Boyacá,834.0
2006,Impuestos,Terciario,PIB a precios constantes de 2015,17,Caldas,875.33
2006,Impuestos,Terciario,PIB a precios constantes de 2015,18,Caquetá,115.06
2006,Impuestos,Terciario,PIB a precios constantes de 2015,85,Casanare,248.32
2006,Impuestos,Terciario,PIB a precios constantes de 2015,19,Cauca,709.96
2006,Impuestos,Terciario,PIB a precios constantes de 2015,20,Cesar,367.26
2006,Impuestos,Terciario,PIB a precios constantes de 2015,27,Chocó,64.27
2006,Impuestos,Terciario,PIB a precios constantes de 2015,23,Córdoba,541.97
2006,Impuestos,Terciario,PIB a precios constantes de 2015,25,Cundinamarca,2399.7
2006,Impuestos,Terciario,PIB a precios constantes de 2015,94,Guainía,6.67
2006,Impuestos,Terciario,PIB a precios constantes de 2015,95,Guaviare,13.95
2006,Impuestos,Terciario,PIB a precios constantes de 2015,41,Huila,475.37
2006,Impuestos,Terciario,PIB a precios constantes de 2015,44,La Guajira,174.36
2006,Impuestos,Terciario,PIB a precios constantes de 2015,47,Magdalena,286.77
2006,Impuestos,Terciario,PIB a precios constantes de 2015,50,Meta,685.69
2006,Impuestos,Terciario,PIB a precios constantes de 2015,52,Nariño,456.92
2006,Impuestos,Terciario,PIB a precios constantes de 2015,54,Norte de Santander,478.5
2006,Impuestos,Terciario,PIB a precios constantes de 2015,86,Putumayo,79.4
2006,Impuestos,Terciario,PIB a precios constantes de 2015,63,Quindío,283.93
2006,Impuestos,Terciario,PIB a precios constantes de 2015,66,Risaralda,736.23
2006,Impuestos,Terciario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",78.71
2006,Impuestos,Terciario,PIB a precios constantes de 2015,68,Santander,6391.84
2006,Impuestos,Terciario,PIB a precios constantes de 2015,70,Sucre,251.33
2006,Impuestos,Terciario,PIB a precios constantes de 2015,73,Tolima,750.34
2006,Impuestos,Terciario,PIB a precios constantes de 2015,76,Valle del Cauca,4600.54
2006,Impuestos,Terciario,PIB a precios constantes de 2015,97,Vaupés,3.0
2006,Impuestos,Terciario,PIB a precios constantes de 2015,99,Vichada,10.69
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,91,Amazonas,38.06
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,05,Antioquia,3619.42
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,81,Arauca,404.08
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,08,Atlántico,373.16
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,11,Bogotá D.C.,8.74
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,13,Bolívar,804.15
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,15,Boyacá,1075.96
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,17,Caldas,787.55
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,18,Caquetá,291.06
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,85,Casanare,497.88
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,19,Cauca,824.7
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,20,Cesar,969.58
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,27,Chocó,304.65
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,23,Córdoba,1005.35
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,25,Cundinamarca,3318.81
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,94,Guainía,6.34
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,95,Guaviare,89.06
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,41,Huila,1124.1
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,44,La Guajira,317.12
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,47,Magdalena,964.35
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,50,Meta,1045.86
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,52,Nariño,1107.27
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,54,Norte de Santander,803.57
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,86,Putumayo,105.44
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,63,Quindío,581.13
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,66,Risaralda,702.52
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",8.85
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,68,Santander,1846.6
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,70,Sucre,387.28
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,73,Tolima,1598.86
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,76,Valle del Cauca,2257.51
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,97,Vaupés,7.59
2006,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios corrientes,99,Vichada,148.37
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,91,Amazonas,0.83
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,05,Antioquia,1784.46
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,81,Arauca,2793.08
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,08,Atlántico,51.64
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,11,Bogotá D.C.,318.98
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,13,Bolívar,475.19
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,15,Boyacá,516.96
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,17,Caldas,131.28
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,18,Caquetá,4.42
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,85,Casanare,5369.9
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,19,Cauca,65.48
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,20,Cesar,2960.53
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,27,Chocó,227.3
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,23,Córdoba,442.36
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,25,Cundinamarca,253.07
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,94,Guainía,24.43
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,95,Guaviare,2.32
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,41,Huila,1469.59
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,44,La Guajira,2859.53
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,47,Magdalena,13.05
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,50,Meta,3372.03
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,52,Nariño,39.68
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,54,Norte de Santander,294.48
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,86,Putumayo,393.27
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,63,Quindío,12.82
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,66,Risaralda,51.42
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",1.12
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,68,Santander,737.09
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,70,Sucre,13.86
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,73,Tolima,1320.73
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,76,Valle del Cauca,124.99
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,97,Vaupés,1.08
2006,Explotación de minas y canteras,Primario,PIB a precios corrientes,99,Vichada,0.03
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,91,Amazonas,6.72
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,05,Antioquia,13445.45
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,81,Arauca,65.83
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,08,Atlántico,3033.51
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,11,Bogotá D.C.,14197.82
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,13,Bolívar,2392.24
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,15,Boyacá,1385.66
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,17,Caldas,1334.88
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,18,Caquetá,75.55
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,85,Casanare,167.38
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,19,Cauca,1094.13
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,20,Cesar,298.29
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,27,Chocó,25.09
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,23,Córdoba,1046.67
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,25,Cundinamarca,5310.92
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,94,Guainía,3.33
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,95,Guaviare,9.6
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,41,Huila,327.98
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,44,La Guajira,42.87
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,47,Magdalena,340.36
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,50,Meta,527.17
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,52,Nariño,402.84
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,54,Norte de Santander,505.12
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,86,Putumayo,28.77
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,63,Quindío,293.52
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,66,Risaralda,938.33
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",11.46
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,68,Santander,4127.1
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,70,Sucre,317.28
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,73,Tolima,835.43
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,76,Valle del Cauca,8380.64
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,97,Vaupés,0.4
2006,Industrias manufactureras,Secundario,PIB a precios corrientes,99,Vichada,2.65
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,91,Amazonas,10.64
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,05,Antioquia,2732.26
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,81,Arauca,17.14
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,08,Atlántico,1011.9
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,11,Bogotá D.C.,2450.23
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,13,Bolívar,496.2
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,15,Boyacá,579.99
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,17,Caldas,384.05
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,18,Caquetá,11.55
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,85,Casanare,61.1
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,19,Cauca,193.91
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,20,Cesar,137.0
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,27,Chocó,20.27
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,23,Córdoba,317.62
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,25,Cundinamarca,1280.9
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,94,Guainía,0.85
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,95,Guaviare,1.65
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,41,Huila,290.75
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,44,La Guajira,163.82
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,47,Magdalena,95.43
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,50,Meta,121.14
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,52,Nariño,125.28
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,54,Norte de Santander,138.79
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,86,Putumayo,5.32
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,63,Quindío,104.66
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,66,Risaralda,193.16
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",13.22
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,68,Santander,525.24
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,70,Sucre,64.34
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,73,Tolima,240.64
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,76,Valle del Cauca,1498.7
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,97,Vaupés,0.39
2006,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,99,Vichada,1.87
2006,Construcción,Secundario,PIB a precios corrientes,91,Amazonas,4.24
2006,Construcción,Secundario,PIB a precios corrientes,05,Antioquia,3169.57
2006,Construcción,Secundario,PIB a precios corrientes,81,Arauca,56.96
2006,Construcción,Secundario,PIB a precios corrientes,08,Atlántico,645.63
2006,Construcción,Secundario,PIB a precios corrientes,11,Bogotá D.C.,5022.83
2006,Construcción,Secundario,PIB a precios corrientes,13,Bolívar,427.34
2006,Construcción,Secundario,PIB a precios corrientes,15,Boyacá,312.29
2006,Construcción,Secundario,PIB a precios corrientes,17,Caldas,259.38
2006,Construcción,Secundario,PIB a precios corrientes,18,Caquetá,76.76
2006,Construcción,Secundario,PIB a precios corrientes,85,Casanare,228.11
2006,Construcción,Secundario,PIB a precios corrientes,19,Cauca,174.42
2006,Construcción,Secundario,PIB a precios corrientes,20,Cesar,160.55
2006,Construcción,Secundario,PIB a precios corrientes,27,Chocó,46.04
2006,Construcción,Secundario,PIB a precios corrientes,23,Córdoba,310.11
2006,Construcción,Secundario,PIB a precios corrientes,25,Cundinamarca,375.62
2006,Construcción,Secundario,PIB a precios corrientes,94,Guainía,13.22
2006,Construcción,Secundario,PIB a precios corrientes,95,Guaviare,30.22
2006,Construcción,Secundario,PIB a precios corrientes,41,Huila,479.22
2006,Construcción,Secundario,PIB a precios corrientes,44,La Guajira,107.36
2006,Construcción,Secundario,PIB a precios corrientes,47,Magdalena,165.76
2006,Construcción,Secundario,PIB a precios corrientes,50,Meta,631.29
2006,Construcción,Secundario,PIB a precios corrientes,52,Nariño,332.0
2006,Construcción,Secundario,PIB a precios corrientes,54,Norte de Santander,285.97
2006,Construcción,Secundario,PIB a precios corrientes,86,Putumayo,56.41
2006,Construcción,Secundario,PIB a precios corrientes,63,Quindío,144.43
2006,Construcción,Secundario,PIB a precios corrientes,66,Risaralda,520.12
2006,Construcción,Secundario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",9.6
2006,Construcción,Secundario,PIB a precios corrientes,68,Santander,1346.53
2006,Construcción,Secundario,PIB a precios corrientes,70,Sucre,103.06
2006,Construcción,Secundario,PIB a precios corrientes,73,Tolima,265.58
2006,Construcción,Secundario,PIB a precios corrientes,76,Valle del Cauca,1798.8
2006,Construcción,Secundario,PIB a precios corrientes,97,Vaupés,3.23
2006,Construcción,Secundario,PIB a precios corrientes,99,Vichada,12.36
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,91,Amazonas,70.04
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,05,Antioquia,8694.19
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,81,Arauca,225.92
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,08,Atlántico,3187.62
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,11,Bogotá D.C.,17702.35
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,13,Bolívar,2314.27
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,15,Boyacá,1778.28
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,17,Caldas,1049.36
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,18,Caquetá,246.85
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,85,Casanare,1008.91
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,19,Cauca,786.45
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,20,Cesar,898.86
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,27,Chocó,166.12
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,23,Córdoba,966.9
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,25,Cundinamarca,3198.13
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,94,Guainía,16.44
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,95,Guaviare,63.03
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,41,Huila,758.21
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,44,La Guajira,332.7
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,47,Magdalena,1094.73
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,50,Meta,1462.17
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,52,Nariño,1345.22
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,54,Norte de Santander,1210.81
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,86,Putumayo,200.92
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,63,Quindío,624.11
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,66,Risaralda,1011.18
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",291.67
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,68,Santander,2918.94
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,70,Sucre,594.24
2006,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,73,Tolima,1356.07
