cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_victimas,total_civiles,total_combatientes,lesionados_civiles,abandono_despojo,amenaza_intimidacion,ataque_mision_medica,confinamiento,desplazamiento_forzado,extorsion_asociada,pillaje,tortura
11,"BOGOTA, D. C.",11001,"BOGOTA, D.C.",1948,3,0,0,0,30,0,0,0,0,0,0,0,0
15,BOYACA,15632,SABOYA,1948,3,4,4,0,0,0,0,0,0,0,0,0,0
17,CALDAS,17042,ANSERMA,1948,1,0,0,0,0,0,0,0,0,0,0,0,0
68,SANTANDER,68432,MALAGA,1948,2,0,0,0,0,0,0,0,0,0,0,0,0
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,1948,4,2,0,0,0,0,0,0,0,0,0,0,0
73,TOLIMA,73483,NATAGAIMA,1953,11,1,0,0,1,0,0,0,0,0,0,0,0
76,VALLE DEL CAUCA,76834,TULUA,1948,7,0,0,0,1,0,0,0,0,0,0,0,0
05,ANTIOQUIA,05809,TITIRIBI,1948,7,0,0,0,0,0,0,0,0,0,0,0,0
76,VALLE DEL CAUCA,76834,TULUA,1948,8,0,0,0,0,0,0,0,0,0,0,0,0
76,VALLE DEL CAUCA,76364,JAMUNDI,2023,9,0,0,0,10,0,0,0,0,0,0,0,0
95,GUAVIARE,95025,EL RETORNO,2016,8,0,0,0,4,0,0,0,0,0,0,0,0
11,"BOGOTA, D. C.",11001,"BOGOTA, D.C.",2012,3,2,2,0,40,0,0,0,0,0,0,0,0
52,NARIÑO,52696,SANTA BARBARA,1962,10,3,3,0,0,0,0,0,0,0,0,0,0
25,CUNDINAMARCA,25518,PAIME,1962,12,0,0,0,0,0,0,1,0,0,0,0,0
19,CAUCA,19473,MORALES,2024,5,0,0,0,0,0,0,0,1,0,0,1,0
76,VALLE DEL CAUCA,76364,JAMUNDI,2024,5,0,0,0,12,0,0,0,1,0,0,0,0
73,TOLIMA,73026,ALVARADO,1958,5,27,27,0,0,0,0,0,0,0,0,0,0
19,CAUCA,19050,ARGELIA,2024,4,0,0,0,0,0,0,0,0,1,0,0,0
23,CORDOBA,23001,MONTERIA,2000,3,1,1,0,6,0,0,0,0,0,0,0,0
